t_recv,node,sanitizing,lambda_size,lambda
0.0192,kind-control-plane,False,0,[]
0.0209,kind-worker,False,0,[]
0.0223,kind-worker2,False,0,[]
0.024,kind-worker3,False,0,[]
0.0253,kind-worker4,False,0,[]
0.0266,kind-worker5,False,0,[]
0.117,kind-worker2,False,1,"[""x01""]"
0.1282,kind-worker2,False,1,"[""x01""]"
1.0727,kind-worker3,False,1,"[""x04""]"
1.0838,kind-worker3,False,1,"[""x04""]"
2.1303,kind-worker2,False,2,"[""x01"", ""x02""]"
2.141,kind-worker2,False,2,"[""x01"", ""x02""]"
3.0637,kind-worker3,False,2,"[""x04"", ""x09""]"
3.0765,kind-worker3,False,2,"[""x04"", ""x09""]"
4.1215,kind-worker4,False,1,"[""x07""]"
4.1329,kind-worker4,False,1,"[""x07""]"
4.8119,kind-worker4,True,1,"[""x07""]"
4.8244,kind-worker4,True,1,"[""x07""]"
5.1014,kind-worker2,False,3,"[""x01"", ""x02"", ""x03""]"
5.1108,kind-worker2,False,3,"[""x01"", ""x02"", ""x03""]"
6.0952,kind-worker3,False,3,"[""x04"", ""x07"", ""x09""]"
6.1052,kind-worker3,False,3,"[""x04"", ""x07"", ""x09""]"
7.1382,kind-worker5,False,1,"[""x06""]"
7.1492,kind-worker5,False,1,"[""x06""]"
8.1019,kind-worker3,False,4,"[""x04"", ""x07"", ""x09"", ""x10""]"
8.1112,kind-worker3,False,4,"[""x04"", ""x07"", ""x09"", ""x10""]"
9.069,kind-worker5,False,2,"[""x06"", ""x07""]"
9.0791,kind-worker5,False,2,"[""x06"", ""x07""]"
11.143,kind-worker,False,1,"[""x04""]"
11.1546,kind-worker,False,1,"[""x04""]"
12.1561,kind-worker,False,2,"[""x04"", ""x10""]"
12.1668,kind-worker,False,2,"[""x04"", ""x10""]"
14.5998,kind-worker3,True,4,"[""x04"", ""x07"", ""x09"", ""x10""]"
14.6133,kind-worker3,True,4,"[""x04"", ""x07"", ""x09"", ""x10""]"
15.1283,kind-worker2,False,4,"[""x01"", ""x02"", ""x03"", ""x08""]"
15.1378,kind-worker2,False,4,"[""x01"", ""x02"", ""x03"", ""x08""]"
16.0942,kind-worker5,False,3,"[""x06"", ""x07"", ""x10""]"
16.1047,kind-worker5,False,3,"[""x06"", ""x07"", ""x10""]"
18.0811,kind-worker2,False,5,"[""x01"", ""x02"", ""x03"", ""x08"", ""x09""]"
