task_id,name,issuer,context,context_degree,datasets,replica,t_submit_planned,t_submit_start,t_submit_end,submit_jitter_s,admission_s,admission_status,admitted,t_tr_pending,t_tr_scheduled,t_tr_complete,t_tr_failed,job_name,t_job_seen,translation_s,pod_name,t_pod_seen,pod_creation_s,t_pod_scheduled,scheduling_s,node,latency_s,n_failed_attempts,n_attempts_wall,n_attempts_taint,n_attempts_other,nodes_wall_first,nodes_taint_first,block_cause,blocked,t_first_rejection,wait_s,first_rejection_msg,t_pod_running,t_pod_succeeded,t_pod_failed,startup_s,execution_s,completion_s,final_phase,tr_final_phase,timed_out
0,eval-sanitize-50-r3-000,issuer6,x06,3,"[""d06""]",3,0.0,0.004,0.0489,0.004,0.0449,201,True,0.055,0.0984,24.0945,nan,eval-sanitize-50-r3-000,0.0809,0.0319,eval-sanitize-50-r3-000-p74fk,0.1029,0.022,0.1664,0.0636,kind-worker5,0.1624,0,0,0,0,0,0,none,False,nan,nan,,0.9445,22.3568,nan,0.7781,21.4123,22.3528,Succeeded,Complete,False
1,eval-sanitize-50-r3-001,issuer8,x08,3,"[""d08""]",3,1.0,1.0016,1.0224,0.0016,0.0208,201,True,1.0306,1.0637,25.0661,nan,eval-sanitize-50-r3-001,1.0495,0.0271,eval-sanitize-50-r3-001-mh555,1.065,0.0155,1.0886,0.0237,kind-worker4,0.087,0,0,0,0,0,0,none,False,nan,nan,,1.8215,23.287,nan,0.7329,21.4655,22.2854,Succeeded,Complete,False
2,eval-sanitize-50-r3-002,issuer10,x10,6,"[""d10""]",3,2.0,2.0014,2.0204,0.0014,0.019,201,True,2.0839,2.1142,26.8472,nan,eval-sanitize-50-r3-002,2.1023,0.0819,eval-sanitize-50-r3-002-ng522,2.118,0.0158,2.1342,0.0161,kind-worker,0.1328,0,0,0,0,0,0,none,False,nan,nan,,3.6531,25.0275,nan,1.5189,21.3744,23.0261,Succeeded,Complete,False
3,eval-sanitize-50-r3-003,issuer8,x08,3,"[""d08""]",3,3.0,3.0019,3.0127,0.0019,0.0109,201,True,3.1053,3.1414,27.8576,nan,eval-sanitize-50-r3-003,3.1327,0.12,eval-sanitize-50-r3-003-ptjph,3.1441,0.0114,3.1655,0.0213,kind-worker2,0.1636,0,0,0,0,0,0,none,False,nan,nan,,4.7349,25.9991,nan,1.5695,21.2642,22.9973,Succeeded,Complete,False
4,eval-sanitize-50-r3-004,issuer7,x07,5,"[""d07""]",3,4.0,4.0001,4.0458,0.0001,0.0457,201,True,4.0502,4.0805,28.239,nan,eval-sanitize-50-r3-004,4.0691,0.0233,eval-sanitize-50-r3-004-n2zvf,4.0816,0.0125,4.1051,0.0235,kind-worker3,0.105,0,0,0,0,0,0,none,False,nan,nan,,5.1402,26.3095,nan,1.0351,21.1693,22.3094,Succeeded,Complete,False
5,eval-sanitize-50-r3-005,issuer7,x07,5,"[""d07""]",3,5.0,5.001,5.043,0.001,0.042,201,True,5.0471,5.0775,29.781,nan,eval-sanitize-50-r3-005,5.0648,0.0218,eval-sanitize-50-r3-005-8grvd,5.0771,0.0122,5.2195,0.1424,kind-worker,0.2184,0,0,0,0,0,0,none,False,nan,nan,,6.6625,27.9419,nan,1.443,21.2795,22.9409,Succeeded,Complete,False
6,eval-sanitize-50-r3-006,issuer8,x08,3,"[""d08""]",3,6.0,6.0001,6.0553,0.0001,0.0552,201,True,6.0611,6.11,30.9335,nan,eval-sanitize-50-r3-006,6.108,0.0526,eval-sanitize-50-r3-006-t6z5c,6.1114,0.0034,6.3,0.1886,kind-worker4,0.2999,0,0,0,0,0,0,none,False,nan,nan,,7.83,28.9655,nan,1.53,21.1354,22.9653,Succeeded,Complete,False
7,eval-sanitize-50-r3-007,issuer7,x07,5,"[""d07""]",3,7.0,7.0006,7.0114,0.0006,0.0108,201,True,7.0192,7.0526,31.8381,nan,eval-sanitize-50-r3-007,7.0409,0.0295,eval-sanitize-50-r3-007-l4h74,7.0521,0.0112,7.1059,0.0538,kind-worker,0.1053,0,0,0,0,0,0,none,False,nan,nan,,8.7176,29.8805,nan,1.6117,21.1629,22.8799,Succeeded,Complete,False
8,eval-sanitize-50-r3-008,issuer3,x03,5,"[""d03""]",3,8.0,8.0004,8.0192,0.0004,0.0188,201,True,8.0296,8.0658,32.1571,nan,eval-sanitize-50-r3-008,8.0479,0.0287,eval-sanitize-50-r3-008-n5rqh,8.0656,0.0177,8.1713,0.1057,kind-worker5,0.1709,0,0,0,0,0,0,none,False,nan,nan,,8.9607,30.1578,nan,0.7894,21.1971,22.1574,Succeeded,Complete,False
9,eval-sanitize-50-r3-009,issuer10,x10,6,"[""d10""]",3,9.0,9.0004,9.0469,0.0004,0.0465,201,True,9.0514,9.0827,33.9539,nan,eval-sanitize-50-r3-009,9.071,0.0242,eval-sanitize-50-r3-009-qnlrh,9.0844,0.0134,9.2427,0.1583,kind-worker2,0.2423,0,0,0,0,0,0,none,False,nan,nan,,10.788,31.8853,nan,1.5452,21.0973,22.8849,Succeeded,Complete,False
