t_recv,node,sanitizing,lambda_size,lambda
0.0185,kind-control-plane,False,0,[]
0.0218,kind-worker,False,0,[]
0.0232,kind-worker2,False,0,[]
0.0244,kind-worker3,False,0,[]
0.0255,kind-worker4,False,0,[]
0.0267,kind-worker5,False,0,[]
0.1208,kind-worker5,False,1,"[""x01""]"
0.1321,kind-worker5,False,1,"[""x01""]"
1.0993,kind-worker5,False,2,"[""x01"", ""x09""]"
1.1039,kind-worker5,False,2,"[""x01"", ""x09""]"
2.0655,kind-worker2,False,1,"[""x02""]"
2.0763,kind-worker2,False,1,"[""x02""]"
3.0616,kind-worker,False,1,"[""x09""]"
3.0712,kind-worker,False,1,"[""x09""]"
4.0675,kind-worker,False,2,"[""x04"", ""x09""]"
4.0771,kind-worker,False,2,"[""x04"", ""x09""]"
4.8549,kind-worker5,True,2,"[""x01"", ""x09""]"
4.8731,kind-worker5,True,2,"[""x01"", ""x09""]"
5.08,kind-worker2,False,2,"[""x02"", ""x07""]"
5.0892,kind-worker2,False,2,"[""x02"", ""x07""]"
6.0942,kind-worker4,False,1,"[""x06""]"
6.1064,kind-worker4,False,1,"[""x06""]"
7.1015,kind-worker2,False,3,"[""x02"", ""x07"", ""x09""]"
7.112,kind-worker2,False,3,"[""x02"", ""x07"", ""x09""]"
7.7127,kind-worker,True,2,"[""x04"", ""x09""]"
7.73,kind-worker,True,2,"[""x04"", ""x09""]"
8.0586,kind-worker2,False,4,"[""x02"", ""x05"", ""x07"", ""x09""]"
8.0681,kind-worker2,False,4,"[""x02"", ""x05"", ""x07"", ""x09""]"
9.0309,kind-worker4,True,1,"[""x06""]"
9.0456,kind-worker4,True,1,"[""x06""]"
9.0625,kind-worker2,False,5,"[""x02"", ""x05"", ""x07"", ""x09"", ""x10""]"
9.1142,kind-worker2,False,5,"[""x02"", ""x05"", ""x07"", ""x09"", ""x10""]"
10.0745,kind-worker3,False,1,"[""x03""]"
10.0858,kind-worker3,False,1,"[""x03""]"
11.0607,kind-worker3,False,2,"[""x03"", ""x10""]"
11.0714,kind-worker3,False,2,"[""x03"", ""x10""]"
11.8539,kind-worker2,True,5,"[""x02"", ""x05"", ""x07"", ""x09"", ""x10""]"
11.8665,kind-worker2,True,5,"[""x02"", ""x05"", ""x07"", ""x09"", ""x10""]"
12.0556,kind-worker3,False,3,"[""x03"", ""x05"", ""x10""]"
12.0662,kind-worker3,False,3,"[""x03"", ""x05"", ""x10""]"
13.0635,kind-worker3,False,4,"[""x02"", ""x03"", ""x05"", ""x10""]"
13.0733,kind-worker3,False,4,"[""x02"", ""x03"", ""x05"", ""x10""]"
14.9339,kind-worker5,True,0,[]
15.0083,kind-worker5,True,0,[]
15.0171,kind-worker5,False,0,[]
15.0297,kind-worker5,False,0,[]
15.059,kind-worker5,False,1,"[""x07""]"
15.0681,kind-worker5,False,1,"[""x07""]"
15.7334,kind-worker3,True,4,"[""x02"", ""x03"", ""x05"", ""x10""]"
15.7463,kind-worker3,True,4,"[""x02"", ""x03"", ""x05"", ""x10""]"
16.0513,kind-worker5,False,2,"[""x06"", ""x07""]"
16.0609,kind-worker5,False,2,"[""x06"", ""x07""]"
17.0525,kind-worker5,False,3,"[""x05"", ""x06"", ""x07""]"
17.062,kind-worker5,False,3,"[""x05"", ""x06"", ""x07""]"
17.8373,kind-worker,True,0,[]
17.9068,kind-worker,True,0,[]
17.9207,kind-worker,False,0,[]
17.9317,kind-worker,False,0,[]
18.0555,kind-worker,False,1,"[""x02""]"
18.0652,kind-worker,False,1,"[""x02""]"
19.0638,kind-worker,False,2,"[""x02"", ""x06""]"
19.0745,kind-worker,False,2,"[""x02"", ""x06""]"
19.306,kind-worker4,True,0,[]
19.3195,kind-worker4,False,0,[]
19.3295,kind-worker4,False,0,[]
19.3399,kind-worker4,False,0,[]
20.0589,kind-worker,False,3,"[""x02"", ""x05"", ""x06""]"
20.0678,kind-worker,False,3,"[""x02"", ""x05"", ""x06""]"
21.0669,kind-worker5,False,4,"[""x01"", ""x05"", ""x06"", ""x07""]"
21.0768,kind-worker5,False,4,"[""x01"", ""x05"", ""x06"", ""x07""]"
22.0084,kind-worker2,True,0,[]
22.0206,kind-worker2,True,0,[]
22.0309,kind-worker2,False,0,[]
22.0454,kind-worker2,False,0,[]
22.0636,kind-worker2,False,1,"[""x10""]"
22.1061,kind-worker2,False,1,"[""x10""]"
24.0846,kind-worker,False,4,"[""x02"", ""x04"", ""x05"", ""x06""]"
24.0942,kind-worker,False,4,"[""x02"", ""x04"", ""x05"", ""x06""]"
25.036,kind-worker5,True,4,"[""x01"", ""x05"", ""x06"", ""x07""]"
25.0492,kind-worker5,True,4,"[""x01"", ""x05"", ""x06"", ""x07""]"
25.0748,kind-worker2,False,2,"[""x02"", ""x10""]"
25.1188,kind-worker2,False,2,"[""x02"", ""x10""]"
26.0659,kind-worker4,False,1,"[""x04""]"
26.0754,kind-worker4,False,1,"[""x04""]"
27.9487,kind-worker,True,4,"[""x02"", ""x04"", ""x05"", ""x06""]"
27.9617,kind-worker,True,4,"[""x02"", ""x04"", ""x05"", ""x06""]"
28.0574,kind-worker2,False,3,"[""x02"", ""x09"", ""x10""]"
28.0673,kind-worker2,False,3,"[""x02"", ""x09"", ""x10""]"
29.066,kind-worker4,False,2,"[""x04"", ""x08""]"
29.0757,kind-worker4,False,2,"[""x04"", ""x08""]"
29.3396,kind-worker4,True,2,"[""x04"", ""x08""]"
29.3529,kind-worker4,True,2,"[""x04"", ""x08""]"
30.0653,kind-worker2,False,4,"[""x02"", ""x07"", ""x09"", ""x10""]"
30.0758,kind-worker2,False,4,"[""x02"", ""x07"", ""x09"", ""x10""]"
32.0604,kind-worker2,True,4,"[""x02"", ""x07"", ""x09"", ""x10""]"
