task_id,name,issuer,context,context_degree,datasets,replica,t_submit_planned,t_submit_start,t_submit_end,submit_jitter_s,admission_s,admission_status,admitted,t_tr_pending,t_tr_scheduled,t_tr_complete,t_tr_failed,job_name,t_job_seen,translation_s,pod_name,t_pod_seen,pod_creation_s,t_pod_scheduled,scheduling_s,node,latency_s,n_failed_attempts,n_attempts_wall,n_attempts_taint,n_attempts_other,nodes_wall_first,nodes_taint_first,block_cause,blocked,t_first_rejection,wait_s,first_rejection_msg,t_pod_running,t_pod_succeeded,t_pod_failed,startup_s,execution_s,completion_s,final_phase,tr_final_phase,timed_out
0,eval-sanitize-60-r1-000,issuer4,x04,3,"[""d04""]",1,0.0,0.0034,0.0484,0.0034,0.045,201,True,0.0528,0.0774,24.3623,nan,eval-sanitize-60-r1-000,0.0722,0.0238,eval-sanitize-60-r1-000-k952b,0.084,0.0117,0.0967,0.0127,kind-worker,0.0933,0,0,0,0,0,0,none,False,nan,nan,,1.1253,22.3452,nan,1.0285,21.2199,22.3418,Succeeded,Complete,False
1,eval-sanitize-60-r1-001,issuer10,x10,2,"[""d10""]",1,1.0,1.0013,1.0167,0.0013,0.0154,201,True,1.0208,1.0427,25.9078,nan,eval-sanitize-60-r1-001,1.0374,0.0206,eval-sanitize-60-r1-001-zr2rj,1.0536,0.0162,1.0647,0.0111,kind-worker5,0.0633,0,0,0,0,0,0,none,False,nan,nan,,2.599,23.8956,nan,1.5343,21.2966,22.8942,Succeeded,Complete,False
2,eval-sanitize-60-r1-002,issuer9,x09,8,"[""d09""]",1,2.0,2.0002,2.013,0.0002,0.0128,201,True,2.0784,2.1019,26.1961,nan,eval-sanitize-60-r1-002,2.0957,0.0827,eval-sanitize-60-r1-002-4bksk,2.1007,0.005,2.1173,0.0166,kind-worker2,0.1172,0,0,0,0,0,0,none,False,nan,nan,,3.7609,24.0511,nan,1.6436,20.2901,22.0509,Succeeded,Complete,False
3,eval-sanitize-60-r1-003,issuer3,x03,5,"[""d03""]",1,3.0,3.0003,3.0127,0.0003,0.0124,201,True,3.0162,3.0366,27.6836,nan,eval-sanitize-60-r1-003,3.0302,0.0175,eval-sanitize-60-r1-003-hsk8w,3.0364,0.0062,3.055,0.0186,kind-worker4,0.0547,0,0,0,0,0,0,none,False,nan,nan,,4.5774,25.8927,nan,1.5224,21.3153,22.8924,Succeeded,Complete,False
4,eval-sanitize-60-r1-004,issuer6,x06,6,"[""d06""]",1,4.0,4.0002,4.0134,0.0002,0.0132,201,True,4.0192,4.046,28.7067,nan,eval-sanitize-60-r1-004,4.0387,0.0253,eval-sanitize-60-r1-004-zgv5s,4.0459,0.0072,4.1403,0.0943,kind-worker5,0.14,0,0,0,0,0,0,none,False,nan,nan,,5.6064,26.7973,nan,1.4661,21.1909,22.797,Succeeded,Complete,False
5,eval-sanitize-60-r1-005,issuer10,x10,2,"[""d10""]",1,5.0,5.0003,5.0636,0.0003,0.0634,201,True,5.0679,5.0908,29.7137,nan,eval-sanitize-60-r1-005,5.0834,0.0198,eval-sanitize-60-r1-005-hzprm,5.0907,0.0073,5.2485,0.1578,kind-worker4,0.2483,0,0,0,0,0,0,none,False,nan,nan,,6.4806,27.7005,nan,1.232,21.22,22.7003,Succeeded,Complete,False
6,eval-sanitize-60-r1-006,issuer8,x08,5,"[""d08""]",1,6.0,6.0001,6.0782,0.0001,0.078,201,True,6.0823,6.1064,30.5936,nan,eval-sanitize-60-r1-006,6.0987,0.0205,eval-sanitize-60-r1-006-m6jsd,6.1053,0.0067,6.1309,0.0256,kind-worker3,0.1308,0,0,0,0,0,0,none,False,nan,nan,,7.5754,28.599,nan,1.4445,21.0235,22.5988,Succeeded,Complete,False
7,eval-sanitize-60-r1-007,issuer10,x10,2,"[""d10""]",1,7.0,7.0003,7.1276,0.0003,0.1273,201,True,7.1317,7.1513,31.7751,nan,eval-sanitize-60-r1-007,7.1471,0.0195,eval-sanitize-60-r1-007-rts7p,7.1553,0.0082,7.3392,0.1838,kind-worker5,0.3389,0,0,0,0,0,0,none,False,nan,nan,,8.7076,29.866,nan,1.3684,21.1585,22.8657,Succeeded,Complete,False
8,eval-sanitize-60-r1-008,issuer2,x02,3,"[""d02""]",1,8.0,8.0001,8.0126,0.0001,0.0125,201,True,8.0175,8.0398,32.3165,nan,eval-sanitize-60-r1-008,8.0323,0.0197,eval-sanitize-60-r1-008-75rmf,8.0395,0.0073,8.1263,0.0867,kind-worker,0.1262,0,0,0,0,0,0,none,False,nan,nan,,9.1723,30.2937,nan,1.046,21.1215,22.2936,Succeeded,Complete,False
9,eval-sanitize-60-r1-009,issuer10,x10,2,"[""d10""]",1,9.0,9.0002,9.0171,0.0002,0.017,201,True,9.0208,9.0456,33.3304,nan,eval-sanitize-60-r1-009,9.0379,0.0207,eval-sanitize-60-r1-009-6g79k,9.0469,0.009,9.1618,0.1149,kind-worker,0.1617,0,0,0,0,0,0,none,False,nan,nan,,10.1421,31.4345,nan,0.9802,21.2924,22.4343,Succeeded,Complete,False
