t_recv,node,sanitizing,lambda_size,lambda
0.0235,kind-control-plane,False,0,[]
0.0248,kind-worker,False,0,[]
0.0264,kind-worker2,False,0,[]
0.0277,kind-worker3,False,0,[]
0.0289,kind-worker4,False,0,[]
0.0302,kind-worker5,False,0,[]
0.1659,kind-worker2,False,1,"[""x08""]"
0.1777,kind-worker2,False,1,"[""x08""]"
1.0727,kind-worker2,False,2,"[""x04"", ""x08""]"
1.0829,kind-worker2,False,2,"[""x04"", ""x08""]"
2.2073,kind-worker3,False,1,"[""x02""]"
2.2149,kind-worker3,False,1,"[""x02""]"
3.238,kind-worker4,False,1,"[""x07""]"
3.2476,kind-worker4,False,1,"[""x07""]"
4.0815,kind-worker3,False,2,"[""x02"", ""x07""]"
4.0932,kind-worker3,False,2,"[""x02"", ""x07""]"
7.1599,kind-worker5,False,1,"[""x09""]"
7.1709,kind-worker5,False,1,"[""x09""]"
8.1412,kind-worker2,False,3,"[""x04"", ""x08"", ""x10""]"
8.1506,kind-worker2,False,3,"[""x04"", ""x08"", ""x10""]"
9.2599,kind-worker2,True,3,"[""x04"", ""x08"", ""x10""]"
9.271,kind-worker2,True,3,"[""x04"", ""x08"", ""x10""]"
10.2552,kind-worker3,True,2,"[""x02"", ""x07""]"
10.2764,kind-worker3,True,2,"[""x02"", ""x07""]"
11.0626,kind-worker4,False,2,"[""x07"", ""x10""]"
11.0736,kind-worker4,False,2,"[""x07"", ""x10""]"
12.1146,kind-worker,False,1,"[""x01""]"
12.1261,kind-worker,False,1,"[""x01""]"
13.0137,kind-worker5,True,1,"[""x09""]"
13.0276,kind-worker5,True,1,"[""x09""]"
13.067,kind-worker,False,2,"[""x01"", ""x09""]"
13.1954,kind-worker,False,2,"[""x01"", ""x09""]"
14.0987,kind-worker4,True,2,"[""x07"", ""x10""]"
14.1131,kind-worker4,True,2,"[""x07"", ""x10""]"
14.1249,kind-worker,False,3,"[""x01"", ""x08"", ""x09""]"
14.338,kind-worker,False,3,"[""x01"", ""x08"", ""x09""]"
20.1778,kind-worker,True,3,"[""x01"", ""x08"", ""x09""]"
20.1937,kind-worker,True,3,"[""x01"", ""x08"", ""x09""]"
33.2147,kind-worker5,True,0,[]
33.3145,kind-worker5,True,0,[]
33.3243,kind-worker5,False,0,[]
33.3381,kind-worker5,False,0,[]
33.3702,kind-worker5,False,1,"[""x05""]"
33.3842,kind-worker5,False,1,"[""x05""]"
33.3982,kind-worker5,False,2,"[""x05"", ""x09""]"
33.4082,kind-worker5,False,2,"[""x05"", ""x09""]"
33.5474,kind-worker5,False,3,"[""x05"", ""x09"", ""x10""]"
33.5551,kind-worker5,False,4,"[""x05"", ""x08"", ""x09"", ""x10""]"
33.5633,kind-worker5,False,4,"[""x05"", ""x08"", ""x09"", ""x10""]"
33.5748,kind-worker5,False,4,"[""x05"", ""x08"", ""x09"", ""x10""]"
33.5902,kind-worker5,False,5,"[""x02"", ""x05"", ""x08"", ""x09"", ""x10""]"
33.6019,kind-worker5,False,5,"[""x02"", ""x05"", ""x08"", ""x09"", ""x10""]"
34.3804,kind-worker4,True,0,[]
34.396,kind-worker4,False,0,[]
34.4061,kind-worker4,False,0,[]
34.4162,kind-worker4,False,0,[]
34.4398,kind-worker4,False,1,"[""x01""]"
34.45,kind-worker4,False,1,"[""x01""]"
34.5016,kind-worker4,False,2,"[""x01"", ""x03""]"
34.5111,kind-worker4,False,2,"[""x01"", ""x03""]"
34.6236,kind-worker4,False,3,"[""x01"", ""x03"", ""x06""]"
34.6326,kind-worker4,False,3,"[""x01"", ""x03"", ""x06""]"
40.4945,kind-worker,True,0,[]
40.5099,kind-worker,True,0,[]
40.5204,kind-worker,False,0,[]
40.534,kind-worker,False,0,[]
40.7885,kind-worker,False,1,"[""x04""]"
40.7994,kind-worker,False,1,"[""x04""]"
41.1872,kind-worker,False,2,"[""x02"", ""x04""]"
41.1976,kind-worker,False,2,"[""x02"", ""x04""]"
42.1379,kind-worker,False,3,"[""x02"", ""x04"", ""x10""]"
42.1491,kind-worker,False,3,"[""x02"", ""x04"", ""x10""]"
43.1189,kind-worker,False,4,"[""x02"", ""x03"", ""x04"", ""x10""]"
43.1282,kind-worker,False,4,"[""x02"", ""x03"", ""x04"", ""x10""]"
49.4104,kind-worker2,True,0,[]
49.492,kind-worker2,True,0,[]
49.5018,kind-worker2,False,0,[]
49.5181,kind-worker2,False,0,[]
49.588,kind-worker2,False,1,"[""x07""]"
49.5981,kind-worker2,False,1,"[""x07""]"
50.0773,kind-worker2,False,2,"[""x07"", ""x08""]"
50.0913,kind-worker2,False,2,"[""x07"", ""x08""]"
50.5091,kind-worker3,True,0,[]
50.5233,kind-worker3,True,0,[]
50.5407,kind-worker3,False,0,[]
50.5534,kind-worker3,False,0,[]
51.1209,kind-worker3,False,1,"[""x04""]"
51.1317,kind-worker3,False,1,"[""x04""]"
53.3487,kind-worker5,True,5,"[""x02"", ""x05"", ""x08"", ""x09"", ""x10""]"
53.3614,kind-worker5,True,5,"[""x02"", ""x05"", ""x08"", ""x09"", ""x10""]"
54.4271,kind-worker4,True,3,"[""x01"", ""x03"", ""x06""]"
54.4406,kind-worker4,True,3,"[""x01"", ""x03"", ""x06""]"
59.4716,kind-worker3,False,2,"[""x03"", ""x04""]"
59.4828,kind-worker3,False,2,"[""x03"", ""x04""]"
59.6825,kind-control-plane,False,0,[]
60.024,kind-control-plane,False,0,[]
60.032,kind-worker,False,4,"[""x02"", ""x03"", ""x04"", ""x10""]"
60.0359,kind-worker2,False,2,"[""x07"", ""x08""]"
60.0393,kind-worker3,False,2,"[""x03"", ""x04""]"
60.0479,kind-worker4,True,3,"[""x01"", ""x03"", ""x06""]"
60.0529,kind-worker5,True,5,"[""x02"", ""x05"", ""x08"", ""x09"", ""x10""]"
60.5227,kind-worker2,False,3,"[""x07"", ""x08"", ""x10""]"
60.5315,kind-worker2,False,3,"[""x07"", ""x08"", ""x10""]"
60.5425,kind-worker,True,4,"[""x02"", ""x03"", ""x04"", ""x10""]"
60.557,kind-worker,True,4,"[""x02"", ""x03"", ""x04"", ""x10""]"
61.4184,kind-worker2,False,4,"[""x02"", ""x07"", ""x08"", ""x10""]"
61.4279,kind-worker2,False,4,"[""x02"", ""x07"", ""x08"", ""x10""]"
67.1108,kind-worker2,False,5,"[""x02"", ""x05"", ""x07"", ""x08"", ""x10""]"
67.1224,kind-worker2,False,5,"[""x02"", ""x05"", ""x07"", ""x08"", ""x10""]"
68.0835,kind-worker3,False,3,"[""x02"", ""x03"", ""x04""]"
68.094,kind-worker3,False,3,"[""x02"", ""x03"", ""x04""]"
69.2063,kind-worker4,True,3,"[""x01"", ""x03"", ""x06""]"
69.5245,kind-worker2,True,5,"[""x02"", ""x05"", ""x07"", ""x08"", ""x10""]"
69.5362,kind-worker2,True,5,"[""x02"", ""x05"", ""x07"", ""x08"", ""x10""]"
70.5623,kind-worker3,True,3,"[""x02"", ""x03"", ""x04""]"
70.5762,kind-worker3,True,3,"[""x02"", ""x03"", ""x04""]"
73.6796,kind-worker5,True,0,[]
73.7518,kind-worker5,True,0,[]
73.7605,kind-worker5,False,0,[]
73.7766,kind-worker5,False,0,[]
73.7938,kind-worker5,False,1,"[""x09""]"
73.8047,kind-worker5,False,1,"[""x09""]"
73.8909,kind-worker5,False,2,"[""x09"", ""x10""]"
73.9,kind-worker5,False,2,"[""x09"", ""x10""]"
73.9602,kind-worker5,False,3,"[""x06"", ""x09"", ""x10""]"
73.9727,kind-worker5,False,3,"[""x06"", ""x09"", ""x10""]"
74.0551,kind-worker5,False,4,"[""x02"", ""x06"", ""x09"", ""x10""]"
74.0661,kind-worker5,False,4,"[""x02"", ""x06"", ""x09"", ""x10""]"
78.1009,kind-worker2,True,5,"[""x02"", ""x05"", ""x07"", ""x08"", ""x10""]"
81.0194,kind-worker,True,0,[]
81.0349,kind-worker,False,0,[]
81.0458,kind-worker,False,0,[]
81.0595,kind-worker,False,0,[]
81.0745,kind-worker,False,1,"[""x01""]"
81.0854,kind-worker,False,1,"[""x01""]"
83.3636,kind-worker5,False,4,"[""x02"", ""x06"", ""x09"", ""x10""]"
85.0715,kind-worker,False,2,"[""x01"", ""x06""]"
85.0819,kind-worker,False,2,"[""x01"", ""x06""]"
88.1078,kind-worker,False,3,"[""x01"", ""x06"", ""x09""]"
88.1186,kind-worker,False,3,"[""x01"", ""x06"", ""x09""]"
93.8436,kind-worker5,True,4,"[""x02"", ""x06"", ""x09"", ""x10""]"
93.8574,kind-worker5,True,4,"[""x02"", ""x06"", ""x09"", ""x10""]"
94.7378,kind-worker4,True,0,[]
94.8434,kind-worker4,True,0,[]
94.8515,kind-worker4,False,0,[]
94.8671,kind-worker4,False,0,[]
94.8815,kind-worker4,False,1,"[""x05""]"
94.8933,kind-worker4,False,1,"[""x05""]"
95.0556,kind-worker4,False,2,"[""x05"", ""x07""]"
95.0681,kind-worker4,False,2,"[""x05"", ""x07""]"
97.1661,kind-worker4,False,3,"[""x02"", ""x05"", ""x07""]"
97.1734,kind-worker4,False,3,"[""x02"", ""x05"", ""x07""]"
101.0562,kind-worker,True,3,"[""x01"", ""x06"", ""x09""]"
101.0706,kind-worker,True,3,"[""x01"", ""x06"", ""x09""]"
104.1284,kind-worker4,False,4,"[""x02"", ""x05"", ""x07"", ""x10""]"
