t_recv,kind,type,name,detail
0.0227,Node,ADDED,kind-control-plane,taints=1
0.0247,Node,ADDED,kind-worker,taints=0
0.0274,Node,ADDED,kind-worker2,taints=0
0.0286,Node,ADDED,kind-worker3,taints=0
0.0298,Node,ADDED,kind-worker4,taints=0
0.031,Node,ADDED,kind-worker5,taints=0
0.0412,TaskRequest,ADDED,eval-conflicts-rho020-r4-000,phase=None job=None
0.0452,TaskRequest,MODIFIED,eval-conflicts-rho020-r4-000,phase=Pending job=None
0.0596,Event,ADDED,eval-conflicts-rho010-r0-000-t4vml.18d541dce49d5392,reason=Scheduled count=None msg=Successfully assigned compute/eval-conflicts-rho010-r0-000-t4vml to kind-worker2
0.0602,Event,ADDED,eval-conflicts-rho010-r0-000-t4vml.18d541dcfe7c008e,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.0604,Event,ADDED,eval-conflicts-rho010-r0-000-t4vml.18d541dcffb3be71,reason=Created count=1 msg=Created container: task
0.0606,Event,ADDED,eval-conflicts-rho010-r0-000-t4vml.18d541dd04adad3f,reason=Started count=1 msg=Started container task
0.0607,Event,ADDED,eval-conflicts-rho010-r0-000.18d541dcdbf7687e,reason=SuccessfulCreate count=1 msg=Created pod: eval-conflicts-rho010-r0-000-t4vml
0.061,Event,ADDED,eval-conflicts-rho010-r0-000.18d541e2809bc202,reason=Completed count=1 msg=Job completed
0.0612,Event,ADDED,eval-conflicts-rho010-r0-001-m69lz.18d541dd166b9f96,reason=Scheduled count=None msg=Successfully assigned compute/eval-conflicts-rho010-r0-001-m69lz to kind-worker3
0.0614,Event,ADDED,eval-conflicts-rho010-r0-001-m69lz.18d541dd2fb15642,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.0617,Event,ADDED,eval-conflicts-rho010-r0-001-m69lz.18d541dd30cb80a4,reason=Created count=1 msg=Created container: task
0.0619,Event,ADDED,eval-conflicts-rho010-r0-001-m69lz.18d541dd36fc1952,reason=Started count=1 msg=Started container task
0.062,Event,ADDED,eval-conflicts-rho010-r0-001.18d541dd1568f1d1,reason=SuccessfulCreate count=1 msg=Created pod: eval-conflicts-rho010-r0-001-m69lz
0.0622,Event,ADDED,eval-conflicts-rho010-r0-001.18d541e2bdcb1cfe,reason=Completed count=1 msg=Job completed
0.0627,Event,ADDED,eval-conflicts-rho010-r0-002-j4hdx.18d541dd50ea4b87,reason=Scheduled count=None msg=Successfully assigned compute/eval-conflicts-rho010-r0-002-j4hdx to kind-worker2
0.0629,Event,ADDED,eval-conflicts-rho010-r0-002-j4hdx.18d541dd6d5e22df,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.0631,Event,ADDED,eval-conflicts-rho010-r0-002-j4hdx.18d541dd6e81826b,reason=Created count=1 msg=Created container: task
0.0634,Event,ADDED,eval-conflicts-rho010-r0-002-j4hdx.18d541dd72461727,reason=Started count=1 msg=Started container task
0.0642,Job,ADDED,eval-conflicts-rho020-r4-000,
0.0645,Event,ADDED,eval-conflicts-rho010-r0-002.18d541dd4fe4724c,reason=SuccessfulCreate count=1 msg=Created pod: eval-conflicts-rho010-r0-002-j4hdx
0.0647,Event,ADDED,eval-conflicts-rho010-r0-002.18d541e2f9cb5651,reason=Completed count=1 msg=Job completed
0.0648,Event,ADDED,eval-conflicts-rho010-r0-003-4bv7d.18d541dd8cc01022,reason=Scheduled count=None msg=Successfully assigned compute/eval-conflicts-rho010-r0-003-4bv7d to kind-worker2
0.0652,Event,ADDED,eval-conflicts-rho010-r0-003-4bv7d.18d541dda69243cb,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.0654,Event,ADDED,eval-conflicts-rho010-r0-003-4bv7d.18d541dda7c99976,reason=Created count=1 msg=Created container: task
0.0656,Event,ADDED,eval-conflicts-rho010-r0-003-4bv7d.18d541ddac536c31,reason=Started count=1 msg=Started container task
0.0658,Event,ADDED,eval-conflicts-rho010-r0-003.18d541dd8baf238d,reason=SuccessfulCreate count=1 msg=Created pod: eval-conflicts-rho010-r0-003-4bv7d
0.0661,Event,ADDED,eval-conflicts-rho010-r0-003.18d541e337e9e30d,reason=Completed count=1 msg=Job completed
0.0663,Event,ADDED,eval-conflicts-rho010-r0-004-jkxkv.18d541ddc719faa5,reason=Scheduled count=None msg=Successfully assigned compute/eval-conflicts-rho010-r0-004-jkxkv to kind-worker4
0.0665,Event,ADDED,eval-conflicts-rho010-r0-004-jkxkv.18d541ddf417efb3,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.0669,Event,ADDED,eval-conflicts-rho010-r0-004-jkxkv.18d541ddf54f318e,reason=Created count=1 msg=Created container: task
0.0672,Event,ADDED,eval-conflicts-rho010-r0-004-jkxkv.18d541ddfbd0154d,reason=Started count=1 msg=Started container task
0.0674,Event,ADDED,eval-conflicts-rho010-r0-004.18d541ddc62ff96c,reason=SuccessfulCreate count=1 msg=Created pod: eval-conflicts-rho010-r0-004-jkxkv
