task_id,name,issuer,context,context_degree,datasets,replica,t_submit_planned,t_submit_start,t_submit_end,submit_jitter_s,admission_s,admission_status,admitted,t_tr_pending,t_tr_scheduled,t_tr_complete,t_tr_failed,job_name,t_job_seen,translation_s,pod_name,t_pod_seen,pod_creation_s,t_pod_scheduled,scheduling_s,node,latency_s,n_failed_attempts,n_attempts_wall,n_attempts_taint,n_attempts_other,nodes_wall_first,nodes_taint_first,block_cause,blocked,t_first_rejection,wait_s,first_rejection_msg,t_pod_running,t_pod_succeeded,t_pod_failed,startup_s,execution_s,completion_s,final_phase,tr_final_phase,timed_out
0,eval-conflicts-rho070-r3-000,issuer3,x03,7,"[""d03""]",3,0.0,0.003,0.0418,0.003,0.0388,201,True,0.0461,0.0729,24.5956,nan,eval-conflicts-rho070-r3-000,0.0682,0.0263,eval-conflicts-rho070-r3-000-7cffz,0.0794,0.0113,0.0918,0.0124,kind-worker2,0.0889,0,0,0,0,0,0,none,False,nan,nan,,1.5042,22.6786,nan,1.4124,21.1744,22.6757,Succeeded,Complete,False
1,eval-conflicts-rho070-r3-001,issuer7,x07,7,"[""d07""]",3,1.0,1.0389,1.1156,0.0389,0.0767,201,True,1.1203,1.1418,25.8094,nan,eval-conflicts-rho070-r3-001,1.1369,0.0213,eval-conflicts-rho070-r3-001-fdjnq,1.1451,0.0082,1.1656,0.0205,kind-worker3,0.1267,0,0,0,0,0,0,none,False,nan,nan,,2.6921,23.818,nan,1.5266,21.1259,22.7791,Succeeded,Complete,False
2,eval-conflicts-rho070-r3-002,issuer5,x05,7,"[""d05""]",3,2.0,2.0001,2.0173,0.0001,0.0172,201,True,2.0222,2.0431,25.907,nan,eval-conflicts-rho070-r3-002,2.0383,0.0209,eval-conflicts-rho070-r3-002-2gpgk,2.0487,0.0104,2.0646,0.016,kind-worker4,0.0645,0,0,0,0,0,0,none,False,nan,nan,,2.9653,23.9881,nan,0.9007,21.0228,21.988,Succeeded,Complete,False
3,eval-conflicts-rho070-r3-003,issuer4,x04,7,"[""d04""]",3,3.0,3.0009,3.0686,0.0009,0.0677,201,True,3.0727,3.0954,27.4359,nan,eval-conflicts-rho070-r3-003,3.0883,0.0197,eval-conflicts-rho070-r3-003-98dt5,3.0973,0.009,3.1166,0.0193,kind-worker5,0.1157,0,0,0,0,0,0,none,False,nan,nan,,4.4445,25.4727,nan,1.3279,21.0282,22.4718,Succeeded,Complete,False
4,eval-conflicts-rho070-r3-004,issuer4,x04,7,"[""d04""]",3,4.0,4.0005,4.0267,0.0005,0.0262,201,True,4.03,4.0529,28.4136,nan,eval-conflicts-rho070-r3-004,4.0461,0.0195,eval-conflicts-rho070-r3-004-f77wr,4.0527,0.0066,4.0739,0.0212,kind-worker5,0.0735,0,0,0,0,0,0,none,False,nan,nan,,5.3261,26.4551,nan,1.2522,21.129,22.4546,Succeeded,Complete,False
5,eval-conflicts-rho070-r3-005,issuer6,x06,8,"[""d06""]",3,5.0,5.0003,5.0194,0.0003,0.0192,201,True,5.0229,5.0475,28.834,nan,eval-conflicts-rho070-r3-005,5.0406,0.0212,eval-conflicts-rho070-r3-005-dgwjd,5.0474,0.0067,5.0681,0.0207,kind-worker,0.0678,0,0,0,0,0,0,none,False,nan,nan,,5.6384,26.8884,nan,0.5703,21.25,21.8881,Succeeded,Complete,False
6,eval-conflicts-rho070-r3-006,issuer9,x09,3,"[""d09""]",3,6.0,6.0001,6.0289,0.0001,0.0289,201,True,6.0328,6.0535,30.6909,nan,eval-conflicts-rho070-r3-006,6.0501,0.0212,eval-conflicts-rho070-r3-006-gn4k8,6.0582,0.008,6.0831,0.0249,kind-worker2,0.083,0,0,0,0,0,0,none,False,nan,nan,,7.5065,28.818,nan,1.4234,21.3115,22.8179,Succeeded,Complete,False
7,eval-conflicts-rho070-r3-007,issuer10,x10,7,"[""d10""]",3,7.0,7.0003,7.0137,0.0003,0.0134,201,True,7.0782,7.2162,31.7454,nan,eval-conflicts-rho070-r3-007,7.2081,0.1944,eval-conflicts-rho070-r3-007-x48ls,7.2144,0.0063,7.2377,0.0233,kind-worker3,0.2374,0,0,0,0,0,0,none,False,nan,nan,,8.6246,29.832,nan,1.3868,21.2075,22.8317,Succeeded,Complete,False
8,eval-conflicts-rho070-r3-008,issuer6,x06,8,"[""d06""]",3,8.0,8.0005,8.0165,0.0005,0.016,201,True,8.0205,8.0405,31.7416,nan,eval-conflicts-rho070-r3-008,8.0359,0.0194,eval-conflicts-rho070-r3-008-hmkrv,8.0437,0.0078,8.0634,0.0197,kind-worker,0.0629,0,0,0,0,0,0,none,False,nan,nan,,8.6455,29.9738,nan,0.5821,21.3284,21.9733,Succeeded,Complete,False
9,eval-conflicts-rho070-r3-009,issuer7,x07,7,"[""d07""]",3,9.0,9.0001,9.0164,0.0001,0.0163,201,True,9.0226,9.0462,33.7558,nan,eval-conflicts-rho070-r3-009,9.0373,0.0209,eval-conflicts-rho070-r3-009-28q8b,9.0443,0.0071,9.0784,0.0341,kind-worker3,0.0784,0,0,0,0,0,0,none,False,nan,nan,,9.6259,31.9252,nan,0.5475,22.2993,22.9252,Succeeded,Complete,False
10,eval-conflicts-rho070-r3-010,issuer7,x07,7,"[""d07""]",3,10.0,10.0004,10.0088,0.0004,0.0084,201,True,10.014,10.0373,34.7616,nan,eval-conflicts-rho070-r3-010,10.0301,0.0213,eval-conflicts-rho070-r3-010-x6bcr,10.0371,0.0071,10.0605,0.0234,kind-worker3,0.0601,0,0,0,0,0,0,none,False,nan,nan,,10.6298,32.7587,nan,0.5693,22.1289,22.7583,Succeeded,Complete,False
11,eval-conflicts-rho070-r3-011,issuer3,x03,7,"[""d03""]",3,11.0,11.0002,11.0086,0.0002,0.0084,201,True,11.0124,11.037,35.6071,nan,eval-conflicts-rho070-r3-011,11.0291,0.0205,eval-conflicts-rho070-r3-011-v6tpk,11.0369,0.0078,11.0577,0.0208,kind-worker2,0.0575,0,0,0,0,0,0,none,False,nan,nan,,12.5184,33.6421,nan,1.4607,21.1237,22.6419,Succeeded,Complete,False
12,eval-conflicts-rho070-r3-012,issuer9,x09,3,"[""d09""]",3,12.0,12.0001,12.017,0.0001,0.0169,201,True,12.0207,12.0453,35.9034,nan,eval-conflicts-rho070-r3-012,12.0376,0.0205,eval-conflicts-rho070-r3-012-7vv6l,12.0452,0.0076,12.0685,0.0232,kind-worker4,0.0683,0,0,0,0,0,0,none,False,nan,nan,,12.8127,33.953,nan,0.7443,21.1402,21.9528,Succeeded,Complete,False
13,eval-conflicts-rho070-r3-013,issuer3,x03,7,"[""d03""]",3,13.0,13.0001,13.0147,0.0001,0.0146,201,True,13.0186,13.0423,37.6216,nan,eval-conflicts-rho070-r3-013,13.0353,0.0206,eval-conflicts-rho070-r3-013-828vk,13.0422,0.0069,13.0606,0.0183,kind-worker2,0.0604,0,0,0,0,0,0,none,False,nan,nan,,14.5232,35.7298,nan,1.4627,21.2066,22.7297,Succeeded,Complete,False
14,eval-conflicts-rho070-r3-014,issuer9,x09,3,"[""d09""]",3,14.0,14.0002,14.008,0.0002,0.0078,201,True,14.012,14.0694,37.9016,nan,eval-conflicts-rho070-r3-014,14.0615,0.0536,eval-conflicts-rho070-r3-014-87rjn,14.0676,0.0061,14.0833,0.0157,kind-worker4,0.0832,0,0,0,0,0,0,none,False,nan,nan,,14.8153,35.9855,nan,0.732,21.1702,21.9853,Succeeded,Complete,False
15,eval-conflicts-rho070-r3-015,issuer9,x09,3,"[""d09""]",3,15.0,15.0002,15.0218,0.0002,0.0216,201,True,15.0268,15.0477,38.9169,nan,eval-conflicts-rho070-r3-015,15.0409,0.0192,eval-conflicts-rho070-r3-015-cvg2p,15.0475,0.0066,15.0616,0.0141,kind-worker4,0.0614,0,0,0,0,0,0,none,False,nan,nan,,15.8227,37.0179,nan,0.7611,21.1952,22.0176,Succeeded,Complete,False
16,eval-conflicts-rho070-r3-016,issuer6,x06,8,"[""d06""]",3,16.0,16.0001,16.0377,0.0001,0.0375,201,True,16.0471,16.0682,39.7569,nan,eval-conflicts-rho070-r3-016,16.0628,0.0252,eval-conflicts-rho070-r3-016-8gtbp,16.0692,0.0063,16.081,0.0118,kind-worker,0.0808,0,0,0,0,0,0,none,False,nan,nan,,16.66,37.8511,nan,0.579,21.1911,21.851,Succeeded,Complete,False
17,eval-conflicts-rho070-r3-017,issuer5,x05,7,"[""d05""]",3,17.0,17.0005,17.0151,0.0005,0.0146,201,True,17.0189,17.0626,40.9213,nan,eval-conflicts-rho070-r3-017,17.059,0.0439,eval-conflicts-rho070-r3-017-xv5pk,17.0661,0.007,17.0774,0.0114,kind-worker4,0.077,0,0,0,0,0,0,none,False,nan,nan,,17.8239,39.0061,nan,0.7465,21.1822,22.0057,Succeeded,Complete,False
18,eval-conflicts-rho070-r3-018,issuer5,x05,7,"[""d05""]",3,18.0,18.0001,18.0069,0.0001,0.0067,201,True,18.0119,18.0348,41.9212,nan,eval-conflicts-rho070-r3-018,18.0265,0.0197,eval-conflicts-rho070-r3-018-4bnnx,18.0341,0.0076,18.0457,0.0116,kind-worker4,0.0456,0,0,0,0,0,0,none,False,nan,nan,,18.8266,40.0477,nan,0.7809,21.2211,22.0475,Succeeded,Complete,False
19,eval-conflicts-rho070-r3-019,issuer6,x06,8,"[""d06""]",3,19.0,19.0005,19.0088,0.0005,0.0083,201,True,19.0132,19.0407,42.7714,nan,eval-conflicts-rho070-r3-019,19.031,0.0222,eval-conflicts-rho070-r3-019-b2wl2,19.0377,0.0067,19.0495,0.0118,kind-worker,0.049,0,0,0,0,0,0,none,False,nan,nan,,19.6702,40.8124,nan,0.6207,21.1422,21.8119,Succeeded,Complete,False
20,eval-conflicts-rho070-r3-020,issuer3,x03,7,"[""d03""]",3,20.0,20.0004,20.0073,0.0004,0.007,201,True,20.0118,20.038,69.1429,nan,eval-conflicts-rho070-r3-020,20.0298,0.0224,eval-conflicts-rho070-r3-020-556zf,20.0369,0.0072,44.8002,24.7633,kind-worker,24.7999,8,8,8,0,2,4,mixed,True,20.0498,24.7504,"0/6 nodes are available: 2 c_wall violated: 1 conflicting context pair(s) with node memory, 4 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/6 nodes are available: 2 No preemption victims found for incoming pod, 4 Preemption is not helpful for scheduling.",45.7611,67.2296,nan,0.9609,21.4685,47.2293,Succeeded,Complete,False
21,eval-conflicts-rho070-r3-021,issuer8,x08,8,"[""d08""]",3,21.0,21.0002,21.0228,0.0002,0.0226,201,True,21.0268,21.0505,65.9964,nan,eval-conflicts-rho070-r3-021,21.0437,0.0209,eval-conflicts-rho070-r3-021-gd8pm,21.0504,0.0068,41.8146,20.7641,kind-worker4,20.8144,5,5,5,0,2,4,mixed,True,21.0635,20.7511,"0/6 nodes are available: 1 c_wall violated: 1 conflicting context pair(s) with node memory, 1 c_wall violated: 2 conflicting context pair(s) with node memory, 4 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/6 nodes are available: 2 No preemption victims found for incom",42.9123,64.1928,nan,1.0977,21.2806,43.1927,Succeeded,Complete,False
22,eval-conflicts-rho070-r3-022,issuer8,x08,8,"[""d08""]",3,22.0,22.0005,22.0107,0.0005,0.0103,201,True,22.0141,22.0366,66.1455,nan,eval-conflicts-rho070-r3-022,22.0301,0.0193,eval-conflicts-rho070-r3-022-wh2kp,22.0354,0.0053,41.7961,19.7607,kind-worker4,19.7956,3,3,3,0,1,5,mixed,True,22.0445,19.7516,"0/6 nodes are available: 1 c_wall violated: 1 conflicting context pair(s) with node memory, 5 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/6 nodes are available: 1 No preemption victims found for incoming pod, 5 Preemption is not helpful for scheduling.",42.8988,64.1998,nan,1.1027,21.301,42.1993,Succeeded,Complete,False
23,eval-conflicts-rho070-r3-023,issuer7,x07,7,"[""d07""]",3,23.0,23.0003,23.0133,0.0003,0.013,201,True,23.0171,23.0513,119.9664,nan,eval-conflicts-rho070-r3-023,23.0358,0.0225,eval-conflicts-rho070-r3-023-hnwzj,23.0535,0.0177,95.7663,72.7128,kind-worker2,72.766,30,30,30,0,1,5,mixed,True,23.0627,72.7036,"0/6 nodes are available: 1 c_wall violated: 1 conflicting context pair(s) with node memory, 5 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/6 nodes are available: 1 No preemption victims found for incoming pod, 5 Preemption is not helpful for scheduling.",96.7688,118.0143,nan,1.0025,21.2455,95.014,Succeeded,Complete,False
24,eval-conflicts-rho070-r3-024,issuer3,x03,7,"[""d03""]",3,24.0,24.0001,24.0511,0.0001,0.0511,201,True,24.0549,24.0753,68.1404,nan,eval-conflicts-rho070-r3-024,24.0719,0.0208,eval-conflicts-rho070-r3-024-6lxnp,24.0787,0.0068,44.9033,20.8246,kind-worker,20.9032,6,6,6,0,1,5,mixed,True,24.0898,20.8134,"0/6 nodes are available: 1 c_wall violated: 1 conflicting context pair(s) with node memory, 5 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/6 nodes are available: 1 No preemption victims found for incoming pod, 5 Preemption is not helpful for scheduling.",45.7509,67.2071,nan,0.8477,21.4562,43.2071,Succeeded,Complete,False
25,eval-conflicts-rho070-r3-025,issuer10,x10,7,"[""d10""]",3,25.0,25.0002,25.0125,0.0002,0.0122,201,True,25.018,25.0398,72.0754,nan,eval-conflicts-rho070-r3-025,25.0343,0.0218,eval-conflicts-rho070-r3-025-x4grd,25.0443,0.01,45.7836,20.7393,kind-worker5,20.7834,5,4,5,0,0,6,mixed,True,25.0524,20.7313,"0/6 nodes are available: 6 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/6 nodes are available: 6 Preemption is not helpful for scheduling.",46.4242,67.6158,nan,0.6406,21.1916,42.6156,Succeeded,Complete,False
