task_id,name,issuer,context,context_degree,datasets,replica,t_submit_planned,t_submit_start,t_submit_end,submit_jitter_s,admission_s,admission_status,admitted,t_tr_pending,t_tr_scheduled,t_tr_complete,t_tr_failed,job_name,t_job_seen,translation_s,pod_name,t_pod_seen,pod_creation_s,t_pod_scheduled,scheduling_s,node,latency_s,n_failed_attempts,n_attempts_wall,n_attempts_taint,n_attempts_other,nodes_wall_first,nodes_taint_first,block_cause,blocked,t_first_rejection,wait_s,first_rejection_msg,t_pod_running,t_pod_succeeded,t_pod_failed,startup_s,execution_s,completion_s,final_phase,tr_final_phase,timed_out
0,eval-conflicts-rho030-r1-000,issuer6,x06,3,"[""d06""]",1,0.0,0.0029,0.0435,0.0029,0.0407,201,True,0.0473,0.0705,24.6819,nan,eval-conflicts-rho030-r1-000,0.066,0.0225,eval-conflicts-rho030-r1-000-ldng9,0.0766,0.0106,0.089,0.0124,kind-worker2,0.0861,0,0,0,0,0,0,none,False,nan,nan,,1.5252,22.9053,nan,1.4363,21.38,22.9024,Succeeded,Complete,False
1,eval-conflicts-rho030-r1-001,issuer10,x10,1,"[""d10""]",1,1.0,1.001,1.0166,0.001,0.0157,201,True,1.0208,1.0441,25.8081,nan,eval-conflicts-rho030-r1-001,1.037,0.0204,eval-conflicts-rho030-r1-001-jztx4,1.0462,0.0092,1.0633,0.0171,kind-worker2,0.0623,0,0,0,0,0,0,none,False,nan,nan,,2.5292,23.7627,nan,1.4659,21.2335,22.7617,Succeeded,Complete,False
2,eval-conflicts-rho030-r1-002,issuer8,x08,2,"[""d08""]",1,2.0,2.0012,2.0183,0.0012,0.0171,201,True,2.0217,2.0455,25.8469,nan,eval-conflicts-rho030-r1-002,2.0379,0.0197,eval-conflicts-rho030-r1-002-zsj5s,2.0444,0.0065,2.0576,0.0132,kind-worker3,0.0564,0,0,0,0,0,0,none,False,nan,nan,,2.6605,23.9023,nan,0.6029,21.2417,21.9011,Succeeded,Complete,False
3,eval-conflicts-rho030-r1-003,issuer4,x04,4,"[""d04""]",1,3.0,3.0008,3.0156,0.0008,0.0148,201,True,3.019,3.0394,27.1282,nan,eval-conflicts-rho030-r1-003,3.0352,0.0196,eval-conflicts-rho030-r1-003-gtjsd,3.0426,0.0075,3.0606,0.0179,kind-worker4,0.0598,0,0,0,0,0,0,none,False,nan,nan,,3.8619,25.067,nan,0.8013,21.2051,22.0663,Succeeded,Complete,False
4,eval-conflicts-rho030-r1-004,issuer7,x07,3,"[""d07""]",1,4.0,4.0002,4.0129,0.0002,0.0127,201,True,4.0187,4.0406,28.824,nan,eval-conflicts-rho030-r1-004,4.0339,0.0209,eval-conflicts-rho030-r1-004-v89gg,4.0392,0.0053,4.0595,0.0203,kind-worker2,0.0593,0,0,0,0,0,0,none,False,nan,nan,,5.5343,26.8449,nan,1.4748,21.3106,22.8446,Succeeded,Complete,False
5,eval-conflicts-rho030-r1-005,issuer7,x07,3,"[""d07""]",1,5.0,5.0005,5.009,0.0005,0.0085,201,True,5.0132,5.0353,28.8355,nan,eval-conflicts-rho030-r1-005,5.0308,0.0218,eval-conflicts-rho030-r1-005-p8pbv,5.0382,0.0074,5.0595,0.0213,kind-worker3,0.059,0,0,0,0,0,0,none,False,nan,nan,,5.6684,26.9632,nan,0.6089,21.2948,21.9627,Succeeded,Complete,False
6,eval-conflicts-rho030-r1-006,issuer8,x08,2,"[""d08""]",1,6.0,6.0004,6.0087,0.0004,0.0084,201,True,6.0144,6.0392,30.1336,nan,eval-conflicts-rho030-r1-006,6.0307,0.022,eval-conflicts-rho030-r1-006-rk84x,6.0375,0.0068,6.0592,0.0218,kind-worker4,0.0589,0,0,0,0,0,0,none,False,nan,nan,,6.8442,28.1818,nan,0.785,21.3376,22.1815,Succeeded,Complete,False
7,eval-conflicts-rho030-r1-007,issuer1,x01,5,"[""d01""]",1,7.0,7.0004,7.0136,0.0004,0.0132,201,True,7.0176,7.0406,30.951,nan,eval-conflicts-rho030-r1-007,7.0351,0.0215,eval-conflicts-rho030-r1-007-5ptxn,7.0435,0.0084,7.0636,0.0201,kind-worker5,0.0632,0,0,0,0,0,0,none,False,nan,nan,,7.7247,29.0607,nan,0.6611,21.336,22.0603,Succeeded,Complete,False
8,eval-conflicts-rho030-r1-008,issuer10,x10,1,"[""d10""]",1,8.0,8.0002,8.0089,0.0002,0.0087,201,True,8.013,8.0402,33.2545,nan,eval-conflicts-rho030-r1-008,8.0308,0.0219,eval-conflicts-rho030-r1-008-sjpf7,8.0399,0.0091,8.1374,0.0974,kind-worker3,0.1371,0,0,0,0,0,0,none,False,nan,nan,,8.6862,31.1074,nan,0.5488,22.4212,23.1072,Succeeded,Complete,False
9,eval-conflicts-rho030-r1-009,issuer3,x03,3,"[""d03""]",1,9.0,9.0003,9.0151,0.0003,0.0149,201,True,9.0201,9.0481,33.7849,nan,eval-conflicts-rho030-r1-009,9.0391,0.024,eval-conflicts-rho030-r1-009-jrll4,9.0468,0.0077,9.0707,0.0239,kind-worker,0.0704,0,0,0,0,0,0,none,False,nan,nan,,10.4717,31.7001,nan,1.401,21.2285,22.6999,Succeeded,Complete,False
10,eval-conflicts-rho030-r1-010,issuer10,x10,1,"[""d10""]",1,10.0,10.0004,10.022,0.0004,0.0215,201,True,10.0257,10.0478,34.9949,nan,eval-conflicts-rho030-r1-010,10.0414,0.0194,eval-conflicts-rho030-r1-010-dnvfn,10.0466,0.0052,10.1392,0.0926,kind-worker2,0.1387,0,0,0,0,0,0,none,False,nan,nan,,11.5594,32.7639,nan,1.4202,21.2045,22.7634,Succeeded,Complete,False
11,eval-conflicts-rho030-r1-011,issuer9,x09,2,"[""d09""]",1,11.0,11.0002,11.0221,0.0002,0.0219,201,True,11.0265,11.0481,35.1057,nan,eval-conflicts-rho030-r1-011,11.0437,0.0217,eval-conflicts-rho030-r1-011-fggt2,11.0509,0.0072,11.1423,0.0914,kind-worker5,0.1422,0,0,0,0,0,0,none,False,nan,nan,,11.7269,33.2246,nan,0.5846,21.4977,22.2244,Succeeded,Complete,False
12,eval-conflicts-rho030-r1-012,issuer8,x08,2,"[""d08""]",1,12.0,12.0003,12.0196,0.0003,0.0193,201,True,12.0235,12.0457,36.1387,nan,eval-conflicts-rho030-r1-012,12.0408,0.0212,eval-conflicts-rho030-r1-012-bpgfn,12.0498,0.009,12.1384,0.0886,kind-worker3,0.1381,0,0,0,0,0,0,none,False,nan,nan,,12.7644,34.1065,nan,0.626,21.342,22.1062,Succeeded,Complete,False
13,eval-conflicts-rho030-r1-013,issuer6,x06,3,"[""d06""]",1,13.0,13.0003,13.0118,0.0003,0.0115,201,True,13.0158,13.0397,37.8624,nan,eval-conflicts-rho030-r1-013,13.0317,0.0199,eval-conflicts-rho030-r1-013-26nc8,13.0395,0.0078,13.2609,0.2214,kind-worker2,0.2606,0,0,0,0,0,0,none,False,nan,nan,,14.5628,35.8202,nan,1.3019,21.2574,22.8199,Succeeded,Complete,False
14,eval-conflicts-rho030-r1-014,issuer3,x03,3,"[""d03""]",1,14.0,14.0001,14.008,0.0001,0.0079,201,True,14.0118,14.0361,39.2107,nan,eval-conflicts-rho030-r1-014,14.029,0.021,eval-conflicts-rho030-r1-014-qr4cc,14.0348,0.0058,14.129,0.0941,kind-worker,0.1289,0,0,0,0,0,0,none,False,nan,nan,,15.5036,36.7504,nan,1.3747,21.2467,22.7503,Succeeded,Complete,False
15,eval-conflicts-rho030-r1-015,issuer4,x04,4,"[""d04""]",1,15.0,15.0001,15.044,0.0001,0.0439,201,True,15.053,15.0768,39.3921,nan,eval-conflicts-rho030-r1-015,15.0686,0.0246,eval-conflicts-rho030-r1-015-hh9bc,15.0753,0.0067,15.0972,0.0219,kind-worker4,0.0971,0,0,0,0,0,0,none,False,nan,nan,,15.8668,37.1777,nan,0.7697,21.3109,22.1776,Succeeded,Complete,False
16,eval-conflicts-rho030-r1-016,issuer3,x03,3,"[""d03""]",1,16.0,16.0001,16.0141,0.0001,0.014,201,True,16.0495,16.0687,39.2149,nan,eval-conflicts-rho030-r1-016,16.0639,0.0498,eval-conflicts-rho030-r1-016-csnfq,16.0714,0.0075,16.1034,0.032,kind-worker5,0.1033,0,0,0,0,0,0,none,False,nan,nan,,17.7644,38.0356,nan,1.661,20.2712,22.0355,Succeeded,Complete,False
17,eval-conflicts-rho030-r1-017,issuer9,x09,2,"[""d09""]",1,17.0,17.0004,17.0202,0.0004,0.0198,201,True,17.0235,17.0476,41.8812,nan,eval-conflicts-rho030-r1-017,17.0409,0.0207,eval-conflicts-rho030-r1-017-9bnlv,17.0475,0.0066,17.0595,0.012,kind-worker,0.0591,0,0,0,0,0,0,none,False,nan,nan,,18.4974,39.8212,nan,1.4379,21.3237,22.8208,Succeeded,Complete,False
