task_id,name,issuer,context,context_degree,datasets,replica,t_submit_planned,t_submit_start,t_submit_end,submit_jitter_s,admission_s,admission_status,admitted,t_tr_pending,t_tr_scheduled,t_tr_complete,t_tr_failed,job_name,t_job_seen,translation_s,pod_name,t_pod_seen,pod_creation_s,t_pod_scheduled,scheduling_s,node,latency_s,n_failed_attempts,n_attempts_wall,n_attempts_taint,n_attempts_other,nodes_wall_first,nodes_taint_first,block_cause,blocked,t_first_rejection,wait_s,first_rejection_msg,t_pod_running,t_pod_succeeded,t_pod_failed,startup_s,execution_s,completion_s,final_phase,tr_final_phase,timed_out
0,eval-conflicts-rho070-r4-000,issuer10,x10,7,"[""d10""]",4,0.0,0.003,0.0406,0.003,0.0376,201,True,0.0461,0.067,24.7617,nan,eval-conflicts-rho070-r4-000,0.0628,0.0222,eval-conflicts-rho070-r4-000-6kbbz,0.0733,0.0105,0.0875,0.0142,kind-worker2,0.0845,0,0,0,0,0,0,none,False,nan,nan,,1.6493,22.8362,nan,1.5618,21.1869,22.8332,Succeeded,Complete,False
1,eval-conflicts-rho070-r4-001,issuer5,x05,6,"[""d05""]",4,1.0,1.0103,1.0246,0.0103,0.0143,201,True,1.1554,1.1767,25.6983,nan,eval-conflicts-rho070-r4-001,1.1732,0.1486,eval-conflicts-rho070-r4-001-ljcvh,1.1809,0.0077,1.199,0.0181,kind-worker3,0.1887,0,0,0,0,0,0,none,False,nan,nan,,2.5402,23.7428,nan,1.3412,21.2026,22.7325,Succeeded,Complete,False
2,eval-conflicts-rho070-r4-002,issuer6,x06,6,"[""d06""]",4,2.0,2.0035,2.0604,0.0035,0.0568,201,True,2.0645,2.0855,26.3317,nan,eval-conflicts-rho070-r4-002,2.0803,0.0199,eval-conflicts-rho070-r4-002-mnjs4,2.0907,0.0104,2.1063,0.0156,kind-worker4,0.1028,0,0,0,0,0,0,none,False,nan,nan,,3.3475,24.4093,nan,1.2412,21.0617,22.4057,Succeeded,Complete,False
3,eval-conflicts-rho070-r4-003,issuer9,x09,7,"[""d09""]",4,3.0,3.0004,3.0149,0.0004,0.0145,201,True,3.0198,3.0447,27.4511,nan,eval-conflicts-rho070-r4-003,3.0355,0.0206,eval-conflicts-rho070-r4-003-w2jbb,3.0429,0.0074,3.0656,0.0227,kind-worker5,0.0653,0,0,0,0,0,0,none,False,nan,nan,,4.3077,25.5472,nan,1.2421,21.2395,22.5468,Succeeded,Complete,False
4,eval-conflicts-rho070-r4-004,issuer1,x01,4,"[""d01""]",4,4.0,4.0003,4.0682,0.0003,0.0679,201,True,4.072,4.0912,28.7825,nan,eval-conflicts-rho070-r4-004,4.088,0.0199,eval-conflicts-rho070-r4-004-6qbn2,4.095,0.007,4.1177,0.0227,kind-worker2,0.1175,0,0,0,0,0,0,none,False,nan,nan,,5.6606,26.827,nan,1.5429,21.1664,22.8267,Succeeded,Complete,False
5,eval-conflicts-rho070-r4-005,issuer8,x08,6,"[""d08""]",4,5.0,5.0001,5.1104,0.0001,0.1104,201,True,5.1147,5.1364,29.4634,nan,eval-conflicts-rho070-r4-005,5.1317,0.0212,eval-conflicts-rho070-r4-005-tjlxz,5.1383,0.0066,5.1622,0.0239,kind-worker4,0.1621,0,0,0,0,0,0,none,False,nan,nan,,6.3135,27.4222,nan,1.1513,21.1087,22.4221,Succeeded,Complete,False
6,eval-conflicts-rho070-r4-006,issuer4,x04,7,"[""d04""]",4,6.0,6.0006,6.0599,0.0006,0.0593,201,True,6.0635,6.0855,30.8098,nan,eval-conflicts-rho070-r4-006,6.0793,0.0194,eval-conflicts-rho070-r4-006-nzsbk,6.0892,0.0099,6.1077,0.0184,kind-worker,0.1071,0,0,0,0,0,0,none,False,nan,nan,,7.7897,28.9407,nan,1.6821,21.151,22.9402,Succeeded,Complete,False
7,eval-conflicts-rho070-r4-007,issuer1,x01,4,"[""d01""]",4,7.0,7.0004,7.1217,0.0004,0.1213,201,True,7.1417,7.1669,31.8089,nan,eval-conflicts-rho070-r4-007,7.1582,0.0365,eval-conflicts-rho070-r4-007-p8cd8,7.1651,0.007,7.2503,0.0851,kind-worker2,0.2499,0,0,0,0,0,0,none,False,nan,nan,,8.8753,29.9022,nan,1.6251,21.0269,22.9018,Succeeded,Complete,False
8,eval-conflicts-rho070-r4-008,issuer3,x03,8,"[""d03""]",4,8.0,8.0004,8.0124,0.0004,0.0119,201,True,8.0161,8.0409,82.0923,nan,eval-conflicts-rho070-r4-008,8.0338,0.0215,eval-conflicts-rho070-r4-008-55msz,8.0395,0.0057,53.1882,45.1487,kind-worker4,45.1878,13,13,13,0,3,3,mixed,True,8.0588,45.1294,"0/6 nodes are available: 1 c_wall violated: 2 conflicting context pair(s) with node memory, 2 c_wall violated: 1 conflicting context pair(s) with node memory, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/6 nodes are available: 3 No preemption victims found for incom",54.4381,75.8637,nan,1.2498,21.4256,67.8632,Succeeded,Complete,False
9,eval-conflicts-rho070-r4-009,issuer2,x02,7,"[""d02""]",4,9.0,9.0001,9.0133,0.0001,0.0133,201,True,9.0172,9.0391,49.7529,nan,eval-conflicts-rho070-r4-009,9.0322,0.0189,eval-conflicts-rho070-r4-009-dckdf,9.039,0.0067,26.0928,17.0538,kind-worker3,17.0927,7,7,7,0,3,3,mixed,True,9.0566,17.0362,"0/6 nodes are available: 1 c_wall violated: 2 conflicting context pair(s) with node memory, 2 c_wall violated: 1 conflicting context pair(s) with node memory, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/6 nodes are available: 3 No preemption victims found for incom",27.6058,48.9842,nan,1.513,21.3784,39.9841,Succeeded,Complete,False
10,eval-conflicts-rho070-r4-010,issuer6,x06,6,"[""d06""]",4,10.0,10.0003,10.0288,0.0003,0.0285,201,True,10.0331,10.0552,34.4632,nan,eval-conflicts-rho070-r4-010,10.0491,0.0203,eval-conflicts-rho070-r4-010-2rbdb,10.0569,0.0078,10.0748,0.0179,kind-worker4,0.0745,0,0,0,0,0,0,none,False,nan,nan,,11.2603,32.5026,nan,1.1855,21.2423,22.5024,Succeeded,Complete,False
11,eval-conflicts-rho070-r4-011,issuer8,x08,6,"[""d08""]",4,11.0,11.0005,11.0087,0.0005,0.0082,201,True,11.0174,11.0413,35.4564,nan,eval-conflicts-rho070-r4-011,11.0337,0.025,eval-conflicts-rho070-r4-011-b8gdc,11.0411,0.0074,11.0585,0.0174,kind-worker4,0.058,0,0,0,0,0,0,none,False,nan,nan,,12.3894,33.4579,nan,1.3308,21.0685,22.4574,Succeeded,Complete,False
12,eval-conflicts-rho070-r4-012,issuer4,x04,7,"[""d04""]",4,12.0,12.0002,12.0754,0.0002,0.0752,201,True,12.0895,12.1118,36.9272,nan,eval-conflicts-rho070-r4-012,12.1072,0.0318,eval-conflicts-rho070-r4-012-2mg8m,12.1154,0.0082,12.1372,0.0218,kind-worker,0.137,0,0,0,0,0,0,none,False,nan,nan,,13.6792,34.9251,nan,1.5419,21.246,22.9249,Succeeded,Complete,False
13,eval-conflicts-rho070-r4-013,issuer7,x07,6,"[""d07""]",4,13.0,13.0002,13.0254,0.0002,0.0252,201,True,13.0291,13.0583,83.355,nan,eval-conflicts-rho070-r4-013,13.0465,0.0211,eval-conflicts-rho070-r4-013-qct7w,13.0645,0.018,54.6401,41.5756,kind-worker5,41.64,12,12,12,0,2,4,mixed,True,13.0773,41.5628,"0/6 nodes are available: 2 c_wall violated: 1 conflicting context pair(s) with node memory, 4 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/6 nodes are available: 2 No preemption victims found for incoming pod, 4 Preemption is not helpful for scheduling.",56.5408,76.7786,nan,1.9007,20.2378,63.7784,Succeeded,Complete,False
14,eval-conflicts-rho070-r4-014,issuer9,x09,7,"[""d09""]",4,14.0,14.0002,14.0084,0.0002,0.0081,201,True,14.0137,14.0349,38.4111,nan,eval-conflicts-rho070-r4-014,14.0289,0.0205,eval-conflicts-rho070-r4-014-2fz6m,14.0369,0.0081,14.0531,0.0162,kind-worker5,0.0529,0,0,0,0,0,0,none,False,nan,nan,,15.3681,36.5554,nan,1.315,21.1873,22.5552,Succeeded,Complete,False
15,eval-conflicts-rho070-r4-015,issuer2,x02,7,"[""d02""]",4,15.0,15.0001,15.0104,0.0001,0.0103,201,True,15.0143,15.0346,50.7156,nan,eval-conflicts-rho070-r4-015,15.0309,0.0205,eval-conflicts-rho070-r4-015-h8wjp,15.0376,0.0067,26.0757,11.0381,kind-worker3,11.0756,3,3,3,0,1,5,mixed,True,15.0481,11.0277,"0/6 nodes are available: 1 c_wall violated: 1 conflicting context pair(s) with node memory, 5 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/6 nodes are available: 1 No preemption victims found for incoming pod, 5 Preemption is not helpful for scheduling.",27.6147,48.976,nan,1.5389,21.3613,33.9759,Succeeded,Complete,False
16,eval-conflicts-rho070-r4-016,issuer10,x10,7,"[""d10""]",4,16.0,16.0001,16.0087,0.0001,0.0086,201,True,16.0136,16.0358,49.7583,nan,eval-conflicts-rho070-r4-016,16.0292,0.0205,eval-conflicts-rho070-r4-016-wh7c9,16.0349,0.0057,26.0861,10.0512,kind-worker3,10.086,3,3,3,0,1,5,mixed,True,16.044,10.0421,"0/6 nodes are available: 1 c_wall violated: 1 conflicting context pair(s) with node memory, 5 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/6 nodes are available: 1 No preemption victims found for incoming pod, 5 Preemption is not helpful for scheduling.",27.6228,48.9947,nan,1.5368,21.3719,32.9947,Succeeded,Complete,False
17,eval-conflicts-rho070-r4-017,issuer4,x04,7,"[""d04""]",4,17.0,17.0002,17.0082,0.0002,0.008,201,True,17.0124,17.0363,40.8754,nan,eval-conflicts-rho070-r4-017,17.0297,0.0215,eval-conflicts-rho070-r4-017-68kfn,17.0362,0.0065,17.0474,0.0112,kind-worker,0.0472,0,0,0,0,0,0,none,False,nan,nan,,17.6867,38.9694,nan,0.6392,21.2828,21.9692,Succeeded,Complete,False
18,eval-conflicts-rho070-r4-018,issuer1,x01,4,"[""d01""]",4,18.0,18.0006,18.0096,0.0006,0.0089,201,True,18.0133,18.0364,80.3474,nan,eval-conflicts-rho070-r4-018,18.0296,0.0201,eval-conflicts-rho070-r4-018-q2w5t,18.0349,0.0053,53.3101,35.2753,kind-worker4,35.3095,9,9,9,0,1,5,mixed,True,18.0455,35.2646,"0/6 nodes are available: 1 c_wall violated: 1 conflicting context pair(s) with node memory, 5 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/6 nodes are available: 1 No preemption victims found for incoming pod, 5 Preemption is not helpful for scheduling.",54.4309,75.9219,nan,1.1208,21.491,57.9213,Succeeded,Complete,False
19,eval-conflicts-rho070-r4-019,issuer4,x04,7,"[""d04""]",4,19.0,19.0005,19.0185,0.0005,0.018,201,True,19.0456,19.0693,71.9518,nan,eval-conflicts-rho070-r4-019,19.0616,0.0431,eval-conflicts-rho070-r4-019-gzgz2,19.0681,0.0065,48.5536,29.4855,kind-worker2,29.5531,4,3,4,0,0,6,mixed,True,19.0744,29.4792,"0/6 nodes are available: 6 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/6 nodes are available: 6 Preemption is not helpful for scheduling.",49.7494,71.1093,nan,1.1958,21.3599,52.1087,Succeeded,Complete,False
20,eval-conflicts-rho070-r4-020,issuer7,x07,6,"[""d07""]",4,20.0,20.0005,20.0168,0.0005,0.0163,201,True,20.0208,20.046,83.209,nan,eval-conflicts-rho070-r4-020,20.0378,0.021,eval-conflicts-rho070-r4-020-cjf42,20.0444,0.0066,54.6364,34.5921,kind-worker5,34.6359,7,6,7,0,0,6,mixed,True,20.0509,34.5855,"0/6 nodes are available: 6 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/6 nodes are available: 6 Preemption is not helpful for scheduling.",56.5206,77.8822,nan,1.8842,21.3616,57.8817,Succeeded,Complete,False
21,eval-conflicts-rho070-r4-021,issuer5,x05,6,"[""d05""]",4,21.0,21.0004,21.0372,0.0004,0.0368,201,True,21.0417,21.0653,71.9563,nan,eval-conflicts-rho070-r4-021,21.0578,0.0206,eval-conflicts-rho070-r4-021-drdfs,21.0641,0.0064,48.5652,27.5011,kind-worker2,27.5648,4,3,4,0,0,6,mixed,True,21.0699,27.4953,"0/6 nodes are available: 6 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/6 nodes are available: 6 Preemption is not helpful for scheduling.",49.7395,71.1274,nan,1.1743,21.3879,50.127,Succeeded,Complete,False
