task_id,name,issuer,context,context_degree,datasets,replica,t_submit_planned,t_submit_start,t_submit_end,submit_jitter_s,admission_s,admission_status,admitted,t_tr_pending,t_tr_scheduled,t_tr_complete,t_tr_failed,job_name,t_job_seen,translation_s,pod_name,t_pod_seen,pod_creation_s,t_pod_scheduled,scheduling_s,node,latency_s,n_failed_attempts,n_attempts_wall,n_attempts_taint,n_attempts_other,nodes_wall_first,nodes_taint_first,block_cause,blocked,t_first_rejection,wait_s,first_rejection_msg,t_pod_running,t_pod_succeeded,t_pod_failed,startup_s,execution_s,completion_s,final_phase,tr_final_phase,timed_out
0,eval-conflicts-rho005-r2-000,issuer8,x08,2,"[""d08""]",2,0.0,0.0034,0.0258,0.0034,0.0224,201,True,0.0309,0.0496,13.9998,nan,eval-conflicts-rho005-r2-000,0.0459,0.0201,eval-conflicts-rho005-r2-000-qj7l7,0.0547,0.0089,0.0711,0.0164,kind-worker2,0.0677,0,0,0,0,0,0,none,False,nan,nan,,0.9377,12.078,nan,0.8666,11.1403,12.0746,Succeeded,Complete,False
1,eval-conflicts-rho005-r2-001,issuer5,x05,1,"[""d05""]",2,1.0,1.0052,1.0289,0.0052,0.0238,201,True,1.0334,1.0576,15.5857,nan,eval-conflicts-rho005-r2-001,1.0498,0.0209,eval-conflicts-rho005-r2-001-fk9xv,1.0593,0.0095,1.155,0.0957,kind-worker5,0.1498,0,0,0,0,0,0,none,False,nan,nan,,2.519,13.6887,nan,1.364,11.1697,12.6835,Succeeded,Complete,False
2,eval-conflicts-rho005-r2-002,issuer9,x09,0,"[""d09""]",2,2.0,2.0015,2.0178,0.0015,0.0163,201,True,2.0223,2.0452,16.3511,nan,eval-conflicts-rho005-r2-002,2.0382,0.0204,eval-conflicts-rho005-r2-002-578z7,2.0475,0.0093,2.0643,0.0168,kind-worker,0.0628,0,0,0,0,0,0,none,False,nan,nan,,3.2833,14.4718,nan,1.219,11.1885,12.4703,Succeeded,Complete,False
3,eval-conflicts-rho005-r2-003,issuer6,x06,1,"[""d06""]",2,3.0,3.001,3.0256,0.001,0.0246,201,True,3.0297,3.0529,17.3515,nan,eval-conflicts-rho005-r2-003,3.0463,0.0207,eval-conflicts-rho005-r2-003-m9jf9,3.0537,0.0074,3.0693,0.0156,kind-worker,0.0683,0,0,0,0,0,0,none,False,nan,nan,,4.282,15.3994,nan,1.2128,11.1173,12.3984,Succeeded,Complete,False
4,eval-conflicts-rho005-r2-004,issuer3,x03,1,"[""d03""]",2,4.0,4.0,4.0142,0.0,0.0142,201,True,4.0259,4.0487,18.5953,nan,eval-conflicts-rho005-r2-004,4.0438,0.0296,eval-conflicts-rho005-r2-004-4sjhs,4.0506,0.0068,4.0667,0.0161,kind-worker5,0.0666,0,0,0,0,0,0,none,False,nan,nan,,5.5281,16.7118,nan,1.4614,11.1836,12.7117,Succeeded,Complete,False
5,eval-conflicts-rho005-r2-005,issuer7,x07,1,"[""d07""]",2,5.0,5.0004,5.0145,0.0004,0.0141,201,True,5.0188,5.0434,19.5999,nan,eval-conflicts-rho005-r2-005,5.0353,0.0209,eval-conflicts-rho005-r2-005-prnmf,5.0426,0.0073,5.0583,0.0157,kind-worker5,0.0579,0,0,0,0,0,0,none,False,nan,nan,,6.5318,17.6964,nan,1.4736,11.1645,12.696,Succeeded,Complete,False
6,eval-conflicts-rho005-r2-006,issuer1,x01,0,"[""d01""]",2,6.0,6.0001,6.0075,0.0001,0.0074,201,True,6.0124,6.0358,20.3743,nan,eval-conflicts-rho005-r2-006,6.0274,0.0199,eval-conflicts-rho005-r2-006-c78c5,6.0347,0.0073,6.0484,0.0137,kind-worker,0.0483,0,0,0,0,0,0,none,False,nan,nan,,7.2906,18.4615,nan,1.2422,11.1709,12.4614,Succeeded,Complete,False
7,eval-conflicts-rho005-r2-007,issuer6,x06,1,"[""d06""]",2,7.0,7.0005,7.0261,0.0005,0.0256,201,True,7.0298,7.0545,21.3785,nan,eval-conflicts-rho005-r2-007,7.0484,0.0224,eval-conflicts-rho005-r2-007-zrgl2,7.0552,0.0068,7.0669,0.0117,kind-worker,0.0665,0,0,0,0,0,0,none,False,nan,nan,,8.3017,19.4534,nan,1.2347,11.1517,12.4529,Succeeded,Complete,False
8,eval-conflicts-rho005-r2-008,issuer8,x08,2,"[""d08""]",2,8.0,8.0001,8.0161,0.0001,0.016,201,True,8.0218,8.046,22.4892,nan,eval-conflicts-rho005-r2-008,8.0384,0.0222,eval-conflicts-rho005-r2-008-fmpxh,8.0453,0.007,8.0614,0.0161,kind-worker4,0.0613,0,0,0,0,0,0,none,False,nan,nan,,9.4205,20.5436,nan,1.359,11.1231,12.5434,Succeeded,Complete,False
9,eval-conflicts-rho005-r2-009,issuer5,x05,1,"[""d05""]",2,9.0,9.0001,9.0151,0.0001,0.0151,201,True,9.0189,9.042,23.3787,nan,eval-conflicts-rho005-r2-009,9.035,0.0199,eval-conflicts-rho005-r2-009-nkqqv,9.0418,0.0068,9.0573,0.0155,kind-worker,0.0572,0,0,0,0,0,0,none,False,nan,nan,,10.3038,21.4285,nan,1.2466,11.1247,12.4284,Succeeded,Complete,False
