t_recv,node,sanitizing,lambda_size,lambda
0.0258,kind-control-plane,False,0,[]
0.0274,kind-worker,False,0,[]
0.0287,kind-worker2,False,0,[]
0.0299,kind-worker3,False,0,[]
0.0313,kind-worker4,False,0,[]
0.0326,kind-worker5,False,0,[]
0.1445,kind-worker2,False,1,"[""x08""]"
0.1568,kind-worker2,False,1,"[""x08""]"
1.074,kind-worker2,False,2,"[""x08"", ""x09""]"
1.0835,kind-worker2,False,2,"[""x08"", ""x09""]"
2.0883,kind-worker3,False,1,"[""x06""]"
2.1017,kind-worker3,False,1,"[""x06""]"
3.1408,kind-worker3,False,2,"[""x04"", ""x06""]"
3.1498,kind-worker3,False,2,"[""x04"", ""x06""]"
4.0597,kind-worker4,False,1,"[""x08""]"
4.069,kind-worker4,False,1,"[""x08""]"
5.0534,kind-worker3,True,2,"[""x04"", ""x06""]"
5.0687,kind-worker3,True,2,"[""x04"", ""x06""]"
6.0722,kind-worker4,False,2,"[""x08"", ""x09""]"
6.0839,kind-worker4,False,2,"[""x08"", ""x09""]"
7.1149,kind-worker5,False,1,"[""x08""]"
7.1263,kind-worker5,False,1,"[""x08""]"
8.0002,kind-worker2,True,2,"[""x08"", ""x09""]"
8.0132,kind-worker2,True,2,"[""x08"", ""x09""]"
8.0669,kind-worker4,False,3,"[""x07"", ""x08"", ""x09""]"
8.1159,kind-worker4,False,3,"[""x07"", ""x08"", ""x09""]"
9.1196,kind-worker4,False,4,"[""x01"", ""x07"", ""x08"", ""x09""]"
9.1292,kind-worker4,False,4,"[""x01"", ""x07"", ""x08"", ""x09""]"
10.1151,kind-worker,False,1,"[""x06""]"
10.1252,kind-worker,False,1,"[""x06""]"
11.0863,kind-worker,False,2,"[""x02"", ""x06""]"
11.0991,kind-worker,False,2,"[""x02"", ""x06""]"
13.0912,kind-worker,False,3,"[""x02"", ""x06"", ""x09""]"
13.1022,kind-worker,False,3,"[""x02"", ""x06"", ""x09""]"
13.4451,kind-worker4,True,4,"[""x01"", ""x07"", ""x08"", ""x09""]"
13.4576,kind-worker4,True,4,"[""x01"", ""x07"", ""x08"", ""x09""]"
15.1216,kind-worker5,False,2,"[""x08"", ""x09""]"
15.1304,kind-worker5,False,2,"[""x08"", ""x09""]"
15.8492,kind-worker5,True,2,"[""x08"", ""x09""]"
15.8614,kind-worker5,True,2,"[""x08"", ""x09""]"
19.0695,kind-worker,False,4,"[""x02"", ""x06"", ""x09"", ""x10""]"
19.079,kind-worker,False,4,"[""x02"", ""x06"", ""x09"", ""x10""]"
19.2933,kind-worker,True,4,"[""x02"", ""x06"", ""x09"", ""x10""]"
19.3081,kind-worker,True,4,"[""x02"", ""x06"", ""x09"", ""x10""]"
28.2108,kind-worker2,True,0,[]
28.2224,kind-worker2,True,0,[]
28.2308,kind-worker2,False,0,[]
28.2456,kind-worker2,False,0,[]
28.2635,kind-worker2,False,1,"[""x09""]"
28.2752,kind-worker2,False,2,"[""x01"", ""x09""]"
28.3074,kind-worker2,False,2,"[""x01"", ""x09""]"
28.3178,kind-worker2,False,2,"[""x01"", ""x09""]"
28.3448,kind-worker2,False,3,"[""x01"", ""x04"", ""x09""]"
28.354,kind-worker2,False,3,"[""x01"", ""x04"", ""x09""]"
28.4683,kind-worker2,False,4,"[""x01"", ""x04"", ""x05"", ""x09""]"
28.4775,kind-worker2,False,4,"[""x01"", ""x04"", ""x05"", ""x09""]"
32.0586,kind-worker2,False,5,"[""x01"", ""x04"", ""x05"", ""x07"", ""x09""]"
32.0704,kind-worker2,False,5,"[""x01"", ""x04"", ""x05"", ""x07"", ""x09""]"
33.7593,kind-worker4,True,0,[]
33.7741,kind-worker4,True,0,[]
33.7816,kind-worker4,False,0,[]
33.8061,kind-worker4,False,1,"[""x03""]"
33.8992,kind-worker4,False,1,"[""x03""]"
33.9092,kind-worker4,False,2,"[""x03"", ""x06""]"
33.9175,kind-worker4,False,2,"[""x03"", ""x06""]"
33.9276,kind-worker4,False,2,"[""x03"", ""x06""]"
35.0684,kind-worker4,False,3,"[""x03"", ""x06"", ""x09""]"
35.0802,kind-worker4,False,3,"[""x03"", ""x06"", ""x09""]"
37.1427,kind-worker4,False,4,"[""x03"", ""x06"", ""x07"", ""x09""]"
37.1514,kind-worker4,False,4,"[""x03"", ""x06"", ""x07"", ""x09""]"
39.0771,kind-worker4,False,5,"[""x03"", ""x05"", ""x06"", ""x07"", ""x09""]"
39.0871,kind-worker4,False,5,"[""x03"", ""x05"", ""x06"", ""x07"", ""x09""]"
45.2807,kind-worker3,True,0,[]
45.295,kind-worker3,True,0,[]
45.3047,kind-worker3,False,0,[]
45.3162,kind-worker3,False,0,[]
46.0711,kind-worker3,False,1,"[""x04""]"
46.084,kind-worker3,False,1,"[""x04""]"
47.0625,kind-worker3,False,2,"[""x04"", ""x05""]"
