t_recv,kind,type,name,detail
0.023,Node,ADDED,kind-control-plane,taints=1
0.0251,Node,ADDED,kind-worker,taints=0
0.0264,Node,ADDED,kind-worker2,taints=0
0.0277,Node,ADDED,kind-worker3,taints=0
0.029,Node,ADDED,kind-worker4,taints=0
0.0302,Node,ADDED,kind-worker5,taints=0
0.0432,TaskRequest,ADDED,eval-sanitize-40-r0-000,phase=None job=None
0.0487,TaskRequest,MODIFIED,eval-sanitize-40-r0-000,phase=Pending job=None
0.0638,Event,ADDED,eval-image-prepull-2spvh.18d4b877ecf2c3a1,reason=Scheduled count=1 msg=Successfully assigned compute/eval-image-prepull-2spvh to kind-worker5
0.0642,Event,ADDED,eval-image-prepull-2spvh.18d4b8780aa83a4a,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.0644,Event,ADDED,eval-image-prepull-2spvh.18d4b8780d5d3b0d,reason=Created count=1 msg=Created container: pause
0.0646,Event,ADDED,eval-image-prepull-2spvh.18d4b87811f92d23,reason=Started count=1 msg=Started container pause
0.0647,Event,ADDED,eval-image-prepull-2spvh.18d4b8785e41a0cb,reason=Killing count=1 msg=Stopping container pause
0.0651,Event,ADDED,eval-image-prepull-6vqhq.18d4b9359d915c0e,reason=Scheduled count=1 msg=Successfully assigned compute/eval-image-prepull-6vqhq to kind-worker5
0.0653,Event,ADDED,eval-image-prepull-6vqhq.18d4b935c798b32b,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.0655,Event,ADDED,eval-image-prepull-6vqhq.18d4b935ca4b465f,reason=Created count=1 msg=Created container: pause
0.0657,Event,ADDED,eval-image-prepull-6vqhq.18d4b935d57d5192,reason=Started count=1 msg=Started container pause
0.0662,Event,ADDED,eval-image-prepull-6vqhq.18d4b9362b786cf5,reason=Killing count=1 msg=Stopping container pause
0.0666,Event,ADDED,eval-image-prepull-d2vgp.18d4b877ed541e60,reason=Scheduled count=1 msg=Successfully assigned compute/eval-image-prepull-d2vgp to kind-worker
0.0668,Event,ADDED,eval-image-prepull-d2vgp.18d4b8780acf81fe,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.0672,Event,ADDED,eval-image-prepull-d2vgp.18d4b8780d7a4e01,reason=Created count=1 msg=Created container: pause
0.0673,Event,ADDED,eval-image-prepull-d2vgp.18d4b87811f971d5,reason=Started count=1 msg=Started container pause
0.0675,Event,ADDED,eval-image-prepull-d2vgp.18d4b8786c1037e3,reason=Killing count=1 msg=Stopping container pause
0.0677,Event,ADDED,eval-image-prepull-drjsf.18d4b9359d244cac,reason=Scheduled count=1 msg=Successfully assigned compute/eval-image-prepull-drjsf to kind-worker4
0.0679,Event,ADDED,eval-image-prepull-drjsf.18d4b935c79b1f22,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.0681,Event,ADDED,eval-image-prepull-drjsf.18d4b935ca6deb9e,reason=Created count=1 msg=Created container: pause
0.0682,Event,ADDED,eval-image-prepull-drjsf.18d4b935d57e4ef8,reason=Started count=1 msg=Started container pause
