t_recv,node,sanitizing,lambda_size,lambda
0.0243,kind-control-plane,False,0,[]
0.0256,kind-worker,False,0,[]
0.027,kind-worker2,False,0,[]
0.0285,kind-worker3,False,0,[]
0.0298,kind-worker4,False,0,[]
0.031,kind-worker5,False,0,[]
0.1482,kind-worker,False,1,"[""x01""]"
0.1595,kind-worker,False,1,"[""x01""]"
1.1336,kind-worker,True,1,"[""x01""]"
1.1518,kind-worker,True,1,"[""x01""]"
1.1558,kind-worker5,False,1,"[""x02""]"
1.2649,kind-worker5,False,1,"[""x02""]"
1.3223,kind-worker5,True,1,"[""x02""]"
1.3373,kind-worker5,True,1,"[""x02""]"
2.0573,kind-worker4,False,1,"[""x02""]"
2.07,kind-worker4,False,1,"[""x02""]"
3.0718,kind-worker2,False,1,"[""x06""]"
3.0826,kind-worker2,False,1,"[""x06""]"
4.0803,kind-worker3,False,1,"[""x03""]"
4.0912,kind-worker3,False,1,"[""x03""]"
4.2716,kind-worker2,True,1,"[""x06""]"
4.2737,kind-worker3,True,1,"[""x03""]"
4.3712,kind-worker2,True,1,"[""x06""]"
4.4709,kind-worker4,True,1,"[""x02""]"
4.5658,kind-worker3,True,1,"[""x03""]"
4.6601,kind-worker4,True,1,"[""x02""]"
19.8207,kind-worker3,True,1,"[""x03""]"
22.7186,kind-worker,True,0,[]
22.7605,kind-worker,False,0,[]
22.772,kind-worker,False,0,[]
22.7915,kind-worker,False,0,[]
22.8008,kind-worker,False,1,"[""x05""]"
22.8118,kind-worker,False,1,"[""x05""]"
22.8788,kind-worker,False,2,"[""x01"", ""x05""]"
22.8894,kind-worker,False,2,"[""x01"", ""x05""]"
24.1723,kind-worker4,True,0,[]
24.1759,kind-worker5,True,0,[]
24.2564,kind-worker4,False,0,[]
24.259,kind-worker5,False,0,[]
24.2666,kind-worker4,False,0,[]
24.2701,kind-worker5,False,0,[]
24.2792,kind-worker4,False,0,[]
24.2817,kind-worker5,False,0,[]
24.3572,kind-worker5,False,1,"[""x10""]"
24.3689,kind-worker5,False,2,"[""x08"", ""x10""]"
24.3778,kind-worker5,False,2,"[""x08"", ""x10""]"
