t_recv,node,sanitizing,lambda_size,lambda
0.0223,kind-control-plane,False,0,[]
0.025,kind-worker,False,0,[]
0.0262,kind-worker2,False,0,[]
0.0279,kind-worker3,False,0,[]
0.0292,kind-worker4,False,0,[]
0.0306,kind-worker5,False,0,[]
0.1062,kind-worker3,False,1,"[""x05""]"
0.1184,kind-worker3,False,1,"[""x05""]"
0.2076,kind-worker3,True,1,"[""x05""]"
0.2206,kind-worker3,True,1,"[""x05""]"
1.1583,kind-worker4,False,1,"[""x07""]"
1.1683,kind-worker4,False,1,"[""x07""]"
2.0976,kind-worker,False,1,"[""x08""]"
2.1079,kind-worker,False,1,"[""x08""]"
3.069,kind-worker4,False,2,"[""x05"", ""x07""]"
3.0791,kind-worker4,False,2,"[""x05"", ""x07""]"
4.0702,kind-worker5,False,1,"[""x02""]"
4.0807,kind-worker5,False,1,"[""x02""]"
5.0755,kind-worker,False,2,"[""x05"", ""x08""]"
5.0866,kind-worker,False,2,"[""x05"", ""x08""]"
6.0721,kind-worker,False,3,"[""x05"", ""x06"", ""x08""]"
6.0838,kind-worker,False,3,"[""x05"", ""x06"", ""x08""]"
7.1149,kind-worker4,False,3,"[""x01"", ""x05"", ""x07""]"
7.1246,kind-worker4,False,3,"[""x01"", ""x05"", ""x07""]"
8.1166,kind-worker2,False,1,"[""x02""]"
8.1265,kind-worker2,False,1,"[""x02""]"
9.0744,kind-worker5,False,2,"[""x02"", ""x08""]"
9.0861,kind-worker5,False,2,"[""x02"", ""x08""]"
16.0868,kind-worker5,False,3,"[""x02"", ""x08"", ""x10""]"
16.0968,kind-worker5,False,3,"[""x02"", ""x08"", ""x10""]"
17.1378,kind-worker4,False,4,"[""x01"", ""x02"", ""x05"", ""x07""]"
17.1511,kind-worker4,False,4,"[""x01"", ""x02"", ""x05"", ""x07""]"
18.075,kind-worker5,False,4,"[""x02"", ""x03"", ""x08"", ""x10""]"
18.0847,kind-worker5,False,4,"[""x02"", ""x03"", ""x08"", ""x10""]"
18.7952,kind-worker5,True,4,"[""x02"", ""x03"", ""x08"", ""x10""]"
18.8088,kind-worker5,True,4,"[""x02"", ""x03"", ""x08"", ""x10""]"
19.0759,kind-worker2,False,2,"[""x02"", ""x05""]"
19.0862,kind-worker2,False,2,"[""x02"", ""x05""]"
19.5735,kind-worker,True,3,"[""x05"", ""x06"", ""x08""]"
19.5867,kind-worker,True,3,"[""x05"", ""x06"", ""x08""]"
20.1723,kind-worker2,False,3,"[""x02"", ""x03"", ""x05""]"
20.1822,kind-worker2,False,3,"[""x02"", ""x03"", ""x05""]"
20.4571,kind-worker2,True,3,"[""x02"", ""x03"", ""x05""]"
20.4693,kind-worker2,True,3,"[""x02"", ""x03"", ""x05""]"
20.6195,kind-worker4,True,4,"[""x01"", ""x02"", ""x05"", ""x07""]"
20.6329,kind-worker4,True,4,"[""x01"", ""x02"", ""x05"", ""x07""]"
39.7957,kind-worker,True,0,[]
39.8107,kind-worker,False,0,[]
39.822,kind-worker,False,0,[]
39.8408,kind-worker,False,1,"[""x07""]"
39.865,kind-worker,False,1,"[""x07""]"
39.8807,kind-worker,False,2,"[""x03"", ""x07""]"
39.8875,kind-worker,False,2,"[""x03"", ""x07""]"
39.9045,kind-worker,False,2,"[""x03"", ""x07""]"
40.0506,kind-worker,False,3,"[""x03"", ""x07"", ""x10""]"
40.0819,kind-worker,False,3,"[""x03"", ""x07"", ""x10""]"
40.145,kind-worker,False,4,"[""x03"", ""x06"", ""x07"", ""x10""]"
40.1645,kind-worker,False,4,"[""x03"", ""x06"", ""x07"", ""x10""]"
40.2396,kind-worker,False,5,"[""x01"", ""x03"", ""x06"", ""x07"", ""x10""]"
40.2504,kind-worker,False,5,"[""x01"", ""x03"", ""x06"", ""x07"", ""x10""]"
40.3653,kind-worker,False,6,"[""x01"", ""x03"", ""x04"", ""x06"", ""x07"", ""x10""]"
40.4235,kind-worker,False,7,"[""x01"", ""x02"", ""x03"", ""x04"", ""x06"", ""x07"", ""x10""]"
40.5211,kind-worker3,True,0,[]
40.5233,kind-worker,False,7,"[""x01"", ""x02"", ""x03"", ""x04"", ""x06"", ""x07"", ""x10""]"
40.6269,kind-worker3,False,0,[]
40.6287,kind-worker,False,7,"[""x01"", ""x02"", ""x03"", ""x04"", ""x06"", ""x07"", ""x10""]"
40.6376,kind-worker3,False,0,[]
40.7121,kind-worker3,False,0,[]
40.7434,kind-worker,False,8,"[""x01"", ""x02"", ""x03"", ""x04"", ""x05"", ""x06"", ""x07"", ""x10""]"
40.918,kind-worker,False,8,"[""x01"", ""x02"", ""x03"", ""x04"", ""x05"", ""x06"", ""x07"", ""x10""]"
41.0916,kind-worker3,False,1,"[""x09""]"
41.1101,kind-worker4,True,0,[]
41.1152,kind-worker3,False,1,"[""x09""]"
41.1268,kind-worker4,False,0,[]
41.1397,kind-worker4,False,0,[]
41.3845,kind-worker4,False,0,[]
42.2165,kind-worker4,False,1,"[""x09""]"
42.2303,kind-worker4,False,1,"[""x09""]"
43.1141,kind-worker3,False,2,"[""x09"", ""x10""]"
43.1243,kind-worker3,False,2,"[""x09"", ""x10""]"
44.0681,kind-worker4,False,2,"[""x05"", ""x09""]"
44.0785,kind-worker4,False,2,"[""x05"", ""x09""]"
46.0708,kind-worker4,False,3,"[""x01"", ""x05"", ""x09""]"
46.0808,kind-worker4,False,3,"[""x01"", ""x05"", ""x09""]"
47.0717,kind-worker3,False,3,"[""x08"", ""x09"", ""x10""]"
47.0808,kind-worker3,False,3,"[""x08"", ""x09"", ""x10""]"
48.0857,kind-worker4,False,4,"[""x01"", ""x05"", ""x06"", ""x09""]"
48.0965,kind-worker4,False,4,"[""x01"", ""x05"", ""x06"", ""x09""]"
49.0647,kind-worker3,False,4,"[""x04"", ""x08"", ""x09"", ""x10""]"
49.075,kind-worker3,False,4,"[""x04"", ""x08"", ""x09"", ""x10""]"
51.0741,kind-worker3,False,5,"[""x03"", ""x04"", ""x08"", ""x09"", ""x10""]"
51.0853,kind-worker3,False,5,"[""x03"", ""x04"", ""x08"", ""x09"", ""x10""]"
55.0718,kind-worker4,False,5,"[""x01"", ""x05"", ""x06"", ""x09"", ""x10""]"
55.0841,kind-worker4,False,5,"[""x01"", ""x05"", ""x06"", ""x09"", ""x10""]"
56.135,kind-worker4,False,6,"[""x01"", ""x05"", ""x06"", ""x07"", ""x09"", ""x10""]"
56.15,kind-worker4,False,6,"[""x01"", ""x05"", ""x06"", ""x07"", ""x09"", ""x10""]"
59.0078,kind-worker5,True,0,[]
59.0237,kind-worker5,False,0,[]
59.0352,kind-worker5,False,0,[]
59.0456,kind-worker5,False,0,[]
59.0652,kind-worker5,False,1,"[""x07""]"
59.139,kind-worker5,False,1,"[""x07""]"
59.8293,kind-worker,True,8,"[""x01"", ""x02"", ""x03"", ""x04"", ""x05"", ""x06"", ""x07"", ""x10""]"
59.8414,kind-worker,True,8,"[""x01"", ""x02"", ""x03"", ""x04"", ""x05"", ""x06"", ""x07"", ""x10""]"
60.0501,kind-control-plane,False,0,[]
60.0571,kind-worker,True,8,"[""x01"", ""x02"", ""x03"", ""x04"", ""x05"", ""x06"", ""x07"", ""x10""]"
60.0586,kind-worker2,True,3,"[""x02"", ""x03"", ""x05""]"
60.0694,kind-worker3,False,5,"[""x03"", ""x04"", ""x08"", ""x09"", ""x10""]"
60.0777,kind-worker4,False,6,"[""x01"", ""x05"", ""x06"", ""x07"", ""x09"", ""x10""]"
60.0808,kind-worker5,False,1,"[""x07""]"
60.6517,kind-worker3,True,5,"[""x03"", ""x04"", ""x08"", ""x09"", ""x10""]"
60.6641,kind-worker3,True,5,"[""x03"", ""x04"", ""x08"", ""x09"", ""x10""]"
61.0086,kind-worker2,True,0,[]
61.0212,kind-worker2,False,0,[]
61.0307,kind-worker2,False,0,[]
61.0467,kind-worker2,False,0,[]
61.0707,kind-worker2,False,1,"[""x07""]"
61.1075,kind-worker2,False,1,"[""x07""]"
