t_recv,kind,type,name,detail
0.0223,Node,ADDED,kind-control-plane,taints=1
0.025,Node,ADDED,kind-worker,taints=0
0.0262,Node,ADDED,kind-worker2,taints=0
0.0279,Node,ADDED,kind-worker3,taints=0
0.0292,Node,ADDED,kind-worker4,taints=0
0.0306,Node,ADDED,kind-worker5,taints=0
0.0394,Event,ADDED,eval-conflicts-rho000-r0-000-nrwfr.18d62b4cc65c688d,reason=Scheduled count=None msg=Successfully assigned compute/eval-conflicts-rho000-r0-000-nrwfr to kind-worker3
0.0398,Event,ADDED,eval-conflicts-rho000-r0-000-nrwfr.18d62b4ce164d855,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.04,Event,ADDED,eval-conflicts-rho000-r0-000-nrwfr.18d62b4ce29d436b,reason=Created count=1 msg=Created container: task
0.0402,Event,ADDED,eval-conflicts-rho000-r0-000-nrwfr.18d62b4ce460276f,reason=Started count=1 msg=Started container task
0.0404,Event,ADDED,eval-conflicts-rho000-r0-000.18d62b4cc57a5f38,reason=SuccessfulCreate count=1 msg=Created pod: eval-conflicts-rho000-r0-000-nrwfr
0.0407,Event,ADDED,eval-conflicts-rho000-r0-000.18d62b526a4dd6fe,reason=Completed count=1 msg=Job completed
0.0408,Event,ADDED,eval-conflicts-rho000-r0-001-47rxg.18d62b4cff6b9b32,reason=Scheduled count=None msg=Successfully assigned compute/eval-conflicts-rho000-r0-001-47rxg to kind-worker
0.041,Event,ADDED,eval-conflicts-rho000-r0-001-47rxg.18d62b4d1dc105ce,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.0412,Event,ADDED,eval-conflicts-rho000-r0-001-47rxg.18d62b4d1efb35f4,reason=Created count=1 msg=Created container: task
0.0414,Event,ADDED,eval-conflicts-rho000-r0-001-47rxg.18d62b4d26f78199,reason=Started count=1 msg=Started container task
0.0416,Event,ADDED,eval-conflicts-rho000-r0-001.18d62b4cfe674eb8,reason=SuccessfulCreate count=1 msg=Created pod: eval-conflicts-rho000-r0-001-47rxg
0.0417,Event,ADDED,eval-conflicts-rho000-r0-001.18d62b52ac99894e,reason=Completed count=1 msg=Job completed
0.0419,Event,ADDED,eval-conflicts-rho000-r0-002-nhvvf.18d62b4d3d31039d,reason=Scheduled count=None msg=Successfully assigned compute/eval-conflicts-rho000-r0-002-nhvvf to kind-worker4
0.0421,Event,ADDED,eval-conflicts-rho000-r0-002-nhvvf.18d62b4d5b1d6729,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.0424,Event,ADDED,eval-conflicts-rho000-r0-002-nhvvf.18d62b4d5c549629,reason=Created count=1 msg=Created container: task
0.0427,Event,ADDED,eval-conflicts-rho000-r0-002-nhvvf.18d62b4d6042c718,reason=Started count=1 msg=Started container task
0.0431,Event,ADDED,eval-conflicts-rho000-r0-002.18d62b4d3c34025b,reason=SuccessfulCreate count=1 msg=Created pod: eval-conflicts-rho000-r0-002-nhvvf
0.0433,Event,ADDED,eval-conflicts-rho000-r0-002.18d62b52ed8f3caf,reason=Completed count=1 msg=Job completed
0.0434,Event,ADDED,eval-conflicts-rho000-r0-003-tqwzd.18d62b4d79c2ad74,reason=Scheduled count=None msg=Successfully assigned compute/eval-conflicts-rho000-r0-003-tqwzd to kind-worker3
0.0436,Event,ADDED,eval-conflicts-rho000-r0-003-tqwzd.18d62b4d9642a9fb,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.0438,Event,ADDED,eval-conflicts-rho000-r0-003-tqwzd.18d62b4d9774573a,reason=Created count=1 msg=Created container: task
0.044,Event,ADDED,eval-conflicts-rho000-r0-003-tqwzd.18d62b4d9ea6c10a,reason=Started count=1 msg=Started container task
0.0442,Event,ADDED,eval-conflicts-rho000-r0-003.18d62b4d78883afe,reason=SuccessfulCreate count=1 msg=Created pod: eval-conflicts-rho000-r0-003-tqwzd
0.0444,Event,ADDED,eval-conflicts-rho000-r0-003.18d62b5329262563,reason=Completed count=1 msg=Job completed
0.0445,Event,ADDED,eval-conflicts-rho000-r0-004-jn6xf.18d62b4db363ae64,reason=Scheduled count=None msg=Successfully assigned compute/eval-conflicts-rho000-r0-004-jn6xf to kind-worker4
0.0448,Event,ADDED,eval-conflicts-rho000-r0-004-jn6xf.18d62b4dd600a4fb,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.045,Event,ADDED,eval-conflicts-rho000-r0-004-jn6xf.18d62b4dd735902a,reason=Created count=1 msg=Created container: task
0.0451,TaskRequest,ADDED,eval-conflicts-rho000-r3-000,phase=None job=None
0.0456,Event,ADDED,eval-conflicts-rho000-r0-004-jn6xf.18d62b4de043138a,reason=Started count=1 msg=Started container task
0.0458,Event,ADDED,eval-conflicts-rho000-r0-004.18d62b4db2486597,reason=SuccessfulCreate count=1 msg=Created pod: eval-conflicts-rho000-r0-004-jn6xf
0.046,Event,ADDED,eval-conflicts-rho000-r0-004.18d62b5368c7017e,reason=Completed count=1 msg=Job completed
0.0464,Event,ADDED,eval-conflicts-rho000-r0-005-9kdb7.18d62b4df64601d8,reason=Scheduled count=None msg=Successfully assigned compute/eval-conflicts-rho000-r0-005-9kdb7 to kind-worker2
0.0466,Event,ADDED,eval-conflicts-rho000-r0-005-9kdb7.18d62b4e1158c651,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.0468,Event,ADDED,eval-conflicts-rho000-r0-005-9kdb7.18d62b4e12c54bcb,reason=Created count=1 msg=Created container: task
0.047,Event,ADDED,eval-conflicts-rho000-r0-005-9kdb7.18d62b4e177e034e,reason=Started count=1 msg=Started container task
0.0474,Event,ADDED,eval-conflicts-rho000-r0-005.18d62b4df4d6dc3f,reason=SuccessfulCreate count=1 msg=Created pod: eval-conflicts-rho000-r0-005-9kdb7
0.0476,Event,ADDED,eval-conflicts-rho000-r0-005.18d62b53920c37a4,reason=Completed count=1 msg=Job completed
0.0478,Event,ADDED,eval-conflicts-rho000-r0-006-9wc5l.18d62b4e2d4ec2f8,reason=Scheduled count=None msg=Successfully assigned compute/eval-conflicts-rho000-r0-006-9wc5l to kind-worker4
0.0482,Event,ADDED,eval-conflicts-rho000-r0-006-9wc5l.18d62b4e4a4a09a8,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.0485,Event,ADDED,eval-conflicts-rho000-r0-006-9wc5l.18d62b4e4b802583,reason=Created count=1 msg=Created container: task
0.0487,Event,ADDED,eval-conflicts-rho000-r0-006-9wc5l.18d62b4e53a4bb54,reason=Started count=1 msg=Started container task
0.049,Event,ADDED,eval-conflicts-rho000-r0-006.18d62b4e2bdee17b,reason=SuccessfulCreate count=1 msg=Created pod: eval-conflicts-rho000-r0-006-9wc5l
0.0493,Event,ADDED,eval-conflicts-rho000-r0-006.18d62b53d9431dd4,reason=Completed count=1 msg=Job completed
0.0496,Event,ADDED,eval-conflicts-rho000-r0-007-9dbmp.18d62b4e6c76d462,reason=Scheduled count=None msg=Successfully assigned compute/eval-conflicts-rho000-r0-007-9dbmp to kind-worker3
0.0499,Event,ADDED,eval-conflicts-rho000-r0-007-9dbmp.18d62b4ead639912,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.0502,Event,ADDED,eval-conflicts-rho000-r0-007-9dbmp.18d62b4eaec41676,reason=Created count=1 msg=Created container: task
0.0503,TaskRequest,MODIFIED,eval-conflicts-rho000-r3-000,phase=Pending job=None
0.0506,Event,ADDED,eval-conflicts-rho000-r0-007-9dbmp.18d62b4eb7dc745c,reason=Started count=1 msg=Started container task
0.0508,Event,ADDED,eval-conflicts-rho000-r0-007.18d62b4e6b1d80f0,reason=SuccessfulCreate count=1 msg=Created pod: eval-conflicts-rho000-r0-007-9dbmp
0.051,Event,ADDED,eval-conflicts-rho000-r0-007.18d62b544b4b8dcd,reason=Completed count=1 msg=Job completed
0.0512,Event,ADDED,eval-conflicts-rho000-r0-008-t67pq.18d62b4ea2b0604d,reason=Scheduled count=None msg=Successfully assigned compute/eval-conflicts-rho000-r0-008-t67pq to kind-worker5
0.0515,Event,ADDED,eval-conflicts-rho000-r0-008-t67pq.18d62b4ec456e76d,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.0517,Event,ADDED,eval-conflicts-rho000-r0-008-t67pq.18d62b4ec59ca796,reason=Created count=1 msg=Created container: task
0.0519,Event,ADDED,eval-conflicts-rho000-r0-008-t67pq.18d62b4ecff496e9,reason=Started count=1 msg=Started container task
0.0522,Event,ADDED,eval-conflicts-rho000-r0-008.18d62b4ea16799a5,reason=SuccessfulCreate count=1 msg=Created pod: eval-conflicts-rho000-r0-008-t67pq
0.0524,Event,ADDED,eval-conflicts-rho000-r0-008.18d62b544b302c24,reason=Completed count=1 msg=Job completed
0.0526,Event,ADDED,eval-conflicts-rho000-r0-009-x27bl.18d62b4edef623a6,reason=Scheduled count=None msg=Successfully assigned compute/eval-conflicts-rho000-r0-009-x27bl to kind-worker
0.0528,Event,ADDED,eval-conflicts-rho000-r0-009-x27bl.18d62b4ef90af9d6,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.053,Event,ADDED,eval-conflicts-rho000-r0-009-x27bl.18d62b4efa2edb0c,reason=Created count=1 msg=Created container: task
0.0532,Event,ADDED,eval-conflicts-rho000-r0-009-x27bl.18d62b4efe207ad8,reason=Started count=1 msg=Started container task
0.0534,Event,ADDED,eval-conflicts-rho000-r0-009.18d62b4edd63b34b,reason=SuccessfulCreate count=1 msg=Created pod: eval-conflicts-rho000-r0-009-x27bl
0.0536,Event,ADDED,eval-conflicts-rho000-r0-009.18d62b548ab5faf5,reason=Completed count=1 msg=Job completed
0.0539,Event,ADDED,eval-conflicts-rho000-r0-010-975dp.18d62b4f1fc1e9d5,reason=Scheduled count=None msg=Successfully assigned compute/eval-conflicts-rho000-r0-010-975dp to kind-worker
0.0541,Event,ADDED,eval-conflicts-rho000-r0-010-975dp.18d62b4f3f98aac3,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.0543,Event,ADDED,eval-conflicts-rho000-r0-010-975dp.18d62b4f40cfc73d,reason=Created count=1 msg=Created container: task
0.0546,Event,ADDED,eval-conflicts-rho000-r0-010-975dp.18d62b4f4aa2262c,reason=Started count=1 msg=Started container task
0.0548,Event,ADDED,eval-conflicts-rho000-r0-010.18d62b4f1d494310,reason=SuccessfulCreate count=1 msg=Created pod: eval-conflicts-rho000-r0-010-975dp
0.055,Event,ADDED,eval-conflicts-rho000-r0-010.18d62b54c60d9e60,reason=Completed count=1 msg=Job completed
0.0551,Event,ADDED,eval-conflicts-rho000-r0-011-zr6bw.18d62b4f5dcdef7a,reason=Scheduled count=None msg=Successfully assigned compute/eval-conflicts-rho000-r0-011-zr6bw to kind-worker2
0.0554,Event,ADDED,eval-conflicts-rho000-r0-011-zr6bw.18d62b4f7c4546bc,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.0556,Event,ADDED,eval-conflicts-rho000-r0-011-zr6bw.18d62b4f7d6fb28b,reason=Created count=1 msg=Created container: task
0.0558,Event,ADDED,eval-conflicts-rho000-r0-011-zr6bw.18d62b4f88acbb36,reason=Started count=1 msg=Started container task
0.0561,Event,ADDED,eval-conflicts-rho000-r0-011.18d62b4f546d29ee,reason=SuccessfulCreate count=1 msg=Created pod: eval-conflicts-rho000-r0-011-zr6bw
0.0563,Event,ADDED,eval-conflicts-rho000-r0-011.18d62b54f821e4e3,reason=Completed count=1 msg=Job completed
