task_id,name,issuer,context,context_degree,datasets,replica,t_submit_planned,t_submit_start,t_submit_end,submit_jitter_s,admission_s,admission_status,admitted,t_tr_pending,t_tr_scheduled,t_tr_complete,t_tr_failed,job_name,t_job_seen,translation_s,pod_name,t_pod_seen,pod_creation_s,t_pod_scheduled,scheduling_s,node,latency_s,n_failed_attempts,n_attempts_wall,n_attempts_taint,n_attempts_other,nodes_wall_first,nodes_taint_first,block_cause,blocked,t_first_rejection,wait_s,first_rejection_msg,t_pod_running,t_pod_succeeded,t_pod_failed,startup_s,execution_s,completion_s,final_phase,tr_final_phase,timed_out
0,eval-conflicts-rho020-r0-000,issuer8,x08,2,"[""d08""]",0,0.0,0.003,0.0375,0.003,0.0345,201,True,0.0412,0.0624,24.848,nan,eval-conflicts-rho020-r0-000,0.058,0.0205,eval-conflicts-rho020-r0-000-2d4ph,0.0674,0.0094,0.0846,0.0173,kind-worker2,0.0816,0,0,0,0,0,0,none,False,nan,nan,,1.5063,22.6913,nan,1.4216,21.185,22.6883,Succeeded,Complete,False
1,eval-conflicts-rho020-r0-001,issuer3,x03,1,"[""d03""]",0,1.0,1.0007,1.0159,0.0007,0.0152,201,True,1.0201,1.0414,25.3175,nan,eval-conflicts-rho020-r0-001,1.0368,0.0209,eval-conflicts-rho020-r0-001-xndcm,1.0481,0.0112,1.063,0.0149,kind-worker3,0.0622,0,0,0,0,0,0,none,False,nan,nan,,2.0464,23.3208,nan,0.9834,21.2744,22.3201,Succeeded,Complete,False
2,eval-conflicts-rho020-r0-002,issuer4,x04,2,"[""d04""]",0,2.0,2.0015,2.015,0.0015,0.0135,201,True,2.0196,2.0478,26.7595,nan,eval-conflicts-rho020-r0-002,2.0359,0.0209,eval-conflicts-rho020-r0-002-6p5cw,2.0488,0.0128,2.0621,0.0134,kind-worker2,0.0606,0,0,0,0,0,0,none,False,nan,nan,,3.5245,24.6766,nan,1.4623,21.1522,22.6751,Succeeded,Complete,False
3,eval-conflicts-rho020-r0-003,issuer5,x05,2,"[""d05""]",0,3.0,3.0078,3.0268,0.0078,0.019,201,True,3.0301,3.0532,27.2331,nan,eval-conflicts-rho020-r0-003,3.049,0.0222,eval-conflicts-rho020-r0-003-4qbb7,3.0555,0.0064,3.0715,0.0161,kind-worker3,0.0638,0,0,0,0,0,0,none,False,nan,nan,,4.0821,25.3045,nan,1.0105,21.2225,22.2968,Succeeded,Complete,False
4,eval-conflicts-rho020-r0-004,issuer6,x06,1,"[""d06""]",0,4.0,4.0001,4.0755,0.0001,0.0754,201,True,4.0821,4.1037,27.9943,nan,eval-conflicts-rho020-r0-004,4.0961,0.0206,eval-conflicts-rho020-r0-004-dv6cr,4.1024,0.0064,4.1184,0.016,kind-worker4,0.1183,0,0,0,0,0,0,none,False,nan,nan,,4.8757,26.0994,nan,0.7572,21.2237,22.0993,Succeeded,Complete,False
5,eval-conflicts-rho020-r0-005,issuer7,x07,2,"[""d07""]",0,5.0,5.0003,5.0204,0.0003,0.0201,201,True,5.0253,5.0465,29.6157,nan,eval-conflicts-rho020-r0-005,5.0402,0.0198,eval-conflicts-rho020-r0-005-qc4zj,5.046,0.0058,5.0644,0.0184,kind-worker2,0.0641,0,0,0,0,0,0,none,False,nan,nan,,6.4588,27.7265,nan,1.3944,21.2677,22.7262,Succeeded,Complete,False
6,eval-conflicts-rho020-r0-006,issuer9,x09,2,"[""d09""]",0,6.0,6.0003,6.0142,0.0003,0.0139,201,True,6.0183,6.0415,30.0604,nan,eval-conflicts-rho020-r0-006,6.0349,0.0207,eval-conflicts-rho020-r0-006-7kxlf,6.0401,0.0052,6.0605,0.0203,kind-worker4,0.0601,0,0,0,0,0,0,none,False,nan,nan,,6.8814,28.0811,nan,0.821,21.1997,22.0808,Succeeded,Complete,False
7,eval-conflicts-rho020-r0-007,issuer2,x02,1,"[""d02""]",0,7.0,7.0003,7.0115,0.0003,0.0112,201,True,7.0151,7.0345,30.1675,nan,eval-conflicts-rho020-r0-007,7.0296,0.0182,eval-conflicts-rho020-r0-007-h66k5,7.0363,0.0067,7.0568,0.0205,kind-worker5,0.0565,0,0,0,0,0,0,none,False,nan,nan,,8.0126,29.2013,nan,0.9559,21.1887,22.201,Succeeded,Complete,False
8,eval-conflicts-rho020-r0-008,issuer4,x04,2,"[""d04""]",0,8.0,8.0003,8.0131,0.0003,0.0128,201,True,8.0169,8.0409,32.6537,nan,eval-conflicts-rho020-r0-008,8.0335,0.0204,eval-conflicts-rho020-r0-008-4vp7r,8.0391,0.0056,8.063,0.0239,kind-worker2,0.0627,0,0,0,0,0,0,none,False,nan,nan,,9.5304,30.7811,nan,1.4674,21.2507,22.7809,Succeeded,Complete,False
9,eval-conflicts-rho020-r0-009,issuer10,x10,1,"[""d10""]",0,9.0,9.0003,9.0137,0.0003,0.0134,201,True,9.0177,9.0446,33.23,nan,eval-conflicts-rho020-r0-009,9.0351,0.0214,eval-conflicts-rho020-r0-009-p4577,9.0429,0.0078,9.0657,0.0228,kind-worker3,0.0654,0,0,0,0,0,0,none,False,nan,nan,,10.064,31.4264,nan,0.9983,21.3624,22.4261,Succeeded,Complete,False
