task_id,name,issuer,context,context_degree,datasets,replica,t_submit_planned,t_submit_start,t_submit_end,submit_jitter_s,admission_s,admission_status,admitted,t_tr_pending,t_tr_scheduled,t_tr_complete,t_tr_failed,job_name,t_job_seen,translation_s,pod_name,t_pod_seen,pod_creation_s,t_pod_scheduled,scheduling_s,node,latency_s,n_failed_attempts,n_attempts_wall,n_attempts_taint,n_attempts_other,nodes_wall_first,nodes_taint_first,block_cause,blocked,t_first_rejection,wait_s,first_rejection_msg,t_pod_running,t_pod_succeeded,t_pod_failed,startup_s,execution_s,completion_s,final_phase,tr_final_phase,timed_out
0,eval-conflicts-rho040-r4-000,issuer1,x01,2,"[""d01""]",4,0.0,0.0033,0.0429,0.0033,0.0396,201,True,0.0469,0.0711,24.4782,nan,eval-conflicts-rho040-r4-000,0.0661,0.0232,eval-conflicts-rho040-r4-000-fm5lg,0.0773,0.0112,0.0951,0.0179,kind-worker2,0.0918,0,0,0,0,0,0,none,False,nan,nan,,1.1484,22.4045,nan,1.0533,21.2561,22.4012,Succeeded,Complete,False
1,eval-conflicts-rho040-r4-001,issuer10,x10,4,"[""d10""]",4,1.0,1.0004,1.0206,0.0004,0.0203,201,True,1.0251,1.0463,24.1337,nan,eval-conflicts-rho040-r4-001,1.0417,0.0211,eval-conflicts-rho040-r4-001-2zzj6,1.0517,0.01,1.0684,0.0167,kind-worker3,0.068,0,0,0,0,0,0,none,False,nan,nan,,1.8293,23.0092,nan,0.7609,21.1799,22.0089,Succeeded,Complete,False
2,eval-conflicts-rho040-r4-002,issuer10,x10,4,"[""d10""]",4,2.0,2.0002,2.0104,0.0002,0.0102,201,True,2.0155,2.0395,25.9621,nan,eval-conflicts-rho040-r4-002,2.0342,0.0238,eval-conflicts-rho040-r4-002-bgbdx,2.0433,0.0091,2.0612,0.0179,kind-worker3,0.061,0,0,0,0,0,0,none,False,nan,nan,,2.8538,24.1044,nan,0.7927,21.2506,22.1042,Succeeded,Complete,False
3,eval-conflicts-rho040-r4-003,issuer10,x10,4,"[""d10""]",4,3.0,3.1013,3.141,0.1013,0.0397,201,True,3.1735,3.1991,26.9696,nan,eval-conflicts-rho040-r4-003,3.1919,0.0509,eval-conflicts-rho040-r4-003-dhz4x,3.199,0.0071,3.2152,0.0162,kind-worker4,0.1139,0,0,0,0,0,0,none,False,nan,nan,,3.8361,25.0515,nan,0.6209,21.2154,21.9502,Succeeded,Complete,False
4,eval-conflicts-rho040-r4-004,issuer2,x02,5,"[""d02""]",4,4.0,4.0011,4.0156,0.0011,0.0145,201,True,4.0217,4.0489,28.4759,nan,eval-conflicts-rho040-r4-004,4.0409,0.0253,eval-conflicts-rho040-r4-004-nfkgt,4.0504,0.0095,4.073,0.0226,kind-worker2,0.0719,0,0,0,0,0,0,none,False,nan,nan,,5.1779,26.3825,nan,1.1049,21.2046,22.3814,Succeeded,Complete,False
5,eval-conflicts-rho040-r4-005,issuer1,x01,2,"[""d01""]",4,5.0,5.0004,5.0088,0.0004,0.0084,201,True,5.0124,5.0396,29.3337,nan,eval-conflicts-rho040-r4-005,5.0301,0.0212,eval-conflicts-rho040-r4-005-nrkjc,5.0381,0.008,5.0591,0.021,kind-worker2,0.0587,0,0,0,0,0,0,none,False,nan,nan,,6.1623,27.4159,nan,1.1032,21.2536,22.4154,Succeeded,Complete,False
6,eval-conflicts-rho040-r4-006,issuer1,x01,2,"[""d01""]",4,6.0,6.0006,6.0091,0.0006,0.0085,201,True,6.021,6.0411,30.2411,nan,eval-conflicts-rho040-r4-006,6.0354,0.0263,eval-conflicts-rho040-r4-006-mq4d4,6.0439,0.0084,6.0656,0.0217,kind-worker5,0.065,0,0,0,0,0,0,none,False,nan,nan,,6.8896,28.1093,nan,0.824,21.2197,22.1087,Succeeded,Complete,False
7,eval-conflicts-rho040-r4-007,issuer5,x05,4,"[""d05""]",4,7.0,7.0005,7.0157,0.0005,0.0151,201,True,7.0199,7.0463,31.1324,nan,eval-conflicts-rho040-r4-007,7.0386,0.0229,eval-conflicts-rho040-r4-007-ljdf6,7.044,0.0054,7.0685,0.0245,kind-worker4,0.068,0,0,0,0,0,0,none,False,nan,nan,,7.8444,29.0888,nan,0.7758,21.2444,22.0883,Succeeded,Complete,False
8,eval-conflicts-rho040-r4-008,issuer4,x04,3,"[""d04""]",4,8.0,8.0005,8.0243,0.0005,0.0239,201,True,8.0294,8.1417,32.9705,nan,eval-conflicts-rho040-r4-008,8.0444,0.02,eval-conflicts-rho040-r4-008-rkz6r,8.1432,0.0988,8.1671,0.0239,kind-worker3,0.1666,0,0,0,0,0,0,none,False,nan,nan,,9.8588,31.0462,nan,1.6917,21.1874,23.0457,Succeeded,Complete,False
9,eval-conflicts-rho040-r4-009,issuer7,x07,3,"[""d07""]",4,9.0,9.0001,9.1113,0.0001,0.1112,201,True,9.1168,9.139,33.3149,nan,eval-conflicts-rho040-r4-009,9.1331,0.0218,eval-conflicts-rho040-r4-009-7b8kw,9.1433,0.0102,9.3192,0.1759,kind-worker2,0.3191,0,0,0,0,0,0,none,False,nan,nan,,10.1925,31.3717,nan,0.8733,21.1793,22.3717,Succeeded,Complete,False
