task_id,name,issuer,context,context_degree,datasets,replica,t_submit_planned,t_submit_start,t_submit_end,submit_jitter_s,admission_s,admission_status,admitted,t_tr_pending,t_tr_scheduled,t_tr_complete,t_tr_failed,job_name,t_job_seen,translation_s,pod_name,t_pod_seen,pod_creation_s,t_pod_scheduled,scheduling_s,node,latency_s,n_failed_attempts,n_attempts_wall,n_attempts_taint,n_attempts_other,nodes_wall_first,nodes_taint_first,block_cause,blocked,t_first_rejection,wait_s,first_rejection_msg,t_pod_running,t_pod_succeeded,t_pod_failed,startup_s,execution_s,completion_s,final_phase,tr_final_phase,timed_out
0,eval-sanitize-10-r2-000,issuer9,x09,3,"[""d09""]",2,0.0,0.0068,0.1469,0.0068,0.1401,201,True,0.1527,0.196,24.7021,nan,eval-sanitize-10-r2-000,0.1846,0.0377,eval-sanitize-10-r2-000-68wn5,0.2158,0.0313,0.2635,0.0476,kind-worker3,0.2567,0,0,0,0,0,0,none,False,nan,nan,,1.381,22.6713,nan,1.1175,21.2903,22.6645,Succeeded,Complete,False
1,eval-sanitize-10-r2-001,issuer8,x08,5,"[""d08""]",2,1.0,1.0015,1.0707,0.0015,0.0692,201,True,1.0771,1.1164,24.6963,nan,eval-sanitize-10-r2-001,1.1032,0.0325,eval-sanitize-10-r2-001-kmdsl,1.1132,0.01,1.1409,0.0278,kind-worker,0.1395,0,0,0,0,0,0,none,False,nan,nan,,2.4402,23.6481,nan,1.2993,21.2079,22.6466,Succeeded,Complete,False
2,eval-sanitize-10-r2-002,issuer8,x08,5,"[""d08""]",2,2.0,2.0023,2.0225,0.0023,0.0201,201,True,2.0342,2.0804,25.8101,nan,eval-sanitize-10-r2-002,2.0573,0.0349,eval-sanitize-10-r2-002-bb2lh,2.0721,0.0147,2.1154,0.0433,kind-worker5,0.113,0,0,0,0,0,0,none,False,nan,nan,,3.4546,24.6645,nan,1.3393,21.2098,22.6621,Succeeded,Complete,False
3,eval-sanitize-10-r2-003,issuer5,x05,7,"[""d05""]",2,3.0,3.0027,3.0362,0.0027,0.0335,201,True,3.0422,3.082,27.6515,nan,eval-sanitize-10-r2-003,3.0717,0.0355,eval-sanitize-10-r2-003-5c8ph,3.0847,0.0131,3.1397,0.055,kind-worker3,0.137,0,0,0,0,0,0,none,False,nan,nan,,4.3847,25.6105,nan,1.245,21.2258,22.6079,Succeeded,Complete,False
4,eval-sanitize-10-r2-004,issuer9,x09,3,"[""d09""]",2,4.0,4.0003,4.0138,0.0003,0.0135,201,True,4.0233,4.0565,28.568,nan,eval-sanitize-10-r2-004,4.0438,0.03,eval-sanitize-10-r2-004-7kjx4,4.0633,0.0195,4.0894,0.0261,kind-worker2,0.0891,0,0,0,0,0,0,none,False,nan,nan,,5.4879,26.4849,nan,1.3985,20.997,22.4846,Succeeded,Complete,False
5,eval-sanitize-10-r2-005,issuer6,x06,3,"[""d06""]",2,5.0,5.001,5.022,0.001,0.021,201,True,5.0324,5.0687,29.5714,nan,eval-sanitize-10-r2-005,5.0552,0.0332,eval-sanitize-10-r2-005-5xrkr,5.0671,0.0119,5.103,0.0359,kind-worker5,0.102,0,0,0,0,0,0,none,False,nan,nan,,6.4941,27.6647,nan,1.3911,21.1707,22.6637,Succeeded,Complete,False
6,eval-sanitize-10-r2-006,issuer9,x09,3,"[""d09""]",2,6.0,6.0333,6.0626,0.0333,0.0293,201,True,6.0721,6.1013,30.4188,nan,eval-sanitize-10-r2-006,6.0909,0.0284,eval-sanitize-10-r2-006-9mmm7,6.1043,0.0134,6.1248,0.0205,kind-worker2,0.0915,0,0,0,0,0,0,none,False,nan,nan,,7.4512,28.551,nan,1.3265,21.0997,22.5177,Succeeded,Complete,False
7,eval-sanitize-10-r2-007,issuer2,x02,6,"[""d02""]",2,7.0,7.0013,7.1446,0.0013,0.1433,201,True,7.1515,7.1858,31.4185,nan,eval-sanitize-10-r2-007,7.1781,0.0335,eval-sanitize-10-r2-007-t2b5v,7.196,0.0179,7.2124,0.0164,kind-worker2,0.2111,0,0,0,0,0,0,none,False,nan,nan,,8.3895,29.5408,nan,1.1771,21.1512,22.5394,Succeeded,Complete,False
8,eval-sanitize-10-r2-008,issuer9,x09,3,"[""d09""]",2,8.0,8.0012,8.1021,0.0012,0.1008,201,True,8.1083,8.1392,32.0862,nan,eval-sanitize-10-r2-008,8.1293,0.0273,eval-sanitize-10-r2-008-vrv7k,8.139,0.0097,8.1558,0.0168,kind-worker4,0.1546,0,0,0,0,0,0,none,False,nan,nan,,9.844,30.0978,nan,1.6881,20.2538,22.0965,Succeeded,Complete,False
9,eval-sanitize-10-r2-009,issuer7,x07,4,"[""d07""]",2,9.0,9.0022,9.0283,0.0022,0.0261,201,True,9.0369,9.0764,33.7981,nan,eval-sanitize-10-r2-009,9.0581,0.0298,eval-sanitize-10-r2-009-7mjhg,9.0763,0.0182,9.0866,0.0103,kind-worker5,0.0844,0,0,0,0,0,0,none,False,nan,nan,,10.4764,31.7259,nan,1.3898,21.2495,22.7238,Succeeded,Complete,False
10,eval-sanitize-10-r2-010,issuer10,x10,5,"[""d10""]",2,10.0,10.0003,10.0301,0.0003,0.0298,201,True,10.0373,10.0665,48.7566,nan,eval-sanitize-10-r2-010,10.0622,0.0321,eval-sanitize-10-r2-010-5cjh6,10.0748,0.0126,24.5894,14.5146,kind-worker,14.5892,1,0,1,0,0,6,taint,True,10.0816,14.5079,"0/6 nodes are available: 6 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/6 nodes are available: 6 Preemption is not helpful for scheduling.",25.5039,46.9141,nan,0.9145,21.4101,36.9138,Succeeded,Complete,False
11,eval-sanitize-10-r2-011,issuer5,x05,7,"[""d05""]",2,11.0,11.0003,11.0099,0.0003,0.0097,201,True,11.0176,11.0492,49.7036,nan,eval-sanitize-10-r2-011,11.0365,0.0266,eval-sanitize-10-r2-011-vs4gp,11.0479,0.0114,24.6019,13.554,kind-worker,13.6016,1,0,1,0,0,6,taint,True,11.0544,13.5475,"0/6 nodes are available: 6 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/6 nodes are available: 6 Preemption is not helpful for scheduling.",26.5129,47.7649,nan,1.911,21.252,36.7646,Succeeded,Complete,False
12,eval-sanitize-10-r2-012,issuer1,x01,2,"[""d01""]",2,12.0,12.0005,12.1364,0.0005,0.1359,201,True,12.1424,12.1746,60.1591,nan,eval-sanitize-10-r2-012,12.1645,0.0281,eval-sanitize-10-r2-012-pw7q9,12.1745,0.0099,34.6359,22.4614,kind-worker3,22.6353,4,3,4,0,0,6,mixed,True,12.1809,22.455,"0/6 nodes are available: 6 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/6 nodes are available: 6 Preemption is not helpful for scheduling.",35.5327,57.1359,nan,0.8968,21.6032,45.1354,Succeeded,Complete,False
13,eval-sanitize-10-r2-013,issuer3,x03,5,"[""d03""]",2,13.0,13.0005,13.0206,0.0005,0.0201,201,True,13.0252,13.053,62.1734,nan,eval-sanitize-10-r2-013,13.0475,0.0269,eval-sanitize-10-r2-013-tgn6n,13.0622,0.0147,34.7117,21.6495,kind-worker3,21.7112,4,3,4,0,0,6,mixed,True,13.0693,21.6425,"0/6 nodes are available: 6 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/6 nodes are available: 6 Preemption is not helpful for scheduling.",35.6396,58.0987,nan,0.9278,22.4591,45.0982,Succeeded,Complete,False
14,eval-sanitize-10-r2-014,issuer1,x01,2,"[""d01""]",2,14.0,14.0004,14.0286,0.0004,0.0282,201,True,14.0335,14.0685,60.1856,nan,eval-sanitize-10-r2-014,14.0551,0.0266,eval-sanitize-10-r2-014-qzcrw,14.0682,0.0131,34.7375,20.6693,kind-worker3,20.7371,4,3,4,0,0,6,mixed,True,14.0772,20.6603,"0/6 nodes are available: 6 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/6 nodes are available: 6 Preemption is not helpful for scheduling.",35.6663,57.1476,nan,0.9288,21.4813,43.1472,Succeeded,Complete,False
