t_recv,node,sanitizing,lambda_size,lambda
0.0248,kind-control-plane,False,0,[]
0.0273,kind-worker,False,0,[]
0.0286,kind-worker2,False,0,[]
0.0298,kind-worker3,False,0,[]
0.031,kind-worker4,False,0,[]
0.0322,kind-worker5,False,0,[]
0.1138,kind-worker2,False,1,"[""x08""]"
0.1244,kind-worker2,False,1,"[""x08""]"
0.8508,kind-worker2,True,1,"[""x08""]"
0.8577,kind-worker2,True,1,"[""x08""]"
0.8709,kind-worker2,True,1,"[""x08""]"
1.0764,kind-worker3,False,1,"[""x03""]"
1.0883,kind-worker3,False,1,"[""x03""]"
2.0768,kind-worker3,False,2,"[""x03"", ""x04""]"
2.0873,kind-worker3,False,2,"[""x03"", ""x04""]"
3.0676,kind-worker4,False,1,"[""x05""]"
3.0873,kind-worker4,False,1,"[""x05""]"
4.072,kind-worker5,False,1,"[""x06""]"
4.0847,kind-worker5,False,1,"[""x06""]"
5.0207,kind-worker5,True,1,"[""x06""]"
5.0351,kind-worker5,True,1,"[""x06""]"
5.0786,kind-worker4,False,2,"[""x05"", ""x07""]"
5.1288,kind-worker4,False,2,"[""x05"", ""x07""]"
6.0641,kind-worker,False,1,"[""x09""]"
6.0752,kind-worker,False,1,"[""x09""]"
6.3732,kind-worker4,True,2,"[""x05"", ""x07""]"
6.3894,kind-worker4,True,2,"[""x05"", ""x07""]"
7.0098,kind-worker5,True,1,"[""x06""]"
7.0618,kind-worker3,False,3,"[""x02"", ""x03"", ""x04""]"
7.0713,kind-worker3,False,3,"[""x02"", ""x03"", ""x04""]"
9.0709,kind-worker3,False,4,"[""x02"", ""x03"", ""x04"", ""x10""]"
9.081,kind-worker3,False,4,"[""x02"", ""x03"", ""x04"", ""x10""]"
10.0646,kind-worker,False,2,"[""x09"", ""x10""]"
10.0756,kind-worker,False,2,"[""x09"", ""x10""]"
11.1061,kind-worker,False,3,"[""x08"", ""x09"", ""x10""]"
11.117,kind-worker,False,3,"[""x08"", ""x09"", ""x10""]"
12.5199,kind-worker,True,3,"[""x08"", ""x09"", ""x10""]"
12.5314,kind-worker,True,3,"[""x08"", ""x09"", ""x10""]"
21.0346,kind-worker3,True,4,"[""x02"", ""x03"", ""x04"", ""x10""]"
21.05,kind-worker3,True,4,"[""x02"", ""x03"", ""x04"", ""x10""]"
41.0613,kind-worker2,True,0,[]
41.144,kind-worker2,True,0,[]
41.1542,kind-worker2,False,0,[]
41.1708,kind-worker2,False,1,"[""x01""]"
41.2034,kind-worker2,False,2,"[""x01"", ""x06""]"
41.2772,kind-worker2,False,2,"[""x01"", ""x06""]"
41.2811,kind-worker3,True,0,[]
41.3013,kind-worker2,False,3,"[""x01"", ""x06"", ""x09""]"
41.3276,kind-worker2,False,3,"[""x01"", ""x06"", ""x09""]"
41.335,kind-worker3,False,0,[]
41.3377,kind-worker2,False,3,"[""x01"", ""x06"", ""x09""]"
41.3415,kind-worker3,False,0,[]
41.3742,kind-worker3,False,1,"[""x05""]"
41.466,kind-worker3,False,1,"[""x05""]"
41.4982,kind-worker2,False,4,"[""x01"", ""x03"", ""x06"", ""x09""]"
41.5016,kind-worker3,False,1,"[""x05""]"
41.513,kind-worker2,False,4,"[""x01"", ""x03"", ""x06"", ""x09""]"
41.5644,kind-worker3,False,2,"[""x05"", ""x08""]"
41.5789,kind-worker3,False,2,"[""x05"", ""x08""]"
41.6308,kind-worker3,False,3,"[""x05"", ""x08"", ""x10""]"
41.642,kind-worker3,False,3,"[""x05"", ""x08"", ""x10""]"
41.6675,kind-worker3,False,4,"[""x02"", ""x05"", ""x08"", ""x10""]"
41.6838,kind-worker3,False,4,"[""x02"", ""x05"", ""x08"", ""x10""]"
41.7572,kind-worker3,False,5,"[""x02"", ""x05"", ""x07"", ""x08"", ""x10""]"
41.7727,kind-worker3,False,5,"[""x02"", ""x05"", ""x07"", ""x08"", ""x10""]"
45.2891,kind-worker5,True,0,[]
45.3021,kind-worker5,False,0,[]
45.3097,kind-worker5,False,0,[]
45.3191,kind-worker5,False,0,[]
45.4573,kind-worker5,False,1,"[""x04""]"
45.4658,kind-worker5,False,1,"[""x04""]"
46.5269,kind-worker4,True,0,[]
46.6963,kind-worker4,True,0,[]
46.7167,kind-worker4,False,0,[]
46.7317,kind-worker4,False,0,[]
47.3082,kind-worker4,False,1,"[""x09""]"
47.3188,kind-worker4,False,1,"[""x09""]"
48.094,kind-worker4,False,2,"[""x05"", ""x09""]"
48.1048,kind-worker4,False,2,"[""x05"", ""x09""]"
50.112,kind-worker4,False,3,"[""x05"", ""x09"", ""x10""]"
50.1223,kind-worker4,False,3,"[""x05"", ""x09"", ""x10""]"
51.0668,kind-worker4,False,4,"[""x05"", ""x08"", ""x09"", ""x10""]"
51.077,kind-worker4,False,4,"[""x05"", ""x08"", ""x09"", ""x10""]"
52.8382,kind-worker,True,0,[]
52.8518,kind-worker,False,0,[]
52.8614,kind-worker,False,0,[]
52.8727,kind-worker,False,0,[]
53.071,kind-worker,False,1,"[""x07""]"
53.0792,kind-worker,False,1,"[""x07""]"
57.133,kind-worker5,False,2,"[""x04"", ""x08""]"
57.1438,kind-worker5,False,2,"[""x04"", ""x08""]"
59.1755,kind-worker,False,2,"[""x07"", ""x10""]"
59.1854,kind-worker,False,2,"[""x07"", ""x10""]"
60.0217,kind-control-plane,False,0,[]
60.0247,kind-worker,False,2,"[""x07"", ""x10""]"
60.0283,kind-worker2,False,4,"[""x01"", ""x03"", ""x06"", ""x09""]"
60.0313,kind-worker3,False,5,"[""x02"", ""x05"", ""x07"", ""x08"", ""x10""]"
60.0361,kind-worker4,False,4,"[""x05"", ""x08"", ""x09"", ""x10""]"
60.0393,kind-worker5,False,2,"[""x04"", ""x08""]"
60.2004,kind-worker,False,3,"[""x05"", ""x07"", ""x10""]"
60.2127,kind-worker,False,3,"[""x05"", ""x07"", ""x10""]"
61.249,kind-worker2,True,4,"[""x01"", ""x03"", ""x06"", ""x09""]"
61.2623,kind-worker2,True,4,"[""x01"", ""x03"", ""x06"", ""x09""]"
61.4774,kind-worker3,True,5,"[""x02"", ""x05"", ""x07"", ""x08"", ""x10""]"
61.4924,kind-worker3,True,5,"[""x02"", ""x05"", ""x07"", ""x08"", ""x10""]"
65.3809,kind-worker5,True,2,"[""x04"", ""x08""]"
65.4019,kind-worker5,True,2,"[""x04"", ""x08""]"
66.5943,kind-worker,False,4,"[""x05"", ""x07"", ""x08"", ""x10""]"
66.6048,kind-worker,False,4,"[""x05"", ""x07"", ""x08"", ""x10""]"
66.8844,kind-worker4,True,4,"[""x05"", ""x08"", ""x09"", ""x10""]"
66.8975,kind-worker4,True,4,"[""x05"", ""x08"", ""x09"", ""x10""]"
72.8865,kind-worker,True,4,"[""x05"", ""x07"", ""x08"", ""x10""]"
72.8992,kind-worker,True,4,"[""x05"", ""x07"", ""x08"", ""x10""]"
81.5775,kind-worker2,True,0,[]
81.6654,kind-worker2,True,0,[]
81.6791,kind-worker2,False,0,[]
81.6991,kind-worker2,False,1,"[""x04""]"
81.7807,kind-worker2,False,2,"[""x04"", ""x10""]"
81.8073,kind-worker2,False,3,"[""x04"", ""x07"", ""x10""]"
82.1186,kind-worker2,False,3,"[""x04"", ""x07"", ""x10""]"
82.1227,kind-worker3,True,0,[]
82.1401,kind-worker2,False,3,"[""x04"", ""x07"", ""x10""]"
82.1674,kind-worker3,False,0,[]
82.2287,kind-worker3,False,0,[]
82.2464,kind-worker3,False,0,[]
82.2576,kind-worker3,False,1,"[""x03""]"
82.2719,kind-worker3,False,1,"[""x03""]"
82.335,kind-worker3,False,2,"[""x03"", ""x06""]"
82.3516,kind-worker3,False,2,"[""x03"", ""x06""]"
82.4484,kind-worker3,False,3,"[""x01"", ""x03"", ""x06""]"
82.4595,kind-worker3,False,3,"[""x01"", ""x03"", ""x06""]"
82.4687,kind-worker3,False,4,"[""x01"", ""x03"", ""x06"", ""x09""]"
82.4789,kind-worker3,False,4,"[""x01"", ""x03"", ""x06"", ""x09""]"
85.6689,kind-worker5,True,0,[]
85.6825,kind-worker5,True,0,[]
85.6935,kind-worker5,False,0,[]
85.8181,kind-worker5,False,0,[]
85.8278,kind-worker5,False,1,"[""x05""]"
85.8404,kind-worker5,False,1,"[""x05""]"
86.0853,kind-worker5,False,2,"[""x05"", ""x07""]"
86.0966,kind-worker5,False,2,"[""x05"", ""x07""]"
87.0664,kind-worker4,True,0,[]
87.0795,kind-worker4,True,0,[]
87.0919,kind-worker4,False,0,[]
87.1198,kind-worker5,False,3,"[""x05"", ""x07"", ""x10""]"
87.1628,kind-worker4,False,0,[]
87.1643,kind-worker5,False,3,"[""x05"", ""x07"", ""x10""]"
88.0737,kind-worker4,False,1,"[""x05""]"
88.0838,kind-worker4,False,1,"[""x05""]"
90.234,kind-worker4,False,2,"[""x05"", ""x07""]"
90.2444,kind-worker4,False,2,"[""x05"", ""x07""]"
92.0871,kind-worker5,False,4,"[""x02"", ""x05"", ""x07"", ""x10""]"
92.0973,kind-worker5,False,4,"[""x02"", ""x05"", ""x07"", ""x10""]"
95.1858,kind-worker4,False,3,"[""x02"", ""x05"", ""x07""]"
95.1963,kind-worker4,False,3,"[""x02"", ""x05"", ""x07""]"
101.9719,kind-worker2,True,3,"[""x04"", ""x07"", ""x10""]"
101.9854,kind-worker2,True,3,"[""x04"", ""x07"", ""x10""]"
102.2694,kind-worker3,True,4,"[""x01"", ""x03"", ""x06"", ""x09""]"
102.281,kind-worker3,True,4,"[""x01"", ""x03"", ""x06"", ""x09""]"
