task_id,name,issuer,context,context_degree,datasets,replica,t_submit_planned,t_submit_start,t_submit_end,submit_jitter_s,admission_s,admission_status,admitted,t_tr_pending,t_tr_scheduled,t_tr_complete,t_tr_failed,job_name,t_job_seen,translation_s,pod_name,t_pod_seen,pod_creation_s,t_pod_scheduled,scheduling_s,node,latency_s,n_failed_attempts,n_attempts_wall,n_attempts_taint,n_attempts_other,nodes_wall_first,nodes_taint_first,block_cause,blocked,t_first_rejection,wait_s,first_rejection_msg,t_pod_running,t_pod_succeeded,t_pod_failed,startup_s,execution_s,completion_s,final_phase,tr_final_phase,timed_out
0,eval-conflicts-rho020-r8-000,issuer3,x03,2,"[""d03""]",8,0.0,0.0028,0.0236,0.0028,0.0207,201,True,0.0279,0.0477,14.1983,nan,eval-conflicts-rho020-r8-000,0.0431,0.0196,eval-conflicts-rho020-r8-000-6jvlp,0.0709,0.0278,0.08,0.0091,kind-worker5,0.0771,0,0,0,0,0,0,none,False,nan,nan,,1.1315,12.2497,nan,1.0516,11.1181,12.2468,Succeeded,Complete,False
1,eval-conflicts-rho020-r8-001,issuer2,x02,1,"[""d02""]",8,1.0,1.0069,1.018,0.0069,0.0112,201,True,1.0216,1.0473,14.7502,nan,eval-conflicts-rho020-r8-001,1.0387,0.0207,eval-conflicts-rho020-r8-001-dv7xk,1.0463,0.0076,1.0651,0.0188,kind-worker2,0.0582,0,0,0,0,0,0,none,False,nan,nan,,1.6874,12.8014,nan,0.6223,11.1141,11.7946,Succeeded,Complete,False
2,eval-conflicts-rho020-r8-002,issuer8,x08,4,"[""d08""]",8,2.0,2.0062,2.0158,0.0062,0.0096,201,True,2.0203,2.0423,16.1017,nan,eval-conflicts-rho020-r8-002,2.0347,0.0189,eval-conflicts-rho020-r8-002-m8l4f,2.0422,0.0075,2.0602,0.018,kind-worker,0.054,0,0,0,0,0,0,none,False,nan,nan,,3.0454,14.2048,nan,0.9852,11.1593,12.1986,Succeeded,Complete,False
3,eval-conflicts-rho020-r8-003,issuer6,x06,1,"[""d06""]",8,3.0,3.0007,3.0221,0.0007,0.0214,201,True,3.0253,3.0552,17.2106,nan,eval-conflicts-rho020-r8-003,3.0442,0.0221,eval-conflicts-rho020-r8-003-hk9hm,3.0576,0.0134,3.0706,0.013,kind-worker5,0.0699,0,0,0,0,0,0,none,False,nan,nan,,4.1367,15.2835,nan,1.0661,11.1468,12.2827,Succeeded,Complete,False
4,eval-conflicts-rho020-r8-004,issuer4,x04,2,"[""d04""]",8,4.0,4.0003,4.009,0.0003,0.0087,201,True,4.0127,4.0337,17.7675,nan,eval-conflicts-rho020-r8-004,4.0277,0.0188,eval-conflicts-rho020-r8-004-4dz87,4.0335,0.0058,4.0476,0.014,kind-worker2,0.0473,0,0,0,0,0,0,none,False,nan,nan,,4.7034,15.8066,nan,0.6558,11.1032,11.8064,Succeeded,Complete,False
5,eval-conflicts-rho020-r8-005,issuer4,x04,2,"[""d04""]",8,5.0,5.0002,5.0198,0.0002,0.0196,201,True,5.0245,5.0464,19.2187,nan,eval-conflicts-rho020-r8-005,5.0393,0.0195,eval-conflicts-rho020-r8-005-7p5xd,5.0463,0.007,5.0608,0.0145,kind-worker5,0.0606,0,0,0,0,0,0,none,False,nan,nan,,6.1435,17.3086,nan,1.0827,11.1651,12.3084,Succeeded,Complete,False
6,eval-conflicts-rho020-r8-006,issuer8,x08,4,"[""d08""]",8,6.0,6.0004,6.0082,0.0004,0.0078,201,True,6.012,6.0324,20.0431,nan,eval-conflicts-rho020-r8-006,6.0278,0.0196,eval-conflicts-rho020-r8-006-7tc7l,6.035,0.0073,6.0438,0.0087,kind-worker4,0.0433,0,0,0,0,0,0,none,False,nan,nan,,6.9397,18.065,nan,0.8959,11.1254,12.0646,Succeeded,Complete,False
7,eval-conflicts-rho020-r8-007,issuer8,x08,4,"[""d08""]",8,7.0,7.0002,7.0082,0.0002,0.0079,201,True,7.012,7.035,21.0961,nan,eval-conflicts-rho020-r8-007,7.0284,0.0202,eval-conflicts-rho020-r8-007-sk6gb,7.0336,0.0052,7.0485,0.015,kind-worker4,0.0483,0,0,0,0,0,0,none,False,nan,nan,,7.946,19.1598,nan,0.8975,11.2137,12.1595,Succeeded,Complete,False
8,eval-conflicts-rho020-r8-008,issuer3,x03,2,"[""d03""]",8,8.0,8.0002,8.0134,0.0002,0.0132,201,True,8.0196,8.0421,22.4797,nan,eval-conflicts-rho020-r8-008,8.0344,0.021,eval-conflicts-rho020-r8-008-69bn8,8.0419,0.0075,8.0544,0.0125,kind-worker3,0.0543,0,0,0,0,0,0,none,False,nan,nan,,9.4101,20.5767,nan,1.3557,11.1666,12.5765,Succeeded,Complete,False
9,eval-conflicts-rho020-r8-009,issuer8,x08,4,"[""d08""]",8,9.0,9.0004,9.0196,0.0004,0.0192,201,True,9.0242,9.0491,23.0603,nan,eval-conflicts-rho020-r8-009,9.0404,0.0208,eval-conflicts-rho020-r8-009-vk7w9,9.049,0.0086,9.0606,0.0117,kind-worker4,0.0603,0,0,0,0,0,0,none,False,nan,nan,,9.9532,21.0674,nan,0.8925,11.1142,12.0671,Succeeded,Complete,False
