task_id,name,issuer,context,context_degree,datasets,replica,t_submit_planned,t_submit_start,t_submit_end,submit_jitter_s,admission_s,admission_status,admitted,t_tr_pending,t_tr_scheduled,t_tr_complete,t_tr_failed,job_name,t_job_seen,translation_s,pod_name,t_pod_seen,pod_creation_s,t_pod_scheduled,scheduling_s,node,latency_s,n_failed_attempts,n_attempts_wall,n_attempts_taint,n_attempts_other,nodes_wall_first,nodes_taint_first,block_cause,blocked,t_first_rejection,wait_s,first_rejection_msg,t_pod_running,t_pod_succeeded,t_pod_failed,startup_s,execution_s,completion_s,final_phase,tr_final_phase,timed_out
0,eval-conflicts-rho030-r4-000,issuer9,x09,2,"[""d09""]",4,0.0,0.0037,0.0625,0.0037,0.0588,201,True,0.0729,0.0997,24.3768,nan,eval-conflicts-rho030-r4-000,0.0933,0.0308,eval-conflicts-rho030-r4-000-zfmtq,0.1093,0.0159,0.1231,0.0138,kind-worker2,0.1194,0,0,0,0,0,0,none,False,nan,nan,,1.151,22.3969,nan,1.0279,21.2459,22.3932,Succeeded,Complete,False
1,eval-conflicts-rho030-r4-001,issuer1,x01,5,"[""d01""]",4,1.0,1.0008,1.1034,0.0008,0.1027,201,True,1.1051,1.1385,25.4096,nan,eval-conflicts-rho030-r4-001,1.1189,0.0155,eval-conflicts-rho030-r4-001-nhv9v,1.1444,0.0255,1.1593,0.0149,kind-worker2,0.1585,0,0,0,0,0,0,none,False,nan,nan,,2.1655,23.4216,nan,1.0062,21.2561,22.4208,Succeeded,Complete,False
2,eval-conflicts-rho030-r4-002,issuer2,x02,1,"[""d02""]",4,2.0,2.001,2.0868,0.001,0.0859,201,True,2.0932,2.1286,25.2285,nan,eval-conflicts-rho030-r4-002,2.1113,0.0245,eval-conflicts-rho030-r4-002-lft9p,2.1324,0.0211,2.1459,0.0135,kind-worker3,0.145,0,0,0,0,0,0,none,False,nan,nan,,2.8873,24.1036,nan,0.7413,21.2163,22.1026,Succeeded,Complete,False
3,eval-conflicts-rho030-r4-003,issuer7,x07,3,"[""d07""]",4,3.0,3.0049,3.077,0.0049,0.072,201,True,3.1061,3.1406,27.1222,nan,eval-conflicts-rho030-r4-003,3.1224,0.0455,eval-conflicts-rho030-r4-003-qzbcq,3.1392,0.0168,3.1576,0.0184,kind-worker3,0.1527,0,0,0,0,0,0,none,False,nan,nan,,3.9711,25.1862,nan,0.8135,21.2151,22.1813,Succeeded,Complete,False
4,eval-conflicts-rho030-r4-004,issuer9,x09,2,"[""d09""]",4,4.0,4.0003,4.118,0.0003,0.1177,201,True,4.1243,4.1559,28.3363,nan,eval-conflicts-rho030-r4-004,4.1444,0.0264,eval-conflicts-rho030-r4-004-xf5c6,4.1554,0.011,4.1777,0.0223,kind-worker2,0.1774,0,0,0,0,0,0,none,False,nan,nan,,5.174,26.3509,nan,0.9963,21.1769,22.3506,Succeeded,Complete,False
5,eval-conflicts-rho030-r4-005,issuer5,x05,4,"[""d05""]",4,5.0,5.0003,5.1643,0.0003,0.164,201,True,5.1742,5.201,29.7265,nan,eval-conflicts-rho030-r4-005,5.1902,0.0259,eval-conflicts-rho030-r4-005-b9wth,5.2006,0.0104,5.2218,0.0212,kind-worker4,0.2215,0,0,0,0,0,0,none,False,nan,nan,,6.5978,27.8504,nan,1.376,21.2525,22.85,Succeeded,Complete,False
6,eval-conflicts-rho030-r4-006,issuer3,x03,3,"[""d03""]",4,6.0,6.0004,6.1352,0.0004,0.1349,201,True,6.1397,6.1712,30.6571,nan,eval-conflicts-rho030-r4-006,6.1603,0.0251,eval-conflicts-rho030-r4-006-7z62m,6.1711,0.0108,6.1966,0.0256,kind-worker5,0.1963,0,0,0,0,0,0,none,False,nan,nan,,7.4611,28.7123,nan,1.2645,21.2513,22.712,Succeeded,Complete,False
7,eval-conflicts-rho030-r4-007,issuer6,x06,3,"[""d06""]",4,7.0,7.0004,7.0192,0.0004,0.0189,201,True,7.0242,7.0514,31.1645,nan,eval-conflicts-rho030-r4-007,7.0415,0.0223,eval-conflicts-rho030-r4-007-wsnhh,7.0527,0.0112,7.0791,0.0264,kind-worker3,0.0787,0,0,0,0,0,0,none,False,nan,nan,,7.9005,29.1403,nan,0.8214,21.2397,22.1399,Succeeded,Complete,False
8,eval-conflicts-rho030-r4-008,issuer7,x07,3,"[""d07""]",4,8.0,8.0005,8.0328,0.0005,0.0324,201,True,8.0374,8.0684,32.6702,nan,eval-conflicts-rho030-r4-008,8.0565,0.0236,eval-conflicts-rho030-r4-008-2cbwt,8.0683,0.0118,8.2352,0.167,kind-worker4,0.2348,0,0,0,0,0,0,none,False,nan,nan,,9.4875,30.6687,nan,1.2522,21.1812,22.6683,Succeeded,Complete,False
9,eval-conflicts-rho030-r4-009,issuer3,x03,3,"[""d03""]",4,9.0,9.0002,9.1209,0.0002,0.1207,201,True,9.1254,9.1554,34.4542,nan,eval-conflicts-rho030-r4-009,9.1431,0.0222,eval-conflicts-rho030-r4-009-q2pdq,9.1579,0.0147,9.3085,0.1506,kind-worker2,0.3083,0,0,0,0,0,0,none,False,nan,nan,,11.3679,32.4363,nan,2.0594,21.0684,23.4361,Succeeded,Complete,False
