t_recv,kind,type,name,detail
0.0212,Node,ADDED,kind-control-plane,taints=1
0.0229,Node,ADDED,kind-worker,taints=0
0.0242,Node,ADDED,kind-worker2,taints=0
0.0255,Node,ADDED,kind-worker3,taints=0
0.0268,Node,ADDED,kind-worker4,taints=0
0.0285,Node,ADDED,kind-worker5,taints=0
0.0597,Event,ADDED,eval-image-prepull-552k2.18d4b290939d66c9,reason=Scheduled count=1 msg=Successfully assigned compute/eval-image-prepull-552k2 to kind-worker3
0.0602,Event,ADDED,eval-image-prepull-552k2.18d4b290b3630153,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.0604,Event,ADDED,eval-image-prepull-552k2.18d4b290b621b19c,reason=Created count=1 msg=Created container: pause
0.0606,Event,ADDED,eval-image-prepull-552k2.18d4b290bb0dadcb,reason=Started count=1 msg=Started container pause
0.0608,Event,ADDED,eval-image-prepull-552k2.18d4b290faf002a4,reason=Killing count=1 msg=Stopping container pause
0.0613,Event,ADDED,eval-image-prepull-56r9k.18d4b290939d66ab,reason=Scheduled count=1 msg=Successfully assigned compute/eval-image-prepull-56r9k to kind-worker4
0.0615,Event,ADDED,eval-image-prepull-56r9k.18d4b290b393cef2,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.0617,Event,ADDED,eval-image-prepull-56r9k.18d4b290b623135e,reason=Created count=1 msg=Created container: pause
0.0618,Event,ADDED,eval-image-prepull-56r9k.18d4b290bb1212a8,reason=Started count=1 msg=Started container pause
0.0623,Event,ADDED,eval-image-prepull-56r9k.18d4b29105ec6296,reason=Killing count=1 msg=Stopping container pause
0.0625,Event,ADDED,eval-image-prepull-pkbbb.18d4b29092956a66,reason=Scheduled count=1 msg=Successfully assigned compute/eval-image-prepull-pkbbb to kind-worker5
0.0626,Event,ADDED,eval-image-prepull-pkbbb.18d4b290b37c203c,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.063,Event,ADDED,eval-image-prepull-pkbbb.18d4b290b6000694,reason=Created count=1 msg=Created container: pause
0.0632,Event,ADDED,eval-image-prepull-pkbbb.18d4b290baf78e8f,reason=Started count=1 msg=Started container pause
0.0634,Event,ADDED,eval-image-prepull-pkbbb.18d4b290ffd90ecd,reason=Killing count=1 msg=Stopping container pause
0.0636,Event,ADDED,eval-image-prepull-rdh2g.18d4b290932ac150,reason=Scheduled count=1 msg=Successfully assigned compute/eval-image-prepull-rdh2g to kind-worker
0.0638,Event,ADDED,eval-image-prepull-rdh2g.18d4b290b38bda45,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.064,Event,ADDED,eval-image-prepull-rdh2g.18d4b290b641c37b,reason=Created count=1 msg=Created container: pause
0.0642,Event,ADDED,eval-image-prepull-rdh2g.18d4b290bb0dabf0,reason=Started count=1 msg=Started container pause
0.0644,Event,ADDED,eval-image-prepull-rdh2g.18d4b2910f25b6cb,reason=Killing count=1 msg=Stopping container pause
0.0647,Event,ADDED,eval-image-prepull-smw7s.18d4b29093078884,reason=Scheduled count=1 msg=Successfully assigned compute/eval-image-prepull-smw7s to kind-worker2
0.0649,Event,ADDED,eval-image-prepull-smw7s.18d4b290b3730abf,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.0651,Event,ADDED,eval-image-prepull-smw7s.18d4b290b623a06a,reason=Created count=1 msg=Created container: pause
0.0653,Event,ADDED,eval-image-prepull-smw7s.18d4b290bb0f29b9,reason=Started count=1 msg=Started container pause
0.0655,Event,ADDED,eval-image-prepull-smw7s.18d4b2911b5ef152,reason=Killing count=1 msg=Stopping container pause
0.0657,Event,ADDED,eval-image-prepull.18d4b290925dcdd5,reason=SuccessfulCreate count=1 msg=Created pod: eval-image-prepull-pkbbb
0.0659,Event,ADDED,eval-image-prepull.18d4b29092b5463d,reason=SuccessfulCreate count=1 msg=Created pod: eval-image-prepull-smw7s
0.066,Event,ADDED,eval-image-prepull.18d4b29092c34a2a,reason=SuccessfulCreate count=1 msg=Created pod: eval-image-prepull-rdh2g
0.0662,Event,ADDED,eval-image-prepull.18d4b290932ba4f0,reason=SuccessfulCreate count=1 msg=Created pod: eval-image-prepull-56r9k
0.0664,Event,ADDED,eval-image-prepull.18d4b290932bc392,reason=SuccessfulCreate count=1 msg=Created pod: eval-image-prepull-552k2
0.0667,Event,ADDED,eval-sanitize-30-r0-000-2w7gp.18d4b29fbee744a5,reason=Scheduled count=None msg=Successfully assigned compute/eval-sanitize-30-r0-000-2w7gp to kind-worker3
0.067,Event,ADDED,eval-sanitize-30-r0-000-2w7gp.18d4b29fdc6c7945,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.0672,Event,ADDED,eval-sanitize-30-r0-000-2w7gp.18d4b29fdda268b2,reason=Created count=1 msg=Created container: task
0.0674,Event,ADDED,eval-sanitize-30-r0-000-2w7gp.18d4b29fe26eeec2,reason=Started count=1 msg=Started container task
0.0676,Event,ADDED,eval-sanitize-30-r0-000.18d4b29fbdd2d7b3,reason=SuccessfulCreate count=1 msg=Created pod: eval-sanitize-30-r0-000-2w7gp
0.0678,Event,ADDED,eval-sanitize-30-r0-000.18d4b2a54ae152c6,reason=Completed count=1 msg=Job completed
0.0679,Event,ADDED,eval-sanitize-30-r0-001-hpn6x.18d4b29ff8af8c35,reason=Scheduled count=None msg=Successfully assigned compute/eval-sanitize-30-r0-001-hpn6x to kind-worker5
0.0681,Event,ADDED,eval-sanitize-30-r0-001-hpn6x.18d4b2a0123007fb,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.0683,Event,ADDED,eval-sanitize-30-r0-001-hpn6x.18d4b2a0134f55e9,reason=Created count=1 msg=Created container: task
0.0685,Event,ADDED,eval-sanitize-30-r0-001-hpn6x.18d4b2a01998aae9,reason=Started count=1 msg=Started container task
0.0686,Event,ADDED,eval-sanitize-30-r0-001.18d4b29ff78cf751,reason=SuccessfulCreate count=1 msg=Created pod: eval-sanitize-30-r0-001-hpn6x
0.0688,Event,ADDED,eval-sanitize-30-r0-001.18d4b2a58b6e1078,reason=Completed count=1 msg=Job completed
0.069,Event,ADDED,eval-sanitize-30-r0-002-ttv2q.18d4b2a03426ca9d,reason=Scheduled count=None msg=Successfully assigned compute/eval-sanitize-30-r0-002-ttv2q to kind-worker
0.0691,Event,ADDED,eval-sanitize-30-r0-002-ttv2q.18d4b2a04d79d5cd,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.0693,Event,ADDED,eval-sanitize-30-r0-002-ttv2q.18d4b2a04e9d3c92,reason=Created count=1 msg=Created container: task
0.0695,Event,ADDED,eval-sanitize-30-r0-002-ttv2q.18d4b2a052a40c31,reason=Started count=1 msg=Started container task
0.0696,Event,ADDED,eval-sanitize-30-r0-002.18d4b2a03326a794,reason=SuccessfulCreate count=1 msg=Created pod: eval-sanitize-30-r0-002-ttv2q
0.0698,Event,ADDED,eval-sanitize-30-r0-002.18d4b2a5dd97f54e,reason=Completed count=1 msg=Job completed
0.0699,Event,ADDED,eval-sanitize-30-r0-003-wjh88.18d4b2a0708643e9,reason=Scheduled count=None msg=Successfully assigned compute/eval-sanitize-30-r0-003-wjh88 to kind-worker3
0.0701,Event,ADDED,eval-sanitize-30-r0-003-wjh88.18d4b2a08ba87ec3,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.0704,Event,ADDED,eval-sanitize-30-r0-003-wjh88.18d4b2a08cc3568a,reason=Created count=1 msg=Created container: task
0.0706,Event,ADDED,eval-sanitize-30-r0-003-wjh88.18d4b2a09206f7d6,reason=Started count=1 msg=Started container task
0.0709,Event,ADDED,eval-sanitize-30-r0-003.18d4b2a06f5a8c62,reason=SuccessfulCreate count=1 msg=Created pod: eval-sanitize-30-r0-003-wjh88
0.0711,Event,ADDED,eval-sanitize-30-r0-003.18d4b2a6030af610,reason=Completed count=1 msg=Job completed
0.0712,Event,ADDED,eval-sanitize-30-r0-004-q27lz.18d4b2a0acd053c5,reason=Scheduled count=None msg=Successfully assigned compute/eval-sanitize-30-r0-004-q27lz to kind-worker5
0.0714,Event,ADDED,eval-sanitize-30-r0-004-q27lz.18d4b2a0c4ef994a,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.0716,Event,ADDED,eval-sanitize-30-r0-004-q27lz.18d4b2a0c5ff974f,reason=Created count=1 msg=Created container: task
0.0718,Event,ADDED,eval-sanitize-30-r0-004-q27lz.18d4b2a0cb6a792f,reason=Started count=1 msg=Started container task
0.072,Event,ADDED,eval-sanitize-30-r0-004.18d4b2a0ab8e8b36,reason=SuccessfulCreate count=1 msg=Created pod: eval-sanitize-30-r0-004-q27lz
0.0722,Event,ADDED,eval-sanitize-30-r0-004.18d4b2a63fa7b994,reason=Completed count=1 msg=Job completed
0.0723,Event,ADDED,eval-sanitize-30-r0-005-rtfzj.18d4b2a0e8db9779,reason=Scheduled count=None msg=Successfully assigned compute/eval-sanitize-30-r0-005-rtfzj to kind-worker3
0.0725,Event,ADDED,eval-sanitize-30-r0-005-rtfzj.18d4b2a1027d8748,"reason=Pulled count=1 msg=Container image ""busybox:musl"" already present on machine"
0.0727,Event,ADDED,eval-sanitize-30-r0-005-rtfzj.18d4b2a1038b1cb3,reason=Created count=1 msg=Created container: task
0.0728,Event,ADDED,eval-sanitize-30-r0-005-rtfzj.18d4b2a107f0a04d,reason=Started count=1 msg=Started container task
