task_id,name,issuer,context,context_degree,datasets,replica,t_submit_planned,t_submit_start,t_submit_end,submit_jitter_s,admission_s,admission_status,admitted,t_tr_pending,t_tr_scheduled,t_tr_complete,t_tr_failed,job_name,t_job_seen,translation_s,pod_name,t_pod_seen,pod_creation_s,t_pod_scheduled,scheduling_s,node,latency_s,n_failed_attempts,n_attempts_wall,n_attempts_taint,n_attempts_other,nodes_wall_first,nodes_taint_first,block_cause,blocked,t_first_rejection,wait_s,first_rejection_msg,t_pod_running,t_pod_succeeded,t_pod_failed,startup_s,execution_s,completion_s,final_phase,tr_final_phase,timed_out
0,eval-sanitize-1-r2-000,issuer9,x09,3,"[""d09""]",2,0.0,0.0026,0.0435,0.0026,0.0409,201,True,0.049,0.0701,24.0967,nan,eval-sanitize-1-r2-000,0.0653,0.0218,eval-sanitize-1-r2-000-m2txw,0.0748,0.0095,0.0885,0.0137,kind-worker3,0.0859,0,0,0,0,0,0,none,False,nan,nan,,0.9337,22.1236,nan,0.8452,21.1899,22.121,Succeeded,Complete,False
1,eval-sanitize-1-r2-001,issuer8,x08,5,"[""d08""]",2,1.0,1.0007,1.0185,0.0007,0.0177,201,True,1.0225,1.106,25.4273,nan,eval-sanitize-1-r2-001,1.0976,0.0791,eval-sanitize-1-r2-001-zvjhd,1.1058,0.0082,1.116,0.0102,kind-worker,0.1153,0,0,0,0,0,0,none,False,nan,nan,,2.2612,23.4416,nan,1.1452,21.1804,22.4408,Succeeded,Complete,False
2,eval-sanitize-1-r2-002,issuer8,x08,5,"[""d08""]",2,2.0,2.007,2.0302,0.007,0.0232,201,True,2.0327,2.0567,26.6127,nan,eval-sanitize-1-r2-002,2.0486,0.0183,eval-sanitize-1-r2-002-hqvvz,2.0566,0.0081,2.0648,0.0082,kind-worker5,0.0579,0,0,0,0,0,0,none,False,nan,nan,,3.461,24.5736,nan,1.3962,21.1126,22.5666,Succeeded,Complete,False
3,eval-sanitize-1-r2-003,issuer5,x05,7,"[""d05""]",2,3.0,3.0002,3.0182,0.0002,0.018,201,True,3.0197,3.0689,27.4334,nan,eval-sanitize-1-r2-003,3.0619,0.0437,eval-sanitize-1-r2-003-8cztj,3.0735,0.0116,3.0821,0.0086,kind-worker2,0.0819,0,0,0,0,0,0,none,False,nan,nan,,4.0576,25.3138,nan,0.9755,21.2562,22.3136,Succeeded,Complete,False
4,eval-sanitize-1-r2-004,issuer9,x09,3,"[""d09""]",2,4.0,4.0003,4.0274,0.0003,0.0271,201,True,4.0312,4.0513,28.8384,nan,eval-sanitize-1-r2-004,4.0467,0.0194,eval-sanitize-1-r2-004-kv7ws,4.0544,0.0077,4.0617,0.0073,kind-worker4,0.0614,0,0,0,0,0,0,none,False,nan,nan,,5.3915,26.6697,nan,1.3298,21.2782,22.6694,Succeeded,Complete,False
5,eval-sanitize-1-r2-005,issuer6,x06,3,"[""d06""]",2,5.0,5.0001,5.022,0.0001,0.0219,201,True,5.0269,5.0464,46.3189,nan,eval-sanitize-1-r2-005,5.0414,0.0194,eval-sanitize-1-r2-005-pm2pk,5.048,0.0066,22.6041,17.556,kind-worker3,17.604,1,0,1,0,0,6,taint,True,5.0548,17.5493,"0/6 nodes are available: 6 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/6 nodes are available: 6 Preemption is not helpful for scheduling.",24.0179,45.31,nan,1.4138,21.2921,40.31,Succeeded,Complete,False
6,eval-sanitize-1-r2-006,issuer9,x09,3,"[""d09""]",2,6.0,6.0002,6.0242,0.0002,0.024,201,True,6.0286,6.0493,47.1226,nan,eval-sanitize-1-r2-006,6.0449,0.0207,eval-sanitize-1-r2-006-r84wh,6.0532,0.0082,22.6113,16.5581,kind-worker3,16.6111,1,0,1,0,0,6,taint,True,6.0612,16.5501,"0/6 nodes are available: 6 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/6 nodes are available: 6 Preemption is not helpful for scheduling.",23.9764,45.3702,nan,1.3651,21.3938,39.37,Succeeded,Complete,False
7,eval-sanitize-1-r2-007,issuer2,x02,6,"[""d02""]",2,7.0,7.0003,7.0149,0.0003,0.0146,201,True,7.0229,7.0649,53.8861,nan,eval-sanitize-1-r2-007,7.0615,0.0467,eval-sanitize-1-r2-007-gqkxz,7.0683,0.0068,25.5404,18.4721,kind-worker2,18.5401,11,10,11,0,0,6,mixed,True,7.0744,18.4661,"0/6 nodes are available: 6 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/6 nodes are available: 6 Preemption is not helpful for scheduling.",27.1097,48.3579,nan,1.5692,21.2482,41.3576,Succeeded,Complete,False
8,eval-sanitize-1-r2-008,issuer9,x09,3,"[""d09""]",2,8.0,8.0003,8.007,0.0003,0.0068,201,True,8.0107,8.035,46.2238,nan,eval-sanitize-1-r2-008,8.027,0.02,eval-sanitize-1-r2-008-fx42f,8.0347,0.0077,22.6272,14.5925,kind-worker3,14.627,1,0,1,0,0,6,taint,True,8.0422,14.5851,"0/6 nodes are available: 6 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/6 nodes are available: 6 Preemption is not helpful for scheduling.",23.9961,45.3308,nan,1.3689,21.3347,37.3305,Succeeded,Complete,False
9,eval-sanitize-1-r2-009,issuer7,x07,4,"[""d07""]",2,9.0,9.0002,9.0133,0.0002,0.0131,201,True,9.0168,9.0357,53.2844,nan,eval-sanitize-1-r2-009,9.0325,0.0192,eval-sanitize-1-r2-009-6bkgh,9.0414,0.0089,25.2676,16.2261,kind-worker5,16.2673,7,6,7,0,0,6,mixed,True,9.0472,16.2204,"0/6 nodes are available: 6 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/6 nodes are available: 6 Preemption is not helpful for scheduling.",26.63,47.8235,nan,1.3624,21.1935,38.8232,Succeeded,Complete,False
10,eval-sanitize-1-r2-010,issuer10,x10,5,"[""d10""]",2,10.0,10.0003,10.0153,0.0003,0.015,201,True,10.0202,10.0426,50.6203,nan,eval-sanitize-1-r2-010,10.0351,0.0198,eval-sanitize-1-r2-010-9pm5k,10.0417,0.0066,24.3742,14.3325,kind-worker,14.3739,5,4,5,0,0,6,mixed,True,10.0476,14.3265,"0/6 nodes are available: 6 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/6 nodes are available: 6 Preemption is not helpful for scheduling.",25.3157,46.4779,nan,0.9416,21.1622,36.4776,Succeeded,Complete,False
11,eval-sanitize-1-r2-011,issuer5,x05,7,"[""d05""]",2,11.0,11.0003,11.1056,0.0003,0.1053,201,True,11.11,11.1313,52.7579,nan,eval-sanitize-1-r2-011,11.127,0.0214,eval-sanitize-1-r2-011-rtrl2,11.1345,0.0075,24.3813,13.2468,kind-worker,13.381,5,4,5,0,0,6,mixed,True,11.1408,13.2405,"0/6 nodes are available: 6 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/6 nodes are available: 6 Preemption is not helpful for scheduling.",25.3083,47.6138,nan,0.927,22.3055,36.6135,Succeeded,Complete,False
12,eval-sanitize-1-r2-012,issuer1,x01,2,"[""d01""]",2,12.0,12.0005,12.0158,0.0005,0.0153,201,True,12.0198,12.0414,46.2359,nan,eval-sanitize-1-r2-012,12.0372,0.0214,eval-sanitize-1-r2-012-qpqhg,12.0469,0.0097,22.8139,10.7671,kind-worker3,10.8134,1,0,1,0,0,6,taint,True,12.0532,10.7607,"0/6 nodes are available: 6 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/6 nodes are available: 6 Preemption is not helpful for scheduling.",24.031,45.3175,nan,1.2171,21.2864,33.3169,Succeeded,Complete,False
