t_recv,node,sanitizing,lambda_size,lambda
0.021,kind-control-plane,False,0,[]
0.0242,kind-worker,False,0,[]
0.0253,kind-worker2,False,0,[]
0.0264,kind-worker3,False,0,[]
0.0276,kind-worker4,False,0,[]
0.0287,kind-worker5,False,0,[]
0.1043,kind-worker,False,1,"[""x06""]"
0.1152,kind-worker,False,1,"[""x06""]"
1.0948,kind-worker,False,2,"[""x06"", ""x08""]"
1.1033,kind-worker,False,2,"[""x06"", ""x08""]"
2.0634,kind-worker5,False,1,"[""x08""]"
2.0749,kind-worker5,False,1,"[""x08""]"
3.0197,kind-worker5,True,1,"[""x08""]"
3.0315,kind-worker5,True,1,"[""x08""]"
3.0551,kind-worker2,False,1,"[""x05""]"
3.1129,kind-worker2,False,1,"[""x05""]"
4.0607,kind-worker2,False,2,"[""x05"", ""x07""]"
4.0704,kind-worker2,False,2,"[""x05"", ""x07""]"
5.0694,kind-worker,False,3,"[""x04"", ""x06"", ""x08""]"
5.0806,kind-worker,False,3,"[""x04"", ""x06"", ""x08""]"
5.3633,kind-worker,True,3,"[""x04"", ""x06"", ""x08""]"
5.377,kind-worker,True,3,"[""x04"", ""x06"", ""x08""]"
6.0647,kind-worker4,False,1,"[""x08""]"
6.0743,kind-worker4,False,1,"[""x08""]"
7.0613,kind-worker2,False,3,"[""x01"", ""x05"", ""x07""]"
7.0689,kind-worker2,False,3,"[""x01"", ""x05"", ""x07""]"
9.0626,kind-worker4,False,2,"[""x05"", ""x08""]"
9.072,kind-worker4,False,2,"[""x05"", ""x08""]"
9.1457,kind-worker4,True,2,"[""x05"", ""x08""]"
9.1578,kind-worker4,True,2,"[""x05"", ""x08""]"
9.3625,kind-worker2,True,3,"[""x01"", ""x05"", ""x07""]"
9.3852,kind-worker2,True,3,"[""x01"", ""x05"", ""x07""]"
10.073,kind-worker3,False,1,"[""x04""]"
10.0836,kind-worker3,False,1,"[""x04""]"
12.0691,kind-worker3,False,2,"[""x01"", ""x04""]"
12.0808,kind-worker3,False,2,"[""x01"", ""x04""]"
13.0669,kind-worker3,False,3,"[""x01"", ""x04"", ""x05""]"
13.077,kind-worker3,False,3,"[""x01"", ""x04"", ""x05""]"
15.0538,kind-worker3,False,4,"[""x01"", ""x04"", ""x05"", ""x06""]"
15.0654,kind-worker3,False,4,"[""x01"", ""x04"", ""x05"", ""x06""]"
15.6824,kind-worker3,True,4,"[""x01"", ""x04"", ""x05"", ""x06""]"
15.6945,kind-worker3,True,4,"[""x01"", ""x04"", ""x05"", ""x06""]"
23.1552,kind-worker5,True,0,[]
23.2053,kind-worker5,False,0,[]
23.2163,kind-worker5,False,0,[]
23.2354,kind-worker5,False,0,[]
23.2782,kind-worker5,False,1,"[""x01""]"
23.2878,kind-worker5,False,1,"[""x01""]"
23.3785,kind-worker5,False,2,"[""x01"", ""x05""]"
23.3877,kind-worker5,False,2,"[""x01"", ""x05""]"
23.4307,kind-worker5,False,3,"[""x01"", ""x03"", ""x05""]"
23.4396,kind-worker5,False,3,"[""x01"", ""x03"", ""x05""]"
23.4516,kind-worker5,False,4,"[""x01"", ""x03"", ""x04"", ""x05""]"
23.4599,kind-worker5,False,4,"[""x01"", ""x03"", ""x04"", ""x05""]"
23.7175,kind-worker5,False,5,"[""x01"", ""x03"", ""x04"", ""x05"", ""x10""]"
23.7323,kind-worker5,False,5,"[""x01"", ""x03"", ""x04"", ""x05"", ""x10""]"
25.7189,kind-worker,True,0,[]
25.812,kind-worker,False,0,[]
25.9138,kind-worker,False,0,[]
26.0209,kind-worker,False,0,[]
26.0713,kind-worker,False,1,"[""x01""]"
26.1144,kind-worker,False,1,"[""x01""]"
27.0701,kind-worker,False,2,"[""x01"", ""x08""]"
27.0812,kind-worker,False,2,"[""x01"", ""x08""]"
29.0853,kind-worker,False,3,"[""x01"", ""x08"", ""x10""]"
29.0969,kind-worker,False,3,"[""x01"", ""x08"", ""x10""]"
29.3095,kind-worker4,True,0,[]
29.3241,kind-worker4,False,0,[]
29.3328,kind-worker4,False,0,[]
29.3431,kind-worker4,False,0,[]
29.4629,kind-worker2,True,0,[]
29.511,kind-worker2,False,0,[]
29.5207,kind-worker2,False,0,[]
29.5316,kind-worker2,False,0,[]
30.0704,kind-worker2,False,1,"[""x05""]"
30.08,kind-worker2,False,1,"[""x05""]"
31.0671,kind-worker2,False,2,"[""x04"", ""x05""]"
31.0773,kind-worker2,False,2,"[""x04"", ""x05""]"
32.0678,kind-worker4,False,1,"[""x05""]"
32.0765,kind-worker4,False,1,"[""x05""]"
33.0696,kind-worker2,False,3,"[""x04"", ""x05"", ""x06""]"
33.0819,kind-worker2,False,3,"[""x04"", ""x05"", ""x06""]"
33.2261,kind-worker5,True,5,"[""x01"", ""x03"", ""x04"", ""x05"", ""x10""]"
33.2408,kind-worker5,True,5,"[""x01"", ""x03"", ""x04"", ""x05"", ""x10""]"
34.0626,kind-worker,False,4,"[""x01"", ""x05"", ""x08"", ""x10""]"
34.0726,kind-worker,False,4,"[""x01"", ""x05"", ""x08"", ""x10""]"
35.0706,kind-worker2,False,4,"[""x04"", ""x05"", ""x06"", ""x07""]"
35.0808,kind-worker2,False,4,"[""x04"", ""x05"", ""x06"", ""x07""]"
36.0176,kind-worker,True,4,"[""x01"", ""x05"", ""x08"", ""x10""]"
36.0421,kind-worker,True,4,"[""x01"", ""x05"", ""x08"", ""x10""]"
36.0755,kind-worker2,False,5,"[""x02"", ""x04"", ""x05"", ""x06"", ""x07""]"
36.2124,kind-worker2,False,5,"[""x02"", ""x04"", ""x05"", ""x06"", ""x07""]"
36.322,kind-worker3,True,0,[]
36.4098,kind-worker3,False,0,[]
36.419,kind-worker3,False,0,[]
36.4291,kind-worker3,False,0,[]
37.0599,kind-worker4,False,2,"[""x05"", ""x06""]"
37.0697,kind-worker4,False,2,"[""x05"", ""x06""]"
38.0594,kind-worker4,False,3,"[""x05"", ""x06"", ""x08""]"
38.0703,kind-worker4,False,3,"[""x05"", ""x06"", ""x08""]"
39.063,kind-worker3,False,1,"[""x07""]"
39.0737,kind-worker3,False,1,"[""x07""]"
39.345,kind-worker4,True,3,"[""x05"", ""x06"", ""x08""]"
39.3585,kind-worker4,True,3,"[""x05"", ""x06"", ""x08""]"
39.5286,kind-worker2,True,5,"[""x02"", ""x04"", ""x05"", ""x06"", ""x07""]"
39.5412,kind-worker2,True,5,"[""x02"", ""x04"", ""x05"", ""x06"", ""x07""]"
40.0717,kind-worker3,False,2,"[""x07"", ""x09""]"
40.0839,kind-worker3,False,2,"[""x07"", ""x09""]"
41.0587,kind-worker3,False,3,"[""x03"", ""x07"", ""x09""]"
41.067,kind-worker3,False,3,"[""x03"", ""x07"", ""x09""]"
42.0571,kind-worker3,False,4,"[""x03"", ""x07"", ""x09"", ""x10""]"
42.0681,kind-worker3,False,4,"[""x03"", ""x07"", ""x09"", ""x10""]"
43.0639,kind-worker3,False,5,"[""x03"", ""x05"", ""x07"", ""x09"", ""x10""]"
43.0776,kind-worker3,False,5,"[""x03"", ""x05"", ""x07"", ""x09"", ""x10""]"
43.4123,kind-worker5,True,0,[]
43.4258,kind-worker5,False,0,[]
43.4339,kind-worker5,False,0,[]
43.5058,kind-worker5,False,0,[]
44.0609,kind-worker5,False,1,"[""x10""]"
44.072,kind-worker5,False,1,"[""x10""]"
45.0748,kind-worker5,False,2,"[""x01"", ""x10""]"
45.0853,kind-worker5,False,2,"[""x01"", ""x10""]"
46.059,kind-worker5,False,3,"[""x01"", ""x05"", ""x10""]"
46.0689,kind-worker5,False,3,"[""x01"", ""x05"", ""x10""]"
46.4399,kind-worker3,True,5,"[""x03"", ""x05"", ""x07"", ""x09"", ""x10""]"
46.4536,kind-worker3,True,5,"[""x03"", ""x05"", ""x07"", ""x09"", ""x10""]"
47.0684,kind-worker5,False,4,"[""x01"", ""x02"", ""x05"", ""x10""]"
47.0788,kind-worker5,False,4,"[""x01"", ""x02"", ""x05"", ""x10""]"
49.0747,kind-worker5,False,5,"[""x01"", ""x02"", ""x05"", ""x09"", ""x10""]"
49.0852,kind-worker5,False,5,"[""x01"", ""x02"", ""x05"", ""x09"", ""x10""]"
49.7049,kind-worker2,True,0,[]
49.7181,kind-worker2,False,0,[]
49.726,kind-worker2,False,0,[]
49.7367,kind-worker2,False,0,[]
50.0733,kind-worker2,False,1,"[""x06""]"
50.0859,kind-worker2,False,1,"[""x06""]"
51.0771,kind-worker2,False,2,"[""x04"", ""x06""]"
51.0884,kind-worker2,False,2,"[""x04"", ""x06""]"
52.061,kind-worker2,False,3,"[""x04"", ""x06"", ""x08""]"
52.0707,kind-worker2,False,3,"[""x04"", ""x06"", ""x08""]"
53.0629,kind-worker2,False,4,"[""x03"", ""x04"", ""x06"", ""x08""]"
53.0727,kind-worker2,False,4,"[""x03"", ""x04"", ""x06"", ""x08""]"
53.4606,kind-worker5,True,5,"[""x01"", ""x02"", ""x05"", ""x09"", ""x10""]"
53.4736,kind-worker5,True,5,"[""x01"", ""x02"", ""x05"", ""x09"", ""x10""]"
54.0548,kind-worker2,False,5,"[""x03"", ""x04"", ""x05"", ""x06"", ""x08""]"
54.0653,kind-worker2,False,5,"[""x03"", ""x04"", ""x05"", ""x06"", ""x08""]"
56.4134,kind-worker,True,0,[]
56.4254,kind-worker,True,0,[]
56.4336,kind-worker,False,0,[]
56.5046,kind-worker,False,0,[]
56.8144,kind-worker3,True,0,[]
56.8265,kind-worker3,True,0,[]
56.8364,kind-worker3,False,0,[]
56.9081,kind-worker3,False,0,[]
57.0591,kind-worker,False,1,"[""x08""]"
57.0693,kind-worker,False,1,"[""x08""]"
59.073,kind-worker,False,2,"[""x02"", ""x08""]"
59.0842,kind-worker,False,2,"[""x02"", ""x08""]"
59.6199,kind-worker4,True,0,[]
59.632,kind-worker4,True,0,[]
59.6404,kind-worker4,False,0,[]
59.6536,kind-worker4,False,0,[]
59.7356,kind-worker2,True,5,"[""x03"", ""x04"", ""x05"", ""x06"", ""x08""]"
59.7476,kind-worker2,True,5,"[""x03"", ""x04"", ""x05"", ""x06"", ""x08""]"
60.0296,kind-control-plane,False,0,[]
60.035,kind-worker,False,2,"[""x02"", ""x08""]"
