task_id,name,issuer,context,context_degree,datasets,replica,t_submit_planned,t_submit_start,t_submit_end,submit_jitter_s,admission_s,admission_status,admitted,t_tr_pending,t_tr_scheduled,t_tr_complete,t_tr_failed,job_name,t_job_seen,translation_s,pod_name,t_pod_seen,pod_creation_s,t_pod_scheduled,scheduling_s,node,latency_s,n_failed_attempts,n_attempts_wall,n_attempts_taint,n_attempts_other,nodes_wall_first,nodes_taint_first,block_cause,blocked,t_first_rejection,wait_s,first_rejection_msg,t_pod_running,t_pod_succeeded,t_pod_failed,startup_s,execution_s,completion_s,final_phase,tr_final_phase,timed_out
0,eval-sanitize-5-r1-000,issuer7,x07,4,"[""d07""]",1,0.0,0.0035,0.051,0.0035,0.0474,201,True,0.0555,0.0781,24.5283,nan,eval-sanitize-5-r1-000,0.0738,0.0228,eval-sanitize-5-r1-000-7v7fb,0.0856,0.0118,0.1009,0.0153,kind-worker,0.0974,0,0,0,0,0,0,none,False,nan,nan,,1.4693,22.6245,nan,1.3684,21.1552,22.621,Succeeded,Complete,False
1,eval-sanitize-5-r1-001,issuer9,x09,3,"[""d09""]",1,1.0,1.0114,1.0477,0.0114,0.0363,201,True,1.1707,1.1916,25.3412,nan,eval-sanitize-5-r1-001,1.1859,0.1382,eval-sanitize-5-r1-001-jdsvx,1.195,0.0091,1.2146,0.0196,kind-worker5,0.2032,0,0,0,0,0,0,none,False,nan,nan,,2.0656,23.2241,nan,0.851,21.1584,22.2127,Succeeded,Complete,False
2,eval-sanitize-5-r1-002,issuer10,x10,5,"[""d10""]",1,2.0,2.0023,2.0194,0.0023,0.0171,201,True,2.0236,2.0443,26.4177,nan,eval-sanitize-5-r1-002,2.0407,0.0213,eval-sanitize-5-r1-002-mk4th,2.0482,0.0075,2.0664,0.0182,kind-worker,0.0641,0,0,0,0,0,0,none,False,nan,nan,,3.3078,24.475,nan,1.2414,21.1672,22.4727,Succeeded,Complete,False
3,eval-sanitize-5-r1-003,issuer8,x08,5,"[""d08""]",1,3.0,3.0036,3.017,0.0036,0.0134,201,True,3.0207,3.0458,27.6658,nan,eval-sanitize-5-r1-003,3.0367,0.0197,eval-sanitize-5-r1-003-l6gql,3.0456,0.0089,3.0542,0.0086,kind-worker3,0.0506,0,0,0,0,0,0,none,False,nan,nan,,4.3887,25.7923,nan,1.3345,21.4036,22.7888,Succeeded,Complete,False
4,eval-sanitize-5-r1-004,issuer7,x07,4,"[""d07""]",1,4.0,4.0047,4.0196,0.0047,0.0149,201,True,4.0206,4.1834,28.6849,nan,eval-sanitize-5-r1-004,4.1833,0.1637,eval-sanitize-5-r1-004-77rts,4.1841,0.0008,4.1856,0.0015,kind-worker3,0.1809,0,0,0,0,0,0,none,False,nan,nan,,5.3907,26.6381,nan,1.2051,21.2474,22.6334,Succeeded,Complete,False
5,eval-sanitize-5-r1-005,issuer3,x03,5,"[""d03""]",1,5.0,5.0004,5.0135,0.0004,0.0131,201,True,5.017,5.0407,29.6542,nan,eval-sanitize-5-r1-005,5.0336,0.0202,eval-sanitize-5-r1-005-hsfn4,5.0405,0.0068,5.0488,0.0084,kind-worker2,0.0485,0,0,0,0,0,0,none,False,nan,nan,,6.354,27.4188,nan,1.3052,21.0648,22.4184,Succeeded,Complete,False
6,eval-sanitize-5-r1-006,issuer6,x06,3,"[""d06""]",1,6.0,6.0003,6.0819,0.0003,0.0816,201,True,6.0869,6.1095,30.6608,nan,eval-sanitize-5-r1-006,6.1015,0.0195,eval-sanitize-5-r1-006-h564f,6.1093,0.0078,6.1237,0.0144,kind-worker2,0.1234,0,0,0,0,0,0,none,False,nan,nan,,7.307,28.522,nan,1.1833,21.2151,22.5217,Succeeded,Complete,False
7,eval-sanitize-5-r1-007,issuer7,x07,4,"[""d07""]",1,7.0,7.0001,7.0266,0.0001,0.0264,201,True,7.0301,7.1214,31.6638,nan,eval-sanitize-5-r1-007,7.1135,0.087,eval-sanitize-5-r1-007-45k7g,7.1193,0.0058,7.1337,0.0144,kind-worker2,0.1335,0,0,0,0,0,0,none,False,nan,nan,,8.2858,29.6429,nan,1.1521,21.3572,22.6428,Succeeded,Complete,False
8,eval-sanitize-5-r1-008,issuer4,x04,6,"[""d04""]",1,8.0,8.0001,8.0119,0.0001,0.0118,201,True,8.016,8.0402,31.2447,nan,eval-sanitize-5-r1-008,8.0338,0.0218,eval-sanitize-5-r1-008-vx7cf,8.0443,0.0106,8.0554,0.0111,kind-worker4,0.0553,0,0,0,0,0,0,none,False,nan,nan,,9.1189,30.2931,nan,1.0635,21.1742,22.293,Succeeded,Complete,False
9,eval-sanitize-5-r1-009,issuer10,x10,5,"[""d10""]",1,9.0,9.0001,9.0106,0.0001,0.0105,201,True,9.014,9.0376,33.249,nan,eval-sanitize-5-r1-009,9.0306,0.02,eval-sanitize-5-r1-009-pdmbv,9.0374,0.0068,9.0486,0.0112,kind-worker4,0.0484,0,0,0,0,0,0,none,False,nan,nan,,10.1915,31.4281,nan,1.1429,21.2367,22.428,Succeeded,Complete,False
