t_recv,node,sanitizing,lambda_size,lambda
0.022,kind-control-plane,False,0,[]
0.0233,kind-worker,False,0,[]
0.0251,kind-worker2,False,0,[]
0.0264,kind-worker3,False,0,[]
0.0276,kind-worker4,False,0,[]
0.029,kind-worker5,False,0,[]
0.1062,kind-worker2,False,1,"[""x05""]"
0.117,kind-worker2,False,1,"[""x05""]"
1.1425,kind-worker2,False,2,"[""x05"", ""x09""]"
1.1543,kind-worker2,False,2,"[""x05"", ""x09""]"
2.0679,kind-worker3,False,1,"[""x01""]"
2.0749,kind-worker3,False,1,"[""x01""]"
3.0714,kind-worker4,False,1,"[""x03""]"
3.0805,kind-worker4,False,1,"[""x03""]"
4.1007,kind-worker2,False,3,"[""x01"", ""x05"", ""x09""]"
4.1098,kind-worker2,False,3,"[""x01"", ""x05"", ""x09""]"
5.0763,kind-worker3,False,2,"[""x01"", ""x07""]"
5.0878,kind-worker3,False,2,"[""x01"", ""x07""]"
5.9876,kind-worker2,True,3,"[""x01"", ""x05"", ""x09""]"
5.9982,kind-worker2,True,3,"[""x01"", ""x05"", ""x09""]"
6.0558,kind-worker3,False,3,"[""x01"", ""x05"", ""x07""]"
6.0844,kind-worker3,False,3,"[""x01"", ""x05"", ""x07""]"
6.7314,kind-worker3,True,3,"[""x01"", ""x05"", ""x07""]"
6.7443,kind-worker3,True,3,"[""x01"", ""x05"", ""x07""]"
7.1712,kind-worker4,False,2,"[""x03"", ""x06""]"
7.1828,kind-worker4,False,2,"[""x03"", ""x06""]"
8.0698,kind-worker5,False,1,"[""x01""]"
8.0823,kind-worker5,False,1,"[""x01""]"
11.0725,kind-worker5,False,2,"[""x01"", ""x07""]"
11.0824,kind-worker5,False,2,"[""x01"", ""x07""]"
12.0774,kind-worker,False,1,"[""x05""]"
12.0876,kind-worker,False,1,"[""x05""]"
13.0826,kind-worker,False,2,"[""x05"", ""x07""]"
13.093,kind-worker,False,2,"[""x05"", ""x07""]"
15.0723,kind-worker,False,3,"[""x05"", ""x07"", ""x09""]"
15.0823,kind-worker,False,3,"[""x05"", ""x07"", ""x09""]"
16.0855,kind-worker4,False,3,"[""x03"", ""x06"", ""x08""]"
16.0956,kind-worker4,False,3,"[""x03"", ""x06"", ""x08""]"
19.8518,kind-worker4,True,3,"[""x03"", ""x06"", ""x08""]"
19.8661,kind-worker4,True,3,"[""x03"", ""x06"", ""x08""]"
20.1135,kind-worker5,False,3,"[""x01"", ""x04"", ""x07""]"
20.124,kind-worker5,False,3,"[""x01"", ""x04"", ""x07""]"
