task_id,name,issuer,context,context_degree,datasets,replica,t_submit_planned,t_submit_start,t_submit_end,submit_jitter_s,admission_s,admission_status,admitted,t_tr_pending,t_tr_scheduled,t_tr_complete,t_tr_failed,job_name,t_job_seen,translation_s,pod_name,t_pod_seen,pod_creation_s,t_pod_scheduled,scheduling_s,node,latency_s,n_failed_attempts,n_attempts_wall,n_attempts_taint,n_attempts_other,nodes_wall_first,nodes_taint_first,block_cause,blocked,t_first_rejection,wait_s,first_rejection_msg,t_pod_running,t_pod_succeeded,t_pod_failed,startup_s,execution_s,completion_s,final_phase,tr_final_phase,timed_out
0,eval-sanitize-30-r4-000,issuer9,x09,6,"[""d09""]",4,0.0,0.0034,0.0425,0.0034,0.0391,201,True,0.0471,0.0737,24.7045,nan,eval-sanitize-30-r4-000,0.068,0.0255,eval-sanitize-30-r4-000-q98n5,0.0776,0.0096,0.0907,0.013,kind-worker3,0.0873,0,0,0,0,0,0,none,False,nan,nan,,1.5229,22.7294,nan,1.4323,21.2065,22.726,Succeeded,Complete,False
1,eval-sanitize-30-r4-001,issuer2,x02,4,"[""d02""]",4,1.0,1.0081,1.031,0.0081,0.0228,201,True,1.0319,1.0505,25.4417,nan,eval-sanitize-30-r4-001,1.0468,0.0159,eval-sanitize-30-r4-001-dwbph,1.0547,0.0079,1.0707,0.016,kind-worker5,0.0626,0,0,0,0,0,0,none,False,nan,nan,,2.3618,23.5582,nan,1.2911,21.1963,22.55,Succeeded,Complete,False
2,eval-sanitize-30-r4-002,issuer6,x06,7,"[""d06""]",4,2.0,2.0047,2.0256,0.0047,0.0209,201,True,2.0267,2.0502,25.8825,nan,eval-sanitize-30-r4-002,2.0408,0.0152,eval-sanitize-30-r4-002-j7llp,2.0537,0.0129,2.0701,0.0164,kind-worker,0.0654,0,0,0,0,0,0,none,False,nan,nan,,2.7011,23.9094,nan,0.631,21.2083,21.9047,Succeeded,Complete,False
3,eval-sanitize-30-r4-003,issuer2,x02,4,"[""d02""]",4,3.0,3.0003,3.0104,0.0003,0.0101,201,True,3.0146,3.0766,27.8266,nan,eval-sanitize-30-r4-003,3.0681,0.0577,eval-sanitize-30-r4-003-rf6r9,3.0789,0.0108,3.0966,0.0177,kind-worker3,0.0963,0,0,0,0,0,0,none,False,nan,nan,,4.5086,25.7894,nan,1.412,21.2808,22.7891,Succeeded,Complete,False
4,eval-sanitize-30-r4-004,issuer4,x04,4,"[""d04""]",4,4.0,4.0002,4.0131,0.0002,0.0128,201,True,4.017,4.0372,28.4501,nan,eval-sanitize-30-r4-004,4.0324,0.0193,eval-sanitize-30-r4-004-z7hsg,4.04,0.0076,4.0586,0.0185,kind-worker5,0.0583,0,0,0,0,0,0,none,False,nan,nan,,5.4008,26.5064,nan,1.3422,21.1056,22.5061,Succeeded,Complete,False
5,eval-sanitize-30-r4-005,issuer10,x10,2,"[""d10""]",4,5.0,5.0003,5.0139,0.0003,0.0136,201,True,5.0175,5.0399,28.8329,nan,eval-sanitize-30-r4-005,5.034,0.0202,eval-sanitize-30-r4-005-cnzcc,5.0419,0.0079,5.062,0.0201,kind-worker,0.0617,0,0,0,0,0,0,none,False,nan,nan,,5.7076,26.8963,nan,0.6456,21.1887,21.896,Succeeded,Complete,False
6,eval-sanitize-30-r4-006,issuer9,x09,6,"[""d09""]",4,6.0,6.0005,6.0099,0.0005,0.0094,201,True,6.0138,6.036,30.6162,nan,eval-sanitize-30-r4-006,6.0311,0.0213,eval-sanitize-30-r4-006-gfmf8,6.0389,0.0077,6.0672,0.0284,kind-worker3,0.0668,0,0,0,0,0,0,none,False,nan,nan,,7.5033,28.7566,nan,1.436,21.2533,22.7561,Succeeded,Complete,False
7,eval-sanitize-30-r4-007,issuer3,x03,8,"[""d03""]",4,7.0,7.0003,7.0146,0.0003,0.0143,201,True,7.0187,7.0417,31.1783,nan,eval-sanitize-30-r4-007,7.0355,0.0209,eval-sanitize-30-r4-007-mzzl8,7.043,0.0075,7.0614,0.0184,kind-worker2,0.0612,0,0,0,0,0,0,none,False,nan,nan,,8.0934,29.2586,nan,1.032,21.1652,22.2584,Succeeded,Complete,False
8,eval-sanitize-30-r4-008,issuer5,x05,3,"[""d05""]",4,8.0,8.0003,8.0139,0.0003,0.0136,201,True,8.0174,8.0436,31.8041,nan,eval-sanitize-30-r4-008,8.035,0.0212,eval-sanitize-30-r4-008-8nsr2,8.0434,0.0084,8.1049,0.0614,kind-worker,0.1046,0,0,0,0,0,0,none,False,nan,nan,,8.7153,29.914,nan,0.6104,21.1987,21.9137,Succeeded,Complete,False
9,eval-sanitize-30-r4-009,issuer5,x05,3,"[""d05""]",4,9.0,9.0001,9.0093,0.0001,0.0092,201,True,9.0131,9.037,32.9036,nan,eval-sanitize-30-r4-009,9.0298,0.0205,eval-sanitize-30-r4-009-sfr56,9.0369,0.0071,9.0629,0.0261,kind-worker,0.0628,0,0,0,0,0,0,none,False,nan,nan,,9.7244,30.9434,nan,0.6615,21.219,21.9433,Succeeded,Complete,False
10,eval-sanitize-30-r4-010,issuer6,x06,7,"[""d06""]",4,10.0,10.0003,10.0098,0.0003,0.0095,201,True,10.0138,10.0347,33.9123,nan,eval-sanitize-30-r4-010,10.0304,0.0206,eval-sanitize-30-r4-010-cjvmm,10.0383,0.0079,10.0627,0.0244,kind-worker,0.0624,0,0,0,0,0,0,none,False,nan,nan,,10.7446,31.9464,nan,0.6818,21.2018,21.9461,Succeeded,Complete,False
