task_id,name,issuer,context,context_degree,datasets,replica,t_submit_planned,t_submit_start,t_submit_end,submit_jitter_s,admission_s,admission_status,admitted,t_tr_pending,t_tr_scheduled,t_tr_complete,t_tr_failed,job_name,t_job_seen,translation_s,pod_name,t_pod_seen,pod_creation_s,t_pod_scheduled,scheduling_s,node,latency_s,n_failed_attempts,n_attempts_wall,n_attempts_taint,n_attempts_other,nodes_wall_first,nodes_taint_first,block_cause,blocked,t_first_rejection,wait_s,first_rejection_msg,t_pod_running,t_pod_succeeded,t_pod_failed,startup_s,execution_s,completion_s,final_phase,tr_final_phase,timed_out
0,eval-conflicts-rho060-r0-000,issuer1,x01,4,"[""d01""]",0,0.0,0.0039,0.0419,0.0039,0.038,201,True,0.0462,0.0738,23.7922,nan,eval-conflicts-rho060-r0-000,0.0664,0.0245,eval-conflicts-rho060-r0-000-d9mn8,0.0787,0.0122,0.099,0.0204,kind-worker2,0.0952,0,0,0,0,0,0,none,False,nan,nan,,0.6959,21.8787,nan,0.5969,21.1828,21.8748,Succeeded,Complete,False
1,eval-conflicts-rho060-r0-001,issuer5,x05,5,"[""d05""]",0,1.0,1.0005,1.018,0.0005,0.0175,201,True,1.03,1.0993,24.8032,nan,eval-conflicts-rho060-r0-001,1.0996,0.0816,eval-conflicts-rho060-r0-001-wq8q9,1.1014,0.0018,1.1055,0.0041,kind-worker3,0.1049,0,0,0,0,0,0,none,False,nan,nan,,1.7391,22.857,nan,0.6337,21.1178,21.8564,Succeeded,Complete,False
2,eval-conflicts-rho060-r0-002,issuer2,x02,8,"[""d02""]",0,2.0,2.0005,2.0231,0.0005,0.0226,201,True,2.077,2.0976,26.392,nan,eval-conflicts-rho060-r0-002,2.0934,0.0703,eval-conflicts-rho060-r0-002-hdc85,2.1026,0.0092,2.1192,0.0166,kind-worker4,0.1187,0,0,0,0,0,0,none,False,nan,nan,,3.2899,24.428,nan,1.1707,21.1382,22.4276,Succeeded,Complete,False
3,eval-conflicts-rho060-r0-003,issuer7,x07,4,"[""d07""]",0,3.0,3.0009,3.0161,0.0009,0.0153,201,True,3.0195,3.0409,26.8177,nan,eval-conflicts-rho060-r0-003,3.0341,0.018,eval-conflicts-rho060-r0-003-jph9v,3.0419,0.0078,3.0607,0.0188,kind-worker2,0.0598,0,0,0,0,0,0,none,False,nan,nan,,3.7026,24.8939,nan,0.6419,21.1912,21.893,Succeeded,Complete,False
4,eval-conflicts-rho060-r0-004,issuer5,x05,5,"[""d05""]",0,4.0,4.0008,4.0158,0.0008,0.015,201,True,4.0195,4.0465,27.9477,nan,eval-conflicts-rho060-r0-004,4.0359,0.0201,eval-conflicts-rho060-r0-004-bbddj,4.0449,0.009,4.0693,0.0244,kind-worker2,0.0684,0,0,0,0,0,0,none,False,nan,nan,,4.7068,25.8398,nan,0.6375,21.133,21.839,Succeeded,Complete,False
5,eval-conflicts-rho060-r0-005,issuer2,x02,8,"[""d02""]",0,5.0,5.0003,5.0106,0.0003,0.0103,201,True,5.0269,5.0499,29.4981,nan,eval-conflicts-rho060-r0-005,5.0433,0.0327,eval-conflicts-rho060-r0-005-mzqv6,5.051,0.0077,5.0733,0.0222,kind-worker4,0.073,0,0,0,0,0,0,none,False,nan,nan,,6.2945,27.5195,nan,1.2212,21.225,22.5192,Succeeded,Complete,False
6,eval-conflicts-rho060-r0-006,issuer1,x01,4,"[""d01""]",0,6.0,6.0005,6.0391,0.0005,0.0386,201,True,6.0427,6.0635,29.9244,nan,eval-conflicts-rho060-r0-006,6.0572,0.0181,eval-conflicts-rho060-r0-006-plpmq,6.0634,0.0062,6.0785,0.0151,kind-worker2,0.0781,0,0,0,0,0,0,none,False,nan,nan,,6.7089,27.9451,nan,0.6304,21.2362,21.9446,Succeeded,Complete,False
7,eval-conflicts-rho060-r0-007,issuer7,x07,4,"[""d07""]",0,7.0,7.0001,7.0299,0.0001,0.0298,201,True,7.0339,7.0605,30.9726,nan,eval-conflicts-rho060-r0-007,7.0506,0.0207,eval-conflicts-rho060-r0-007-nxg84,7.0622,0.0116,7.0736,0.0114,kind-worker5,0.0735,0,0,0,0,0,0,none,False,nan,nan,,7.8958,29.0891,nan,0.8222,21.1933,22.089,Succeeded,Complete,False
8,eval-conflicts-rho060-r0-008,issuer9,x09,7,"[""d09""]",0,8.0,8.0002,8.0126,0.0002,0.0123,201,True,8.0187,8.0432,31.8659,nan,eval-conflicts-rho060-r0-008,8.0351,0.0225,eval-conflicts-rho060-r0-008-dvp9l,8.0409,0.0058,8.0601,0.0192,kind-worker,0.0599,0,0,0,0,0,0,none,False,nan,nan,,8.6523,29.9111,nan,0.5922,21.2588,21.9109,Succeeded,Complete,False
9,eval-conflicts-rho060-r0-009,issuer9,x09,7,"[""d09""]",0,9.0,9.0005,9.0132,0.0005,0.0128,201,True,9.0194,9.0412,32.9728,nan,eval-conflicts-rho060-r0-009,9.0341,0.0208,eval-conflicts-rho060-r0-009-btwlf,9.041,0.007,9.0614,0.0204,kind-worker5,0.0609,0,0,0,0,0,0,none,False,nan,nan,,9.9239,31.008,nan,0.8625,21.0841,22.0075,Succeeded,Complete,False
10,eval-conflicts-rho060-r0-010,issuer6,x06,6,"[""d06""]",0,10.0,10.0002,10.0128,0.0002,0.0126,201,True,10.0164,10.0395,49.0366,nan,eval-conflicts-rho060-r0-010,10.0352,0.0224,eval-conflicts-rho060-r0-010-ssszn,10.0431,0.0079,25.5945,15.5514,kind-worker3,15.5943,7,7,7,0,3,3,mixed,True,10.0614,15.5331,"0/6 nodes are available: 3 c_wall violated: 1 conflicting context pair(s) with node memory, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/6 nodes are available: 3 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.",26.7907,48.1335,nan,1.1962,21.3427,38.1332,Succeeded,Complete,False
11,eval-conflicts-rho060-r0-011,issuer6,x06,6,"[""d06""]",0,11.0,11.0002,11.008,0.0002,0.0078,201,True,11.012,11.039,49.9074,nan,eval-conflicts-rho060-r0-011,11.031,0.023,eval-conflicts-rho060-r0-011-qdnlw,11.0406,0.0097,25.5995,14.5588,kind-worker3,14.5993,7,7,7,0,3,3,mixed,True,11.0587,14.5408,"0/6 nodes are available: 3 c_wall violated: 1 conflicting context pair(s) with node memory, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/6 nodes are available: 3 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.",26.7435,48.1215,nan,1.1441,21.378,37.1213,Succeeded,Complete,False
12,eval-conflicts-rho060-r0-012,issuer1,x01,4,"[""d01""]",0,12.0,12.0005,12.0275,0.0005,0.027,201,True,12.032,12.0784,49.9725,nan,eval-conflicts-rho060-r0-012,12.0728,0.0453,eval-conflicts-rho060-r0-012-wt2xl,12.0812,0.0084,25.5655,13.4843,kind-worker3,13.565,7,7,7,0,3,3,mixed,True,12.0996,13.4659,"0/6 nodes are available: 3 c_wall violated: 1 conflicting context pair(s) with node memory, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/6 nodes are available: 3 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.",26.7671,48.1153,nan,1.2016,21.3483,36.1148,Succeeded,Complete,False
13,eval-conflicts-rho060-r0-013,issuer3,x03,7,"[""d03""]",0,13.0,13.0003,13.0122,0.0003,0.0119,201,True,13.0205,13.0459,59.6683,nan,eval-conflicts-rho060-r0-013,13.0359,0.0237,eval-conflicts-rho060-r0-013-vmbnf,13.0435,0.0076,35.2641,22.2206,kind-worker4,22.2638,11,11,11,0,3,3,mixed,True,13.0629,22.2011,"0/6 nodes are available: 1 c_wall violated: 2 conflicting context pair(s) with node memory, 2 c_wall violated: 1 conflicting context pair(s) with node memory, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/6 nodes are available: 3 No preemption victims found for incom",36.3994,57.7237,nan,1.1353,21.3244,44.7235,Succeeded,Complete,False
14,eval-conflicts-rho060-r0-014,issuer3,x03,7,"[""d03""]",0,14.0,14.0004,14.011,0.0004,0.0105,201,True,14.0144,14.035,59.6164,nan,eval-conflicts-rho060-r0-014,14.0303,0.0194,eval-conflicts-rho060-r0-014-dqpc2,14.0385,0.0082,34.9139,20.8753,kind-worker4,20.9135,11,11,11,0,3,3,mixed,True,14.0558,20.8581,"0/6 nodes are available: 1 c_wall violated: 2 conflicting context pair(s) with node memory, 2 c_wall violated: 1 conflicting context pair(s) with node memory, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/6 nodes are available: 3 No preemption victims found for incom",36.3733,57.705,nan,1.4594,21.3317,43.7046,Succeeded,Complete,False
