t_recv,node,sanitizing,lambda_size,lambda
0.0215,kind-control-plane,False,0,[]
0.0236,kind-worker,False,0,[]
0.0248,kind-worker2,False,0,[]
0.0265,kind-worker3,False,0,[]
0.028,kind-worker4,False,0,[]
0.0292,kind-worker5,False,0,[]
0.1024,kind-worker,False,1,"[""x09""]"
0.1151,kind-worker,False,1,"[""x09""]"
1.1502,kind-worker2,False,1,"[""x07""]"
1.1578,kind-worker2,False,1,"[""x07""]"
1.3628,kind-worker,True,1,"[""x09""]"
1.379,kind-worker,True,1,"[""x09""]"
2.0706,kind-worker5,False,1,"[""x05""]"
2.0805,kind-worker5,False,1,"[""x05""]"
3.0655,kind-worker5,False,2,"[""x05"", ""x06""]"
3.0748,kind-worker5,False,2,"[""x05"", ""x06""]"
4.4414,kind-worker2,True,1,"[""x07""]"
4.4553,kind-worker2,True,1,"[""x07""]"
5.0886,kind-worker4,False,1,"[""x03""]"
5.099,kind-worker4,False,1,"[""x03""]"
6.0673,kind-worker5,False,3,"[""x05"", ""x06"", ""x09""]"
6.0767,kind-worker5,False,3,"[""x05"", ""x06"", ""x09""]"
6.14,kind-worker4,False,1,"[""x03""]"
8.0761,kind-worker4,False,2,"[""x02"", ""x03""]"
8.0778,kind-worker5,True,3,"[""x05"", ""x06"", ""x09""]"
8.0865,kind-worker4,False,2,"[""x02"", ""x03""]"
8.2889,kind-worker5,True,3,"[""x05"", ""x06"", ""x09""]"
9.0648,kind-worker4,False,3,"[""x01"", ""x02"", ""x03""]"
9.0753,kind-worker4,False,3,"[""x01"", ""x02"", ""x03""]"
10.0863,kind-worker3,False,1,"[""x04""]"
10.0965,kind-worker3,False,1,"[""x04""]"
11.0911,kind-worker3,False,2,"[""x04"", ""x07""]"
11.104,kind-worker3,False,2,"[""x04"", ""x07""]"
11.1163,kind-worker3,True,2,"[""x04"", ""x07""]"
11.1307,kind-worker3,True,2,"[""x04"", ""x07""]"
12.0717,kind-worker4,False,4,"[""x01"", ""x02"", ""x03"", ""x07""]"
12.0817,kind-worker4,False,4,"[""x01"", ""x02"", ""x03"", ""x07""]"
13.0585,kind-worker4,False,5,"[""x01"", ""x02"", ""x03"", ""x05"", ""x07""]"
13.071,kind-worker4,False,5,"[""x01"", ""x02"", ""x03"", ""x05"", ""x07""]"
13.7719,kind-worker4,True,5,"[""x01"", ""x02"", ""x03"", ""x05"", ""x07""]"
13.785,kind-worker4,True,5,"[""x01"", ""x02"", ""x03"", ""x05"", ""x07""]"
14.4896,kind-worker2,True,0,[]
14.5032,kind-worker2,False,0,[]
14.5173,kind-worker2,False,1,"[""x09""]"
14.5722,kind-worker2,False,1,"[""x09""]"
14.5836,kind-worker2,False,1,"[""x09""]"
15.0568,kind-worker2,False,2,"[""x06"", ""x09""]"
15.0647,kind-worker2,False,2,"[""x06"", ""x09""]"
16.0688,kind-worker2,False,3,"[""x06"", ""x07"", ""x09""]"
16.0815,kind-worker2,False,3,"[""x06"", ""x07"", ""x09""]"
