t_recv,node,sanitizing,lambda_size,lambda
0.0219,kind-control-plane,False,0,[]
0.0239,kind-worker,False,0,[]
0.0253,kind-worker2,False,0,[]
0.0267,kind-worker3,False,0,[]
0.0282,kind-worker4,False,0,[]
0.0293,kind-worker5,False,0,[]
0.1229,kind-worker,False,1,"[""x09""]"
0.1351,kind-worker,False,1,"[""x09""]"
1.1065,kind-worker3,False,1,"[""x08""]"
1.1163,kind-worker3,False,1,"[""x08""]"
2.0767,kind-worker5,False,1,"[""x08""]"
2.0889,kind-worker5,False,1,"[""x08""]"
2.2249,kind-worker3,True,1,"[""x08""]"
2.24,kind-worker3,True,1,"[""x08""]"
3.084,kind-worker,False,2,"[""x05"", ""x09""]"
3.0889,kind-worker,False,2,"[""x05"", ""x09""]"
3.5585,kind-worker,True,2,"[""x05"", ""x09""]"
3.5694,kind-worker,True,2,"[""x05"", ""x09""]"
4.203,kind-worker5,True,1,"[""x08""]"
4.2093,kind-worker5,True,1,"[""x08""]"
4.2136,kind-worker2,False,1,"[""x09""]"
4.2165,kind-worker2,False,1,"[""x09""]"
5.1325,kind-worker2,False,2,"[""x06"", ""x09""]"
5.1429,kind-worker2,False,2,"[""x06"", ""x09""]"
6.417,kind-worker2,True,2,"[""x06"", ""x09""]"
6.4299,kind-worker2,True,2,"[""x06"", ""x09""]"
7.0527,kind-worker4,False,1,"[""x02""]"
7.0638,kind-worker4,False,1,"[""x02""]"
8.1637,kind-worker4,False,2,"[""x02"", ""x09""]"
8.1743,kind-worker4,False,2,"[""x02"", ""x09""]"
12.0277,kind-worker4,True,2,"[""x02"", ""x09""]"
12.0467,kind-worker4,True,2,"[""x02"", ""x09""]"
24.2227,kind-worker5,True,0,[]
24.2773,kind-worker5,True,0,[]
24.2856,kind-worker5,False,0,[]
24.2962,kind-worker5,False,0,[]
24.3137,kind-worker5,False,1,"[""x10""]"
24.3235,kind-worker5,False,2,"[""x07"", ""x10""]"
24.332,kind-worker5,False,2,"[""x07"", ""x10""]"
24.3414,kind-worker5,False,2,"[""x07"", ""x10""]"
27.4785,kind-worker3,True,0,[]
27.5799,kind-worker3,False,0,[]
27.5918,kind-worker3,False,0,[]
27.6057,kind-worker3,False,0,[]
27.62,kind-worker3,False,1,"[""x03""]"
27.6296,kind-worker3,False,1,"[""x03""]"
27.7069,kind-worker3,False,2,"[""x01"", ""x03""]"
27.719,kind-worker3,False,2,"[""x01"", ""x03""]"
28.9371,kind-worker,True,0,[]
28.9504,kind-worker,True,0,[]
28.9586,kind-worker,False,0,[]
28.9703,kind-worker,False,0,[]
29.0254,kind-worker,False,1,"[""x05""]"
29.0386,kind-worker,False,1,"[""x05""]"
29.1689,kind-worker,False,2,"[""x05"", ""x10""]"
29.1791,kind-worker,False,2,"[""x05"", ""x10""]"
29.3673,kind-worker5,True,2,"[""x07"", ""x10""]"
29.3811,kind-worker5,True,2,"[""x07"", ""x10""]"
31.6474,kind-worker2,True,0,[]
31.6586,kind-worker2,True,0,[]
31.7527,kind-worker2,False,0,[]
31.7657,kind-worker2,False,0,[]
31.8264,kind-worker2,False,1,"[""x08""]"
31.8368,kind-worker2,False,1,"[""x08""]"
32.0265,kind-worker2,False,2,"[""x02"", ""x08""]"
32.0383,kind-worker2,False,2,"[""x02"", ""x08""]"
32.2321,kind-worker3,False,3,"[""x01"", ""x03"", ""x09""]"
32.2473,kind-worker3,False,3,"[""x01"", ""x03"", ""x09""]"
32.4923,kind-worker4,True,0,[]
32.5077,kind-worker4,False,0,[]
32.5217,kind-worker4,False,0,[]
32.535,kind-worker4,False,0,[]
32.6079,kind-worker3,True,3,"[""x01"", ""x03"", ""x09""]"
32.6113,kind-worker4,False,1,"[""x04""]"
32.6243,kind-worker3,True,3,"[""x01"", ""x03"", ""x09""]"
32.7928,kind-worker4,False,1,"[""x04""]"
33.9806,kind-worker,True,2,"[""x05"", ""x10""]"
33.9951,kind-worker,True,2,"[""x05"", ""x10""]"
34.1089,kind-worker2,False,3,"[""x01"", ""x02"", ""x08""]"
34.194,kind-worker2,False,3,"[""x01"", ""x02"", ""x08""]"
