t_recv,node,sanitizing,lambda_size,lambda
0.0263,kind-control-plane,False,0,[]
0.0277,kind-worker,False,0,[]
0.029,kind-worker2,False,0,[]
0.0303,kind-worker3,False,0,[]
0.0316,kind-worker4,False,0,[]
0.0333,kind-worker5,False,0,[]
0.1754,kind-worker2,False,1,"[""x10""]"
0.1865,kind-worker2,False,1,"[""x10""]"
1.1213,kind-worker3,False,1,"[""x01""]"
1.1341,kind-worker3,False,1,"[""x01""]"
3.1619,kind-worker4,False,1,"[""x10""]"
3.1711,kind-worker4,False,1,"[""x10""]"
4.1948,kind-worker2,False,2,"[""x08"", ""x10""]"
4.2015,kind-worker2,False,2,"[""x08"", ""x10""]"
5.1278,kind-worker3,False,2,"[""x01"", ""x04""]"
5.1408,kind-worker3,False,2,"[""x01"", ""x04""]"
6.1358,kind-worker2,True,2,"[""x08"", ""x10""]"
6.1505,kind-worker2,True,2,"[""x08"", ""x10""]"
6.1676,kind-worker5,False,1,"[""x03""]"
6.283,kind-worker5,False,1,"[""x03""]"
6.8042,kind-worker3,True,2,"[""x01"", ""x04""]"
6.8179,kind-worker3,True,2,"[""x01"", ""x04""]"
7.1434,kind-worker4,False,2,"[""x08"", ""x10""]"
7.1531,kind-worker4,False,2,"[""x08"", ""x10""]"
8.0652,kind-worker5,False,2,"[""x03"", ""x08""]"
8.076,kind-worker5,False,2,"[""x03"", ""x08""]"
9.1786,kind-worker,False,1,"[""x04""]"
9.1898,kind-worker,False,1,"[""x04""]"
10.0734,kind-worker,False,2,"[""x03"", ""x04""]"
10.0842,kind-worker,False,2,"[""x03"", ""x04""]"
15.141,kind-worker4,False,3,"[""x08"", ""x09"", ""x10""]"
15.1515,kind-worker4,False,3,"[""x08"", ""x09"", ""x10""]"
16.6944,kind-worker4,True,3,"[""x08"", ""x09"", ""x10""]"
16.7104,kind-worker4,True,3,"[""x08"", ""x09"", ""x10""]"
17.1359,kind-worker5,False,3,"[""x03"", ""x06"", ""x08""]"
17.1468,kind-worker5,False,3,"[""x03"", ""x06"", ""x08""]"
17.5087,kind-worker5,True,3,"[""x03"", ""x06"", ""x08""]"
17.5479,kind-worker5,True,3,"[""x03"", ""x06"", ""x08""]"
17.6363,kind-worker,True,2,"[""x03"", ""x04""]"
17.7852,kind-worker,True,2,"[""x03"", ""x04""]"
27.4584,kind-control-plane,False,0,[]
36.1624,kind-worker2,True,2,"[""x08"", ""x10""]"
37.5712,kind-worker4,True,3,"[""x08"", ""x09"", ""x10""]"
37.9494,kind-worker,True,0,[]
37.9682,kind-worker,True,0,[]
37.9768,kind-worker,False,0,[]
37.993,kind-worker,False,0,[]
38.0364,kind-worker,False,1,"[""x04""]"
38.0577,kind-worker,False,1,"[""x04""]"
38.1167,kind-worker,False,2,"[""x02"", ""x04""]"
38.1292,kind-worker,False,2,"[""x02"", ""x04""]"
38.1429,kind-worker5,True,3,"[""x03"", ""x06"", ""x08""]"
38.2333,kind-worker,False,3,"[""x01"", ""x02"", ""x04""]"
38.2465,kind-worker,False,3,"[""x01"", ""x02"", ""x04""]"
38.3397,kind-worker,False,4,"[""x01"", ""x02"", ""x04"", ""x07""]"
38.3516,kind-worker,False,4,"[""x01"", ""x02"", ""x04"", ""x07""]"
46.3611,kind-worker2,True,0,[]
46.3761,kind-worker2,False,0,[]
46.3858,kind-worker2,False,0,[]
46.3967,kind-worker2,False,1,"[""x09""]"
46.4096,kind-worker2,False,1,"[""x09""]"
46.4197,kind-worker2,False,1,"[""x09""]"
46.4482,kind-worker2,False,2,"[""x03"", ""x09""]"
46.4631,kind-worker2,False,2,"[""x03"", ""x09""]"
46.5877,kind-worker2,False,3,"[""x03"", ""x08"", ""x09""]"
46.5973,kind-worker2,False,3,"[""x03"", ""x08"", ""x09""]"
46.9012,kind-worker3,True,0,[]
46.9552,kind-worker3,False,0,[]
46.9672,kind-worker3,False,0,[]
46.9795,kind-worker3,False,0,[]
47.0157,kind-worker3,False,1,"[""x05""]"
47.0301,kind-worker3,False,1,"[""x05""]"
47.1636,kind-worker3,False,2,"[""x05"", ""x07""]"
47.1779,kind-worker3,False,2,"[""x05"", ""x07""]"
48.0733,kind-worker3,False,3,"[""x01"", ""x05"", ""x07""]"
48.0839,kind-worker3,False,3,"[""x01"", ""x05"", ""x07""]"
57.0488,kind-worker4,True,0,[]
57.0636,kind-worker4,True,0,[]
57.077,kind-worker4,False,0,[]
57.1667,kind-worker4,False,0,[]
57.1822,kind-worker4,False,1,"[""x10""]"
57.1924,kind-worker4,False,1,"[""x10""]"
57.2986,kind-worker4,False,2,"[""x06"", ""x10""]"
57.3082,kind-worker4,False,2,"[""x06"", ""x10""]"
57.8453,kind-worker5,True,0,[]
57.8578,kind-worker5,True,0,[]
57.8686,kind-worker5,False,0,[]
57.882,kind-worker5,False,0,[]
58.0806,kind-worker,True,4,"[""x01"", ""x02"", ""x04"", ""x07""]"
58.0966,kind-worker,True,4,"[""x01"", ""x02"", ""x04"", ""x07""]"
58.1256,kind-worker5,False,1,"[""x07""]"
