task_id,name,issuer,context,context_degree,datasets,replica,t_submit_planned,t_submit_start,t_submit_end,submit_jitter_s,admission_s,admission_status,admitted,t_tr_pending,t_tr_scheduled,t_tr_complete,t_tr_failed,job_name,t_job_seen,translation_s,pod_name,t_pod_seen,pod_creation_s,t_pod_scheduled,scheduling_s,node,latency_s,n_failed_attempts,n_attempts_wall,n_attempts_taint,n_attempts_other,nodes_wall_first,nodes_taint_first,block_cause,blocked,t_first_rejection,wait_s,first_rejection_msg,t_pod_running,t_pod_succeeded,t_pod_failed,startup_s,execution_s,completion_s,final_phase,tr_final_phase,timed_out
0,eval-conflicts-rho000-r0-000,issuer2,x02,0,"[""d02""]",0,0.0,0.0034,0.0501,0.0034,0.0467,201,True,0.0576,0.0815,24.34,nan,eval-conflicts-rho000-r0-000,0.0738,0.0237,eval-conflicts-rho000-r0-000-nrwfr,0.0841,0.0102,0.0986,0.0145,kind-worker3,0.0952,0,0,0,0,0,0,none,False,nan,nan,,1.2098,22.4154,nan,1.1112,21.2057,22.412,Succeeded,Complete,False
1,eval-conflicts-rho000-r0-001,issuer1,x01,0,"[""d01""]",0,1.0,1.0003,1.0131,0.0003,0.0128,201,True,1.0183,1.0388,25.452,nan,eval-conflicts-rho000-r0-001,1.0324,0.0193,eval-conflicts-rho000-r0-001-47rxg,1.0386,0.0062,1.0561,0.0175,kind-worker,0.0558,0,0,0,0,0,0,none,False,nan,nan,,2.3372,23.5166,nan,1.2811,21.1794,22.5163,Succeeded,Complete,False
2,eval-conflicts-rho000-r0-002,issuer5,x05,0,"[""d05""]",0,2.0,2.0002,2.0123,0.0002,0.012,201,True,2.0541,2.0758,26.5452,nan,eval-conflicts-rho000-r0-002,2.0696,0.0573,eval-conflicts-rho000-r0-002-nhvvf,2.0757,0.0061,2.0921,0.0164,kind-worker4,0.0919,0,0,0,0,0,0,none,False,nan,nan,,3.4238,24.6372,nan,1.3317,21.2134,22.6369,Succeeded,Complete,False
3,eval-conflicts-rho000-r0-003,issuer4,x04,0,"[""d04""]",0,3.0,3.0002,3.0163,0.0002,0.0161,201,True,3.0641,3.0911,27.542,nan,eval-conflicts-rho000-r0-003,3.0826,0.0662,eval-conflicts-rho000-r0-003-tqwzd,3.0876,0.0051,3.1085,0.0208,kind-worker3,0.1082,0,0,0,0,0,0,none,False,nan,nan,,4.2345,25.418,nan,1.126,21.1835,22.4178,Succeeded,Complete,False
4,eval-conflicts-rho000-r0-004,issuer4,x04,0,"[""d04""]",0,4.0,4.0003,4.0315,0.0003,0.0312,201,True,4.0369,4.0566,28.6073,nan,eval-conflicts-rho000-r0-004,4.0501,0.0186,eval-conflicts-rho000-r0-004-jn6xf,4.0564,0.0063,4.0751,0.0187,kind-worker4,0.0748,0,0,0,0,0,0,none,False,nan,nan,,5.4031,26.5959,nan,1.328,21.1928,22.5956,Succeeded,Complete,False
5,eval-conflicts-rho000-r0-005,issuer3,x03,0,"[""d03""]",0,5.0,5.0004,5.1418,0.0004,0.1413,201,True,5.1486,5.1699,29.3031,nan,eval-conflicts-rho000-r0-005,5.1656,0.0238,eval-conflicts-rho000-r0-005-9kdb7,5.1743,0.0087,5.1979,0.0235,kind-worker2,0.1974,0,0,0,0,0,0,none,False,nan,nan,,6.1892,27.3835,nan,0.9913,21.1944,22.3831,Succeeded,Complete,False
6,eval-conflicts-rho000-r0-006,issuer2,x02,0,"[""d02""]",0,6.0,6.0002,6.0298,0.0002,0.0297,201,True,6.073,6.0935,30.4959,nan,eval-conflicts-rho000-r0-006,6.0879,0.058,eval-conflicts-rho000-r0-006-9wc5l,6.0961,0.0082,6.1206,0.0245,kind-worker4,0.1204,0,0,0,0,0,0,none,False,nan,nan,,7.3884,28.5998,nan,1.2678,21.2114,22.5996,Succeeded,Complete,False
7,eval-conflicts-rho000-r0-007,issuer9,x09,0,"[""d09""]",0,7.0,7.0003,7.1293,0.0003,0.129,201,True,7.1351,7.1543,32.4164,nan,eval-conflicts-rho000-r0-007,7.1483,0.019,eval-conflicts-rho000-r0-007-9dbmp,7.1573,0.0091,7.1802,0.0228,kind-worker3,0.1799,0,0,0,0,0,0,none,False,nan,nan,,9.1983,30.4395,nan,2.0181,21.2412,23.4392,Succeeded,Complete,False
8,eval-conflicts-rho000-r0-008,issuer2,x02,0,"[""d02""]",0,8.0,8.0003,8.0402,0.0003,0.0399,201,True,8.0449,8.0644,32.4118,nan,eval-conflicts-rho000-r0-008,8.0599,0.0197,eval-conflicts-rho000-r0-008-t67pq,8.0681,0.0083,8.0901,0.022,kind-worker5,0.0899,0,0,0,0,0,0,none,False,nan,nan,,9.1997,30.4287,nan,1.1096,21.2289,22.4284,Succeeded,Complete,False
9,eval-conflicts-rho000-r0-009,issuer10,x10,0,"[""d10""]",0,9.0,9.0004,9.0487,0.0004,0.0483,201,True,9.0538,9.0736,33.4747,nan,eval-conflicts-rho000-r0-009,9.0677,0.019,eval-conflicts-rho000-r0-009-x27bl,9.0751,0.0073,9.101,0.026,kind-worker,0.1006,0,0,0,0,0,0,none,False,nan,nan,,10.3227,31.4595,nan,1.2217,21.1368,22.4591,Succeeded,Complete,False
