task_id,name,issuer,context,context_degree,datasets,replica,t_submit_planned,t_submit_start,t_submit_end,submit_jitter_s,admission_s,admission_status,admitted,t_tr_pending,t_tr_scheduled,t_tr_complete,t_tr_failed,job_name,t_job_seen,translation_s,pod_name,t_pod_seen,pod_creation_s,t_pod_scheduled,scheduling_s,node,latency_s,n_failed_attempts,n_attempts_wall,n_attempts_taint,n_attempts_other,nodes_wall_first,nodes_taint_first,block_cause,blocked,t_first_rejection,wait_s,first_rejection_msg,t_pod_running,t_pod_succeeded,t_pod_failed,startup_s,execution_s,completion_s,final_phase,tr_final_phase,timed_out
0,eval-conflicts-rho005-r3-000,issuer5,x05,1,"[""d05""]",3,0.0,0.003,0.0433,0.003,0.0403,201,True,0.0475,0.0705,13.7962,nan,eval-conflicts-rho005-r3-000,0.0657,0.0223,eval-conflicts-rho005-r3-000-gxfpd,0.0759,0.0103,0.0946,0.0187,kind-worker,0.0916,0,0,0,0,0,0,none,False,nan,nan,,0.7305,11.9375,nan,0.6359,11.207,11.9345,Succeeded,Complete,False
1,eval-conflicts-rho005-r3-001,issuer5,x05,1,"[""d05""]",3,1.0,1.0087,1.02,0.0087,0.0113,201,True,1.0249,1.0877,15.4819,nan,eval-conflicts-rho005-r3-001,1.0875,0.0675,eval-conflicts-rho005-r3-001-flgnk,1.0897,0.0022,1.0939,0.0042,kind-worker2,0.0851,0,0,0,0,0,0,none,False,nan,nan,,2.4136,13.5718,nan,1.3197,11.1582,12.5631,Succeeded,Complete,False
2,eval-conflicts-rho005-r3-002,issuer3,x03,1,"[""d03""]",3,2.0,2.0004,2.0096,0.0004,0.0092,201,True,2.0131,2.0355,15.8042,nan,eval-conflicts-rho005-r3-002,2.0302,0.0206,eval-conflicts-rho005-r3-002-d9fzw,2.0372,0.007,2.0503,0.0131,kind-worker,0.0499,0,0,0,0,0,0,none,False,nan,nan,,2.7361,13.8869,nan,0.6858,11.1508,11.8865,Succeeded,Complete,False
3,eval-conflicts-rho005-r3-003,issuer4,x04,0,"[""d04""]",3,3.0,3.001,3.0118,0.001,0.0108,201,True,3.0156,3.041,16.112,nan,eval-conflicts-rho005-r3-003,3.0318,0.02,eval-conflicts-rho005-r3-003-cvftq,3.0399,0.0081,3.0523,0.0124,kind-worker5,0.0513,0,0,0,0,0,0,none,False,nan,nan,,3.978,15.0998,nan,0.9257,11.1218,12.0988,Succeeded,Complete,False
4,eval-conflicts-rho005-r3-004,issuer3,x03,1,"[""d03""]",3,4.0,4.0003,4.0147,0.0003,0.0144,201,True,4.0185,4.0427,17.1095,nan,eval-conflicts-rho005-r3-004,4.034,0.0192,eval-conflicts-rho005-r3-004-kctcz,4.0399,0.0059,4.0568,0.0169,kind-worker5,0.0565,0,0,0,0,0,0,none,False,nan,nan,,4.9832,16.1062,nan,0.9264,11.123,12.1058,Succeeded,Complete,False
5,eval-conflicts-rho005-r3-005,issuer4,x04,0,"[""d04""]",3,5.0,5.0007,5.0084,0.0007,0.0078,201,True,5.0131,5.0343,18.0636,nan,eval-conflicts-rho005-r3-005,5.028,0.0195,eval-conflicts-rho005-r3-005-kzbp5,5.034,0.006,5.0499,0.016,kind-worker5,0.0493,0,0,0,0,0,0,none,False,nan,nan,,5.9884,17.2126,nan,0.9385,11.2242,12.212,Succeeded,Complete,False
6,eval-conflicts-rho005-r3-006,issuer3,x03,1,"[""d03""]",3,6.0,6.0005,6.0079,0.0005,0.0074,201,True,6.0131,6.0345,19.816,nan,eval-conflicts-rho005-r3-006,6.0286,0.0207,eval-conflicts-rho005-r3-006-7l6nk,6.0355,0.0069,6.0478,0.0124,kind-worker,0.0473,0,0,0,0,0,0,none,False,nan,nan,,6.7461,17.9476,nan,0.6983,11.2015,11.9471,Succeeded,Complete,False
7,eval-conflicts-rho005-r3-007,issuer3,x03,1,"[""d03""]",3,7.0,7.0004,7.0175,0.0004,0.0171,201,True,7.0226,7.0435,20.8202,nan,eval-conflicts-rho005-r3-007,7.0373,0.0198,eval-conflicts-rho005-r3-007-7ntss,7.0434,0.0061,7.0561,0.0127,kind-worker,0.0557,0,0,0,0,0,0,none,False,nan,nan,,7.746,18.933,nan,0.6899,11.187,11.9327,Succeeded,Complete,False
8,eval-conflicts-rho005-r3-008,issuer2,x02,0,"[""d02""]",3,8.0,8.0003,8.0149,0.0003,0.0146,201,True,8.0186,8.044,21.9216,nan,eval-conflicts-rho005-r3-008,8.0351,0.0202,eval-conflicts-rho005-r3-008-77x62,8.0418,0.0067,8.057,0.0151,kind-worker4,0.0567,0,0,0,0,0,0,none,False,nan,nan,,8.8337,20.0582,nan,0.7768,11.2245,12.058,Succeeded,Complete,False
9,eval-conflicts-rho005-r3-009,issuer9,x09,0,"[""d09""]",3,9.0,9.0003,9.0097,0.0003,0.0093,201,True,9.0134,9.0382,22.7585,nan,eval-conflicts-rho005-r3-009,9.0313,0.0216,eval-conflicts-rho005-r3-009-btlpk,9.0367,0.0054,9.0438,0.007,kind-worker3,0.0434,0,0,0,0,0,0,none,False,nan,nan,,9.6718,20.8044,nan,0.6281,11.1326,11.8041,Succeeded,Complete,False
