task_id,name,issuer,context,context_degree,datasets,replica,t_submit_planned,t_submit_start,t_submit_end,submit_jitter_s,admission_s,admission_status,admitted,t_tr_pending,t_tr_scheduled,t_tr_complete,t_tr_failed,job_name,t_job_seen,translation_s,pod_name,t_pod_seen,pod_creation_s,t_pod_scheduled,scheduling_s,node,latency_s,n_failed_attempts,n_attempts_wall,n_attempts_taint,n_attempts_other,nodes_wall_first,nodes_taint_first,block_cause,blocked,t_first_rejection,wait_s,first_rejection_msg,t_pod_running,t_pod_succeeded,t_pod_failed,startup_s,execution_s,completion_s,final_phase,tr_final_phase,timed_out
0,eval-conflicts-rho010-r7-000,issuer9,x09,0,"[""d09""]",7,0.0,0.0029,0.0238,0.0029,0.0208,201,True,0.0286,0.0482,14.0984,nan,eval-conflicts-rho010-r7-000,0.0436,0.0199,eval-conflicts-rho010-r7-000-kpdwk,0.0532,0.0095,0.07,0.0168,kind-worker2,0.067,0,0,0,0,0,0,none,False,nan,nan,,1.0363,12.215,nan,0.9664,11.1786,12.212,Succeeded,Complete,False
1,eval-conflicts-rho010-r7-001,issuer7,x07,2,"[""d07""]",7,1.0,1.0123,1.0222,0.0123,0.01,201,True,1.0271,1.0547,15.0478,nan,eval-conflicts-rho010-r7-001,1.0451,0.0229,eval-conflicts-rho010-r7-001-kwphm,1.0567,0.0116,1.0774,0.0207,kind-worker,0.0651,0,0,0,0,0,0,none,False,nan,nan,,1.9702,13.0707,nan,0.8928,11.1005,12.0585,Succeeded,Complete,False
2,eval-conflicts-rho010-r7-002,issuer5,x05,2,"[""d05""]",7,2.0,2.0008,2.0226,0.0008,0.0218,201,True,2.0279,2.051,16.2685,nan,eval-conflicts-rho010-r7-002,2.0438,0.0212,eval-conflicts-rho010-r7-002-27cfk,2.0545,0.0107,2.0719,0.0174,kind-worker5,0.0711,0,0,0,0,0,0,none,False,nan,nan,,3.1242,14.262,nan,1.0522,11.1378,12.2612,Succeeded,Complete,False
3,eval-conflicts-rho010-r7-003,issuer6,x06,1,"[""d06""]",7,3.0,3.0003,3.0149,0.0003,0.0146,201,True,3.0193,3.0435,17.2794,nan,eval-conflicts-rho010-r7-003,3.0351,0.0202,eval-conflicts-rho010-r7-003-l9jhk,3.0424,0.0072,3.0612,0.0189,kind-worker5,0.0609,0,0,0,0,0,0,none,False,nan,nan,,4.1325,15.314,nan,1.0712,11.1815,12.3137,Succeeded,Complete,False
4,eval-conflicts-rho010-r7-004,issuer5,x05,2,"[""d05""]",7,4.0,4.0003,4.0084,0.0003,0.0082,201,True,4.0122,4.0355,17.0605,nan,eval-conflicts-rho010-r7-004,4.0278,0.0194,eval-conflicts-rho010-r7-004-sttqp,4.0354,0.0076,4.056,0.0206,kind-worker,0.0557,0,0,0,0,0,0,none,False,nan,nan,,4.975,16.1125,nan,0.919,11.1375,12.1123,Succeeded,Complete,False
5,eval-conflicts-rho010-r7-005,issuer3,x03,2,"[""d03""]",7,5.0,5.0001,5.0142,0.0001,0.0141,201,True,5.0178,5.0416,19.1117,nan,eval-conflicts-rho010-r7-005,5.0339,0.0197,eval-conflicts-rho010-r7-005-76lp8,5.0441,0.0102,5.0664,0.0223,kind-worker2,0.0663,0,0,0,0,0,0,none,False,nan,nan,,6.0467,17.1662,nan,0.9803,11.1195,12.166,Succeeded,Complete,False
6,eval-conflicts-rho010-r7-006,issuer9,x09,0,"[""d09""]",7,6.0,6.0001,6.0227,0.0001,0.0226,201,True,6.0266,6.0529,20.2574,nan,eval-conflicts-rho010-r7-006,6.0437,0.021,eval-conflicts-rho010-r7-006-m7r2z,6.0505,0.0067,6.0678,0.0173,kind-worker5,0.0677,0,0,0,0,0,0,none,False,nan,nan,,7.1343,18.3432,nan,1.0665,11.2089,12.3431,Succeeded,Complete,False
7,eval-conflicts-rho010-r7-007,issuer5,x05,2,"[""d05""]",7,7.0,7.0004,7.0143,0.0004,0.0139,201,True,7.0184,7.041,21.2577,nan,eval-conflicts-rho010-r7-007,7.0346,0.0203,eval-conflicts-rho010-r7-007-4fpzw,7.0398,0.0052,7.0544,0.0147,kind-worker5,0.0541,0,0,0,0,0,0,none,False,nan,nan,,8.1383,19.3572,nan,1.0838,11.219,12.3569,Succeeded,Complete,False
8,eval-conflicts-rho010-r7-008,issuer2,x02,0,"[""d02""]",7,8.0,8.0006,8.0141,0.0006,0.0135,201,True,8.0178,8.043,21.4672,nan,eval-conflicts-rho010-r7-008,8.0342,0.0201,eval-conflicts-rho010-r7-008-4ht6f,8.0419,0.0077,8.0561,0.0142,kind-worker4,0.0555,0,0,0,0,0,0,none,False,nan,nan,,9.3005,20.4661,nan,1.2444,11.1656,12.4655,Succeeded,Complete,False
9,eval-conflicts-rho010-r7-009,issuer1,x01,0,"[""d01""]",7,9.0,9.0004,9.0152,0.0004,0.0148,201,True,9.0188,9.0414,23.4068,nan,eval-conflicts-rho010-r7-009,9.0365,0.0212,eval-conflicts-rho010-r7-009-lm4sq,9.0445,0.008,9.0579,0.0134,kind-worker4,0.0575,0,0,0,0,0,0,none,False,nan,nan,,10.3048,21.4845,nan,1.2469,11.1797,12.4841,Succeeded,Complete,False
10,eval-conflicts-rho010-r7-010,issuer4,x04,1,"[""d04""]",7,10.0,10.0002,10.0123,0.0002,0.012,201,True,10.017,10.0395,24.4119,nan,eval-conflicts-rho010-r7-010,10.031,0.0188,eval-conflicts-rho010-r7-010-qj79d,10.0376,0.0066,10.0491,0.0114,kind-worker4,0.0488,0,0,0,0,0,0,none,False,nan,nan,,11.3083,22.5054,nan,1.2592,11.1971,12.5052,Succeeded,Complete,False
11,eval-conflicts-rho010-r7-011,issuer7,x07,2,"[""d07""]",7,11.0,11.0003,11.0137,0.0003,0.0134,201,True,11.0191,11.0413,24.8111,nan,eval-conflicts-rho010-r7-011,11.0355,0.0219,eval-conflicts-rho010-r7-011-5tr8t,11.0422,0.0066,11.0505,0.0084,kind-worker3,0.0503,0,0,0,0,0,0,none,False,nan,nan,,11.754,22.8525,nan,0.7035,11.0984,11.8522,Succeeded,Complete,False
